200 10
NETWORK_TREE :
23 7 2 5 3 5 1 3 1 3 3 2
24 14 1 1 3 2 4 4 1 5 5 5
25 15 2 2 5 3 1 2 4 4 4 2
26 7 2 4 1 5 5 1 3 2 4 5
27 14 1 4 4 3 2 2 1 2 1 1
28 14 4 5 4 1 3 3 1 4 4 1
29 10 4 4 4 2 2 1 1 3 5 2
30 13 1 5 2 3 2 1 2 3 1 3
31 11 1 5 4 2 5 3 1 1 4 1
32 6 1 1 1 5 4 1 1 4 2 3
33 14 1 2 3 2 5 3 2 3 3 2
34 10 5 2 4 2 1 2 3 3 4 1
35 15 5 3 3 1 5 2 3 2 2 2
36 7 2 3 1 1 3 2 5 5 4 5
37 11 4 2 2 2 3 4 5 2 3 5
38 15 3 1 2 4 5 2 1 2 2 5
39 9 4 1 4 5 1 3 5 1 4 2
40 14 5 1 2 3 4 5 2 1 5 1
41 7 3 3 1 5 5 1 5 3 4 4
42 15 4 3 4 2 3 5 3 3 3 5
43 12 3 3 2 1 5 1 5 4 2 5
44 15 4 2 3 2 2 3 5 5 3 2
45 8 2 2 1 4 2 4 1 1 3 3
46 14 3 5 2 2 3 5 3 4 3 2
47 8 1 4 5 1 2 5 4 4 2 4
48 7 5 2 2 4 2 2 2 2 4 5
49 11 3 3 3 4 1 4 5 4 1 3
50 9 4 1 4 2 1 1 4 4 4 2
51 6 2 1 3 2 3 4 4 1 5 3
52 10 4 2 4 4 4 3 4 3 3 5
53 6 3 3 2 3 5 4 4 3 1 4
54 10 2 2 3 1 1 4 2 1 2 1
55 11 3 2 1 3 2 3 2 1 2 5
56 13 3 1 1 5 1 2 3 3 4 5
57 7 4 1 1 3 4 3 2 3 1 5
58 11 2 4 4 5 3 1 3 1 3 3
59 6 1 4 3 3 5 5 3 2 5 2
60 13 1 5 2 5 3 1 4 5 5 1
61 13 1 1 5 1 5 2 3 5 1 3
62 13 4 1 3 2 2 5 4 3 2 5
63 11 2 4 3 4 3 1 1 4 3 1
64 10 5 3 4 4 3 3 3 5 2 1
65 9 2 1 1 1 1 5 4 4 4 4
66 11 3 1 5 5 4 1 2 3 1 1
67 15 1 3 3 2 5 3 3 4 1 4
68 15 4 3 2 1 5 1 2 3 4 5
69 14 1 5 1 2 4 5 5 2 2 5
70 9 4 4 4 5 1 5 5 4 5 2
71 15 2 5 4 4 3 1 3 1 1 1
72 8 2 3 2 5 2 3 3 2 4 2
73 12 1 2 5 5 2 1 2 4 4 5
74 8 4 4 1 3 1 1 1 3 4 3
75 14 4 4 1 5 3 4 4 3 1 4
76 6 1 1 2 4 2 2 1 2 2 5
77 11 5 1 4 5 5 1 2 3 1 2
78 13 4 1 5 2 1 3 2 5 4 3
79 12 2 4 3 3 3 2 5 3 2 4
80 15 5 3 5 1 2 2 2 2 5 1
81 12 2 1 4 2 4 1 5 2 5 4
82 11 5 1 3 5 5 1 1 4 5 3
83 11 5 4 4 3 3 5 4 4 5 2
84 6 2 5 4 3 2 4 1 3 1 3
85 11 2 1 5 1 2 4 2 1 4 2
86 13 1 1 2 5 4 1 2 5 5 4
87 9 2 5 2 5 2 1 4 4 2 1
88 6 5 3 5 1 2 2 4 3 5 3
89 7 2 3 4 3 2 1 2 2 3 3
90 13 3 3 4 1 5 5 3 2 3 2
91 11 5 5 3 4 1 3 1 2 3 1
92 12 4 4 5 2 2 2 3 1 2 4
93 6 1 3 2 2 1 3 1 4 5 5
94 15 1 1 5 4 4 1 1 5 4 5
95 11 1 1 3 5 3 5 2 3 1 5
96 13 3 1 5 3 5 5 5 3 1 4
97 8 5 5 4 1 1 5 2 4 1 4
98 10 5 5 5 5 2 1 2 3 4 2
99 11 2 2 5 2 2 3 2 3 3 5
100 8 2 2 3 4 2 2 3 3 3 5
101 6 2 1 2 4 2 2 1 1 4 3
102 12 4 5 3 5 1 2 5 1 5 2
103 6 5 2 4 2 3 3 3 4 1 3
104 10 1 4 3 5 5 2 4 1 4 1
105 14 3 2 2 1 1 2 4 3 3 5
106 9 5 3 5 4 5 2 5 4 4 5
107 8 1 3 5 4 1 2 3 5 2 3
108 7 5 4 2 2 5 3 4 5 2 3
109 7 4 2 5 2 5 2 1 3 2 3
110 13 5 3 2 4 2 4 3 1 5 2
111 15 5 4 2 1 5 2 4 1 5 2
112 6 3 3 3 4 1 4 2 5 4 2
113 10 3 5 3 2 5 1 5 5 4 5
114 15 1 4 4 1 2 1 4 1 5 2
115 10 5 5 4 1 1 5 2 5 2 4
116 12 5 2 4 5 4 1 4 4 2 2
117 14 1 1 5 1 3 3 1 2 1 3
118 14 4 2 1 5 2 3 1 3 3 2
119 13 4 4 5 2 3 5 3 5 1 1
120 7 4 3 5 4 5 4 4 1 5 2
121 10 1 4 2 5 2 3 3 4 1 5
122 13 4 2 4 3 3 5 1 3 2 1
123 14 3 4 4 1 5 4 5 1 5 1
124 15 4 3 5 1 3 3 5 5 2 4
125 15 5 4 3 2 3 3 1 4 2 1
126 8 4 1 3 3 5 3 4 3 2 3
127 12 4 4 2 4 5 3 1 2 3 5
128 6 2 4 1 3 1 4 1 2 4 1
129 7 1 3 1 3 1 1 5 2 2 2
130 13 2 5 3 5 4 2 2 5 1 1
131 7 2 2 5 2 3 4 2 4 1 1
132 8 3 2 2 4 3 4 5 5 5 1
133 11 5 4 4 5 3 2 2 5 1 5
134 11 2 5 1 3 1 1 1 5 3 2
135 15 3 5 3 5 5 3 5 2 2 3
136 11 4 1 4 1 1 3 1 5 5 2
137 8 1 3 2 4 5 1 2 3 4 3
138 11 1 5 5 5 1 2 5 5 5 1
139 12 5 2 1 2 5 2 1 1 1 4
140 7 1 1 2 1 4 1 3 3 2 1
141 6 3 1 2 4 1 1 4 3 4 3
142 11 2 1 4 5 2 3 5 3 3 4
143 7 2 2 3 1 3 4 3 2 2 5
144 15 2 1 2 5 3 1 5 5 5 4
145 12 2 5 5 1 2 5 4 4 5 4
146 13 2 3 3 3 5 3 5 2 3 5
147 14 3 2 2 5 3 2 3 4 1 3
148 12 5 5 1 2 5 4 5 4 2 1
149 7 3 3 4 2 2 1 4 3 3 2
150 8 3 3 1 1 2 3 3 3 3 5
151 10 3 4 3 5 3 3 2 2 5 2
152 6 4 2 4 2 4 1 4 2 2 4
153 7 1 1 5 4 4 1 5 4 4 3
154 9 2 4 5 3 1 3 4 4 1 1
155 8 5 3 1 4 1 2 4 3 1 4
156 14 5 4 4 1 5 3 3 5 5 4
157 13 3 4 1 2 2 5 2 4 5 3
158 13 2 5 5 2 5 5 1 1 4 1
159 6 1 3 2 4 3 2 3 5 5 5
160 7 2 3 3 1 3 2 3 1 1 2
161 7 1 5 4 2 3 2 4 2 5 1
162 9 4 2 3 2 4 5 4 2 4 4
163 7 2 2 2 3 4 1 3 1 5 3
164 11 1 4 4 5 4 3 3 1 3 4
165 11 5 2 1 5 3 2 4 4 4 3
166 11 2 4 4 1 2 1 5 4 4 4
167 12 2 5 3 2 5 1 1 4 1 1
168 14 5 4 2 4 1 4 5 5 2 5
169 13 2 3 5 2 4 4 2 1 5 1
170 6 5 5 4 1 4 5 2 4 3 3
171 6 3 2 3 4 4 3 4 3 5 3
172 15 2 3 1 5 5 3 1 5 3 1
173 9 3 1 2 5 5 3 2 5 2 3
174 14 3 3 1 3 2 5 2 2 2 5
175 10 2 5 3 2 4 3 1 3 2 1
176 14 5 3 3 5 4 5 5 5 2 1
177 7 5 2 4 5 5 5 2 2 3 2
178 10 4 2 2 5 4 2 2 4 1 4
179 10 4 4 1 1 2 3 2 4 4 1
180 6 1 3 4 5 1 1 3 3 4 3
181 12 2 1 3 4 1 4 2 5 2 4
182 13 5 4 4 5 1 2 2 1 1 4
183 15 5 5 3 3 2 2 4 4 4 1
184 9 4 3 3 5 4 1 4 1 1 3
185 13 5 5 3 1 3 5 4 1 5 5
186 9 3 3 4 4 3 3 2 1 3 4
187 7 4 4 4 5 3 5 1 2 5 2
188 10 3 1 3 5 2 4 1 3 3 5
189 10 1 3 3 5 5 2 1 4 3 3
190 6 4 5 2 1 4 2 3 2 3 1
191 8 4 5 4 5 1 4 1 1 5 1
192 11 3 2 2 1 5 1 4 1 2 5
193 10 4 2 3 3 1 3 2 4 1 3
194 10 1 4 5 1 4 3 4 4 1 3
195 14 4 1 2 4 1 2 5 4 5 1
196 9 3 2 5 2 3 4 4 3 1 3
197 8 4 5 5 5 1 5 4 4 1 1
198 11 1 3 4 5 5 2 2 2 1 2
199 10 3 5 3 3 3 2 4 1 3 1
