200 50
NETWORK_TREE :
67 1 2 4 5 7 8 9 11 12 13 14 16 17 21 22 23 24 26 27 28 31 32 35 36 37 38 43 44 46 47 50
68 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 35 36 37 38 39 40 41 42 43 45 47 48 49
69 1 2 3 5 6 8 10 12 14 15 16 17 18 20 21 25 26 28 29 30 31 32 33 34 35 36 37 38 41 42 47 48
70 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50
71 1 2 3 4 5 6 8 9 11 12 13 14 17 18 19 20 21 22 26 27 28 29 30 32 33 34 36 37 39 40 43 45 46 47 48 49 50
72 1 34 2 35 4 5 38 7 10 44 13 47 48 17 49 20 21 22 23 24 26 27 29
73 35 37 6 8 41 13 46 14 15 49 24 29 30
74 1 2 34 36 6 38 39 7 44 47 17 50 18 19 23 24 25 26 27 30
76 34 35 38 10 46
77 33 1 34 35 3 4 36 7 42 10 11 44 17 49 50 19 21 23 24 26 30
78 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 33 34 35 36 38 39 40 42 43 44 46 47 49 50
79 2 4 37 6 39 7 8 41 42 43 12 13 49 19 20
80 2 3 4 6 7 8 9 10 11 12 13 15 16 17 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 39 40 42 43 45 46 47 48 49 50
81 1 5 38 39 9 43 11 12 44 45 13 14 49 18 21 25 27 28 30
82 1 3 5 6 7 8 11 13 16 18 19 20 23 25 27 28 29 33 34 35 36 38 40 42 43 44 46 49 50
83 34 3 5 23 40 26 30 46 47
84 33 17 4 23 27 28 30 46 47
85 32 33 35 36 37 39 40 41 9 42 10 13 45 18 21 23 25 26 28 29 30
86 1 2 3 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 39 40 41 42 43 45 46 47 48 49 50
87 2 4 7 8 9 11 12 14 15 19 20 21 22 24 25 27 29 30 31 32 33 34 36 37 40 41 42 44 45 46 47 49 50
88 48 17 50 2 3 7 44
89 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 33 34 36 37 38 39 40 41 43 44 45 48 49 50
90 1 2 4 5 6 8 10 11 12 13 20 22 25 26 27 31 33 34 35 38 40 41 43 45 50
91 1 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 31 32 33 35 36 37 39 40 41 42 43 44 46 47 48 49
92 34 38 6 39 9 45 13 15 16 17 49 50 19 24 25 28
93 1 2 3 4 5 6 8 9 11 12 15 16 17 18 19 21 22 27 28 29 31 33 36 39 41 42 44 46 48 49
94 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 20 21 22 23 24 25 26 28 31 32 34 36 40 41 42 43 44 45 46 47 48 49 50
95 2 20 21 7 40 24 26 12 44 30 31
96 1 2 3 5 6 7 8 9 10 11 12 13 15 16 19 20 22 23 24 25 26 27 28 30 32 33 35 36 37 38 40 41 42 43 44 45 47 48 49 50
97 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
98 1 2 3 5 6 7 8 9 11 12 13 16 17 20 21 23 24 25 26 28 29 30 31 33 34 35 38 39 42 45 46 47 49
99 1 2 4 10 11 12 17 19 20 21 22 26 27 28 31 32 33 34 35 36 37 39 40 42 44 46 47 48 49 50
100 4 6 7 8 10 13 15 16 21 23 24 26 27 28 29 30 31 32 35 36 38 41 42 44 45 46 47 48 49
101 2 3 4 5 6 10 11 12 13 15 16 17 18 20 21 22 23 24 25 27 28 29 31 32 36 37 38 40 41 42 45 47 49 50
102 1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 42 43 44 45 46 47 48 49 50
103 1 3 36 40 41 43 14 49 17 23 26 27 29
104 16 32 37 21 6 23 25 42 26 11 45
105 1 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
106 32 33 2 36 38 6 39 7 8 40 9 43 14 47 16 49 50 19 22 23 26
107 49 6 9 25 42 44 31
108 36 37 5 6 9 10 43 12 45 48 19 20 26 28 29
109 34 2 3 36 4 5 6 7 40 9 42 11 12 46 14 15 48 17 18 25
110 32 48 2 50 35 10 13 15
111 1 2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 25 26 27 29 31 32 33 34 35 36 37 38 39 41 43 44 45 46 47 48 49 50
112 33 35 37 38 40 8 9 41 42 10 43 46 49 17 18 50 19 20 21 22 24 25 28 30
113 1 4 6 25 9 44 12 15
114 16 2 37 39 45
115 1 2 3 5 6 7 8 9 15 16 17 18 19 22 23 24 28 29 30 31 32 34 35 37 38 39 40 42 43 44 46 50
116 1 2 35 3 36 6 39 8 9 43 16 50 30
117 1 4 5 9 12 13 16 21 23 25 26 27 28 30 32 35 37 38 39 41 42 45 46 48 49 50
118 32 1 2 3 37 5 38 6 7 39 40 8 41 10 12 45 13 46 16 48 18 19 27 31
119 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
120 3 4 6 10 11 12 13 14 15 17 18 20 21 23 25 26 29 30 35 36 38 40 41 43 44 46
121 2 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
122 16 49 19 22 23 8 10
123 4 7 8 9 11 14 15 16 17 18 19 22 23 24 25 26 29 30 31 32 33 34 35 36 37 38 40 41 43 44 45 47 50
124 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
125 1 2 3 4 5 8 9 10 12 13 14 15 16 18 21 22 24 25 26 27 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 47 48 49 50
126 32 33 35 4 39 40 9 10 43 11 44 14 46 47 48 16 50 21 22 27 28 30
127 1 3 4 5 6 7 8 9 10 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 31 32 33 35 36 37 38 39 42 43 44 45 46 47 48 49 50
128 1 2 3 4 5 7 8 9 11 13 15 16 17 19 22 23 25 27 28 30 32 34 36 37 40 41 44 45 46 47 48 49 50
129 16 2 50 41 25
130 1 2 3 6 7 8 11 12 13 15 16 17 18 22 25 26 27 34 35 37 42 43 44 45 46 48 50
131 1 2 3 4 5 6 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
132 1 3 5 6 7 9 11 12 13 14 17 18 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 41 42 43 45 46 48 50
133 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 35 36 38 40 41 42 43 44 45 46 47 48 50
134 33 34 2 35 6 38 41 42 13 15 16 21 23 25 26 29 31
135 1 2 3 4 5 8 9 10 11 12 13 16 17 18 19 20 21 22 26 27 28 29 30 31 32 33 36 37 39 40 41 42 43 44 46 47 48 49 50
136 2 3 4 6 7 9 10 13 14 15 16 18 22 24 25 27 29 30 31 32 35 36 39 40 42 44 46 49
138 41 28
139 33 35 3 36 37 6 8 40 9 42 12 14 46 47 17 21 23 24
140 32 33 34 3 36 4 7 39 8 40 9 42 10 11 43 44 45 19 20 21 25 28 31
141 1 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 42 43 44 45 46 47 48 49
142 1 2 3 4 6 7 9 10 11 12 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 31 32 34 35 36 37 38 39 40 42 44 45 46 47 48 49 50
143 1 20 39 9 42 28 44 45 13 14
144 2 4 7 9 11 16 17 18 19 20 21 22 23 24 25 27 29 32 34 35 37 38 39 41 43 44 47 49
145 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 18 20 21 23 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 42 43 45 46 47 49 50
146 1 4 5 7 11 14 15 16 18 19 20 21 23 24 25 27 28 29 30 31 33 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50
147 1 2 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 24 25 26 29 30 31 32 33 35 36 37 39 40 41 42 43 45 46 47 48
148 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 43 45 46 47 48 49 50
149 32 50 35 20 40 25 26 42 43 29 31
150 2 3 4 5 6 7 8 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50
151 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50
152 1 2 3 4 5 7 9 11 13 14 15 16 17 19 20 23 25 26 27 28 29 30 31 33 34 37 39 41 42 43 44 45 46 48 49
153 32 33 34 36 5 38 40 42 10 44 13 14 15 16 48 50 21 24 25 28 30
154 32 2 35 4 7 11 44 12 45 14 46 15 47 17 18 20 21 24 28 29 31
155 1 3 11 14 15 21 22 23 24 25 27 28 29 32 34 35 38 39 41 43 44 45 46 48 50
156 1 2 4 8 10 11 12 15 17 22 23 24 26 27 29 30 31 33 35 37 38 39 40 41 42 46 47 50
157 3 36 11 45 13
158 1 2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50
159 32 33 2 35 3 36 38 39 40 9 43 12 45 47 16 20 23 24 28
160 2 3 4 5 8 9 10 11 14 15 16 20 24 26 27 29 30 32 33 34 35 37 40 41 43 45 46 48 49
161 1 2 3 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 47 48 49 50
162 1
163 2 34 36 4 38 42 43 44 48 49 26 27 31
164 2 35 36 5 41 42 11 46 15 49 18 19 24 25 26 30 31
165 17 19 39 44 45
166 3 4 7 11 14 16 17 18 19 20 26 27 28 30 31 32 33 34 35 36 37 40 41 44 45 46 47 48
167 1 3 5 6 7 8 9 11 15 16 18 19 22 24 25 29 31 32 33 35 37 38 40 43 44 45 46 47 48 49 50
168 1 34 36 4 5 7 8 9 10 43 45 13 47 48 16 17 20 30
169 40 8 42 10 12 45 47 31
170 34 3 37 6 8 9 41 12 44 45 14 47 48 49 18 50 19
171 1 3 4 7 8 9 10 12 15 16 17 18 20 21 23 24 25 26 27 28 29 31 32 35 36 38 39 40 41 42 43 44 45 46 49 50
172 2 3 5 6 7 8 11 12 13 14 15 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 38 40 41 42 43 44 45 46 47 48 49 50
173 1 2 3 4 5 6 7 8 9 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 42 43 44 45 46 47 49 50
174 32 33 2 6 42 44 45 15 47 17 50 20 23 24 26 27 30 31
175 1 34 2 35 37 42 10 44 46 14 16 18 21 25 27 28 31
176 1 2 3 4 5 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
177 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 48 49 50
178 32 49 5 37 23 41 43 12 30
179 1 3 4 5 6 8 11 12 17 18 20 23 27 29 30 31 34 36 37 38 41 43 44 45 47 49 50
180 16 3 20 11 14
181 18 34 35 37 39 7 8 43 44 29 47 31
182 1 34 2 4 41 42 13 14 46 47 48 50 18 20 22 26 29
183 32 33 2 34 35 5 6 38 8 10 43 45 13 15 50 19 24 26
184 17 23 39 44 47
185 1 3 5 8 12 13 14 15 17 18 22 24 25 27 29 30 31 33 34 36 37 38 39 40 44 45 48 50
186 32 1 37 5 7 41 9 43 11 16 49 26 27 30
187 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
188 2 3 6 7 8 9 10 11 12 13 14 15 17 18 19 20 22 23 24 25 26 27 28 29 32 33 34 36 37 38 39 40 42 47 48 50
189 32 1 2 3 35 36 37 6 39 10 43 44 12 46 14 48 18 20 21 28 29
190 35 4 36 37 6 8 40 9 10 43 13 14 15 47 16 49 50 19 20 26
191 1 2 3 4 5 6 7 8 9 10 15 17 18 19 21 22 23 24 26 27 28 31 32 33 34 35 36 37 39 41 42 43 44 45 47 49 50
192 48 16 2 39 7 8 24 41 45 47
193 2 4 7 9 10 11 14 15 16 18 20 21 22 23 24 25 26 27 28 29 30 32 33 35 42 43 45 46 48 50
194 32 20 21 6 40
195 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 46 47 48 49 50
196 32 34 3 35 36 5 39 41 43 13 14 46 47 48 16 18 19 20 24 25 27 29 30
197 1 2 5 6 8 11 13 15 16 17 23 24 26 27 29 32 36 37 38 41 43 45 46 48 49 50
198 3 4 7 9 10 11 12 14 16 17 20 22 23 24 26 27 28 31 34 36 40 42 44 45 46 47 48 50
199 2 3 4 5 7 8 9 10 11 13 14 15 17 19 20 21 22 23 25 26 27 28 30 31 35 40 46 47 48 49 50
COST_INSTALL_SERVER_AND_PROGRAMS :
0 9 1 3 4 4 5 3 4 1 4 4 4 3 1 1 2 5 4 1 5 4 2 5 5 3 1 4 2 2 5 4 1 1 3 5 2 1 5 4 5 5 2 2 4 1 3 3 1 3 2 1
1 15 1 4 2 1 2 1 4 5 1 1 2 3 5 2 1 4 3 1 2 1 5 2 4 3 5 2 4 1 1 1 1 3 4 2 2 3 2 2 4 2 3 2 1 3 2 5 1 5 2 2
2 15 2 2 4 3 1 3 2 5 3 2 4 4 5 4 3 3 3 3 1 2 5 1 4 5 5 1 4 1 4 4 4 4 2 3 3 5 4 3 2 4 3 4 2 5 5 5 3 1 1 5
3 8 4 2 3 1 1 3 5 2 5 3 3 5 5 2 1 2 4 5 3 1 3 3 3 1 1 1 5 1 5 1 5 3 2 4 2 1 4 2 1 4 3 3 5 2 2 2 2 5 5 4
4 12 4 5 2 3 3 1 5 1 5 3 5 3 1 4 2 4 2 5 1 1 1 5 3 5 1 3 5 3 4 2 4 3 4 4 1 5 2 2 3 2 1 1 2 3 3 4 2 2 2 1
5 8 2 4 1 2 2 3 3 1 1 4 5 3 4 2 5 4 5 4 2 2 5 2 2 4 3 1 3 2 2 3 4 5 1 5 1 4 3 2 4 3 2 3 1 5 1 5 5 2 2 2
6 8 1 4 5 3 3 5 2 5 2 5 4 4 1 1 2 3 2 3 2 5 4 3 4 3 4 1 5 4 4 5 1 4 1 4 3 2 4 3 1 3 2 2 2 4 4 1 4 5 3 4
7 12 5 4 5 2 3 1 1 2 4 3 5 1 5 5 2 5 3 4 4 1 4 4 2 3 5 2 4 2 4 2 1 4 3 3 2 2 3 3 3 2 2 5 2 4 4 5 1 5 2 4
8 12 4 3 2 2 5 4 5 1 3 4 2 2 4 3 3 3 2 1 3 2 1 5 1 3 2 3 5 5 5 2 3 2 4 4 3 3 5 4 1 5 2 2 4 4 5 3 1 5 2 2
9 12 1 2 5 2 5 1 3 3 2 4 3 4 1 3 4 3 4 5 3 5 4 5 4 1 2 3 2 2 4 5 4 4 2 5 5 1 2 3 2 5 3 3 2 2 3 3 5 5 5 4
10 14 1 4 5 4 3 3 2 2 2 1 1 2 5 3 5 4 1 5 1 5 5 2 1 2 2 2 3 2 1 2 1 1 4 1 4 3 5 4 4 4 1 1 2 4 4 5 4 1 5 5
11 13 4 4 2 5 2 5 3 2 4 3 4 4 2 3 2 1 4 3 1 1 3 3 2 3 2 1 5 4 2 5 5 3 1 2 2 5 1 4 5 2 1 2 4 2 2 4 2 1 5 4
12 14 2 5 3 3 1 3 2 2 5 1 3 1 2 3 4 1 1 1 3 4 3 4 2 4 2 1 4 2 1 5 4 3 1 5 3 5 5 1 3 4 5 4 1 5 5 2 3 5 1 1
13 14 5 2 1 4 1 4 1 4 3 3 2 4 1 3 2 5 4 4 2 5 2 1 2 3 2 1 4 4 3 4 4 4 3 5 4 4 2 4 2 4 1 2 5 2 5 4 5 4 5 5
14 14 1 4 2 5 3 1 5 1 5 4 3 3 4 4 4 5 5 2 3 1 1 2 3 3 1 5 1 3 4 4 2 1 2 5 3 1 5 2 4 1 1 5 4 3 1 3 5 4 4 1
15 8 3 4 1 1 2 1 4 3 5 4 5 3 1 3 1 1 4 2 4 4 4 2 2 1 4 3 2 4 3 5 3 5 3 2 4 1 5 5 1 4 2 1 1 3 3 4 1 4 2 3
16 7 3 5 4 3 4 4 2 4 3 2 4 3 4 1 3 2 3 2 4 5 5 2 1 5 1 2 2 2 5 3 5 5 4 2 4 4 3 2 3 5 4 4 1 2 5 3 4 4 4 5
