200 25
NETWORK_TREE :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
1 16 17 3 4 22 7 9 25 10 11
3 1 3 5 7 8 9 10 12 13 15 17 18 20 21 22 23 24
4 4 5 23
5 16 17 18 4 21 11 15
6 16 17 18 2 3 4 20 5 23 24 25 11
8 16 1 18 3 19 4 5 21 6 22 24 12
9 16 17 19 4 22 8 25 9 10 12 14
10 4 7 8 9 10 11 12 13 14 16 17 18 20 21 25
11 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25
13 1 17 18 19 20 6 7 23 8
14 1 17 18 11
15 19 24 11
16 1 3 4 5 6 8 9 10 12 13 14 15 16 17 21 24 25
17 1 2 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22 23 24 25
18 1 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25
20 17 2 5 6 8 9 10 14
21 16 18 2 19 3 23 7 8 24 11 12 13
22 2 5 6 7 9 10 11 12 13 14 16 17 20 21 22 23 24 25
23 19 4 21 22 23
24 1 2 19 3 20 6 8 25 12 15
25 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25
26 1 2 3 4 5 6 7 9 10 11 13 14 16 17 18 19 20 21 22 23 24 25
27 3 19 20 5 21 22 9 10 14 15
28 1 2 3 4 5 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25
29 1 2 5 7 8 9 10 11 13 14 16 17 19 20 21 22 23 24 25
30 1 2 3 4 5 6 7 8 9 12 13 14 15 19 21 22 23 24
31 1 2 3 6 7 8 10 11 13 14 15 16 23 24 25
32 2 3 5 6 7 8 10 11 12 13 14 15 16 17 20 21 22 23 24
33 17 10
34 1 2 3 4 5 8 11 14 15 16 17 18 19 20 22 24
35 16 3 24 8
36 1 2 5 12
37 1 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25
38 1 2 20 23 13 14
39 16 8 25 14
40 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25
41 1 2 19 4 5 6 7 23 8 25 10 11
42 1 3 4 5 7 8 9 10 11 13 14 16 18 19 20 21 22 23 24 25
43 3 22 24 10 11
44 22 12
45 16 1 22 7 23 24
46 17 2 21 22 7 9 25 13 14 15
47 3 4 5 6 7 8 9 10 11 15 17 18 20 21 22 23 24 25
49 1 2 3 4 5 6 7 10 11 12 13 14 15 17 18 19 23 24 25
50 17 3 7 11 13
51 2 19 20 4 21 5 7 9 11
53 1 2 4 5 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25
54 16 17 18 19 21 23 10 11 12
55 17 2 3 19 4 6 7 23 8 11 15
56 1 11
57 1 2 4 5 6 7 9 11 12 16 17 18 23 24 25
58 1 2 5 8 9 13 14 15 16 19 20 22 23 25
59 1 2 3 4 6 9 12 13 14 15 20 22 24
60 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
61 1 4 5 6 8 9 11 14 16 17 19 20 21 22 23 24
62 1 3 4 5 6 7 9 10 11 12 14 15 16 17 19 21 22 24
63 16 17 18 19 3 22 13 15
64 3 5 6 7 8 9 12 14 15 17 18 20 24 25
66 4 5 25 9 15
67 2 4 5 6 7 8 10 11 12 14 15 16 17 19 21 23 25
68 1 3 4 5 7 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25
69 2 3 5 8 9 11 13 15 16 17 18 19 21 23 24
70 1 3 4 7 8 9 11 12 14 17 18 19 20 21 22 23 24
71 1
72 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25
73 16 17 3 20 22 24 8 10
74 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 23 25
75 1 2 3 4 5 6 8 9 11 12 14 16 19 20 21 22 23 24
76 4 8 10 11 13 14 15
77 1 2 5 6 7 8 9 11 12 13 14 17 19 23 24
78 1 2 3 4 5 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25
79 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25
80 1 2 4 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24
81 1 2 3 6 7 8 9 11 16 17 18 19 21 23 25
82 16 17 22 25
83 14
84 21 24 9 25 12
85 18 19 23 8 24 25 11 14 15
86 4 8 11 13
87 17 3 20 5 7 9 10 11 12
88 18 19 4 20 22 6 7 14 15
89 1 2 3 4 5 6 7 8 9 12 13 14 15 16 17 18 19 20 21 22 23 24 25
90 16 1 23 8 13
91 1 3 4 5 6 7 8 9 10 11 14 15 17 18 19 22 23 24 25
92 24
93 16 18 5 13
94 16 17 19 23 8 12
95 3 4 5 6 7 9 10 12 13 14 15 16 17 18 19 20 21 23 24 25
96 21 24 25
97 1 5 6 7 8 12 13 14 16 17 18 19 21 22 23 25
98 1 25 14 15
99 1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25
100 1 2 3 4 5 6 7 10 13 14 15 17 18 19 20 21 22 24 25
101 16 17 18 20 23 7 9 11 13 14
102 1 2 4 5 6 7 9 10 12 14 15 16 18 19 21 22 23
103 1 2 3 5 6 7 8 9 11 12 13 14 15 16 18 19 20 22 23 24 25
104 17 19 9 12
105 16 21 6 25 11
106 19 4 22 10
107 1 2 4 6 9 10 11 12 13 14 15 16 17 18 20 21 23 25
108 16
109 1 21 5 22 23 25 10 15
110 16 17 3 4 6 24 8 13
111 2 3 5 8 25
112 16 7
113 4 24 9 14
114 18 2 4 20 6 7 24 9 14 15
115 17 18 2 3
116 3 20 25 9 12
117 2 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 22 23 24 25
118 1 3 5 6 8 25 9 10 12 15
119 1 2 4 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25
120 1 3 5 6 8 9 10 13 14 16 17 20 21
121 16 18 19 3 21 6 8 9 10 12
122 16 17 1 2 19 23 13 14
123 1 2 3 4 5 7 11 12 13 14 15 16 17 18 19 20 23
124 1 2 3 4 5 7 8 9 11 12 13 14 15 17 18 21 22 23
125 1 4 5 6 12 13 14 16 17 18 19 20 22 23 25
126 16 1 17 3 5 22 7 8 24 9 12 15
127 1 2 4 5 6 7 8 9 10 11 13 14 15 18 20 21 22 24 25
128 1 2 3 4 5 9 11 12 13 14 15 16 18 19 20 21 24
129 16 1 5 6 23
130 19
131 4 20 22
132 1 17 2 3 19 20 21 6 7 24 10 12
133 16 1 19 21 5 22 23 9 11 15
134 1 14
135 1 2 18 3 19 20 5 25 11 12 13 14
136 1 2 3 4 5 6 7 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
137 2 3 5 7 9 10 11 14 15 16 17 18 19 20 21 22 23 24 25
138 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 19 20 21 22 23 24 25
139 1 3 8 10 11 12 13 15 16 18 19 20 21 22 24 25
140 2 5 8 9 11 13 14 16 17 20 21 22 23 24 25
141 1 6 8 10 11 12 13 14 15 16 18 20 22 25
142 1 2 3 4 5 6 7 8 9 10 11 12 17 18 19 20 21 22 23 24 25
143 1 3 4 6 8 10 12 13 14 15 17 18 20 23 25
144 1 3
145 1 17 5 7
146 1 3 6 7 11 12 13 15 16 20 21 24 25
147 5
148 1 20 8 10 13
149 3 5 9 12
150 1 2 3 7 8 9 11 12 13 14 17 18 19 21 22 24
151 1 17 18 2 19 4 5 7 24 25 14 15
152 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
153 25
154 22 13
155 16 17 2 7 8 12 13 15
156 19 3
157 1 2 3 4 5 6 7 8 9 11 12 13 14 19 20 21 22 23 24 25
158 1 3 4 6 10 13 14 16 17 18 19 20 21 22 25
159 17 1 4 7 9 12
160 1 2 4 7 11 12 13 14 16 17 18 20 24 25
161 16 23 9 13
162 2 3 5 7 9 11 12 15 16 17 19 20 21 23 24 25
163 16 1 22 24 10 12
164 2 3 5 6 7 11 14 16 17 18 19 21 22
165 1 2 3 4 5 6 7 10 13 15 19 23 24
166 1 2 3 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
167 1 19 21 22 24 9 10 12 14 15
168 1 2 3 4 5 6 7 8 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25
169 1 2 5 6 7 8 11 12 15 18 19 22 24
170 2 3 5 6 7 8 9 13 14 15 16 17 18 19 20 23 24 25
171 1 4 5 6 7 9 11 12 13 14 16 17 18 19 20 21 22 24
172 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22 23 24 25
173 1 2 3 4 6 7 8 9 10 11 13 15 16 17 18 19 20 22 23 24 25
174 7
175 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
176 24
177 5 21 6 8 13
178 16 17 2 5 21 22 23 24 15
180 18 19 21 7 11 14
182 1 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25
183 1 2 3 4 5 6 8 9 11 12 13 14 19 23 24 25
184 4 5 6 7 8 9 11 12 13 18 19 20 22 24
186 1 2 3 4 5 7 8 11 12 13 16 17 19 20 21 23 25
187 3 20 21 5 22 6 24 8 9 10 11 15
188 1 2 3 4 5 7 9 10 11 12 13 14 15 16 17 18 20 22 24 25
189 1 2 3 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
190 16 2 20 21 7 23 11 12 13 14 15
191 23 8 15
192 2 3 5 6 7 9 10 11 13 14 15 16 18 19 21 22 25
193 16 2 18 4 7 8 11 13 15
194 3 6 13 15
195 16 2 21 6 23 24 25 9 11 15
196 1 2 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
198 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25
199 1 2 3 4 5 7 8 10 12 13 14 16 18 21 22 25
COST_INSTALL_SERVER_AND_PROGRAMS :
0 9 4 4 1 5 5 1 4 2 5 5 5 1 2 5 5 3 5 4 2 4 3 5 4 4 1
1 8 5 3 2 5 2 1 3 4 2 3 1 3 5 2 5 5 3 5 1 3 5 5 2 4 4
2 8 2 4 2 2 1 2 3 2 5 3 2 5 5 5 4 3 2 1 5 1 2 1 2 4 3
3 10 4 2 2 3 5 5 3 1 3 4 1 5 1 2 1 4 1 2 3 2 2 1 2 4 4
4 9 3 4 1 5 1 1 5 4 5 3 1 4 1 4 2 4 5 4 2 3 2 3 1 4 4
5 15 2 5 2 5 3 5 5 4 4 1 5 4 4 3 2 5 1 3 5 1 5 2 2 1 1
6 10 1 5 4 1 1 4 3 2 1 2 2 4 2 1 5 2 4 2 3 1 4 1 2 2 1
7 6 3 2 2 5 4 3 2 2 1 2 2 5 1 3 5 1 1 5 3 2 5 2 3 5 5
8 8 3 1 5 5 5 4 3 4 3 3 5 5 3 1 3 3 3 3 2 2 5 1 3 5 1
9 12 4 1 1 1 3 2 1 1 4 2 5 4 3 1 2 3 3 1 1 5 3 3 2 5 5
10 8 3 5 2 5 3 1 1 1 5 1 2 4 1 2 2 1 3 2 4 2 4 2 4 2 2
11 10 4 4 5 3 2 4 4 4 4 1 4 1 1 2 4 3 4 2 5 3 1 5 3 2 4
12 15 5 2 5 4 3 3 5 2 1 3 3 1 1 1 3 5 3 2 3 3 5 4 4 3 4
13 12 1 4 1 5 2 5 2 3 1 4 4 2 1 4 5 1 4 2 4 3 1 4 2 3 1
14 10 5 2 3 2 2 1 1 3 1 4 2 2 3 5 3 4 4 3 4 5 2 4 2 4 3
15 13 4 2 2 3 4 4 5 1 2 4 4 3 2 2 1 2 1 4 4 3 4 1 5 5 2
16 12 3 3 4 1 5 4 3 4 2 3 5 2 3 4 5 2 5 5 3 2 2 5 2 4 4
17 7 3 4 3 1 2 2 4 4 3 5 4 5 5 2 1 3 5 3 1 3 1 3 4 1 2
18 12 1 4 3 3 1 2 3 2 2 3 3 3 1 1 5 5 4 5 1 5 2 2 1 1 5
19 11 1 3 4 2 4 3 4 5 5 5 2 3 1 4 1 1 1 1 5 3 4 2 5 3 4
20 8 5 4 1 4 3 1 2 5 1 4 2 2 2 5 4 3 4 1 1 3 5 3 4 4 2
21 14 2 2 3 3 1 4 2 4 4 5 5 5 2 5 1 4 3 3 4 3 1 4 2 4 2
22 7 2 4 4 1 5 3 3 4 4 2 5 2 5 2 3 3 3 2 5 4 5 5 3 1 1
23 9 3 2 5 3 3 4 1 3 2 2 2 2 5 3 4 4 1 2 3 2 5 4 5 2 1
24 11 5 3 1 2 4 2 1 5 1 2 3 3 3 3 1 4 1 3 3 1 2 3 3 5 4
25 14 3 2 1 2 4 2 1 3 5 5 5 2 3 4 4 3 2 4 2 1 5 1 5 2 2
26 8 1 3 3 1 1 5 4 1 5 2 5 1 2 4 4 1 1 1 1 3 5 2 2 5 5
27 12 2 2 2 2 4 4 5 5 1 2 4 4 5 4 3 5 4 5 2 1 3 3 3 5 5
28 12 3 2 1 4 4 2 5 2 5 3 3 2 2 4 4 3 5 2 5 3 4 3 3 5 5
29 12 2 3 1 1 2 5 2 2 1 5 5 1 5 4 1 1 3 1 3 5 5 4 2 3 2
30 8 1 2 2 3 1 3 5 4 2 4 1 5 1 2 3 4 4 4 1 5 1 1 3 2 1
31 8 3 3 2 3 2 1 1 5 3 1 1 5 3 1 1 1 3 1 3 1 1 4 4 2 5
32 13 2 2 3 1 4 1 5 5 1 1 3 3 5 1 1 2 3 3 5 1 1 4 5 3 1
33 10 4 3 5 1 2 1 4 1 4 4 3 5 2 5 1 3 2 1 2 3 3 5 4 5 5
34 10 1 2 1 4 3 1 4 1 2 2 4 3 2 4 3 1 3 2 5 5 1 2 1 2 5
35 9 2 1 4 1 5 5 5 1 4 3 3 2 2 5 2 1 3 2 1 3 3 2 4 2 4
36 8 5 4 1 3 5 4 4 2 4 3 2 1 3 5 3 1 2 2 2 2 1 1 5 4 5
37 14 1 3 4 2 3 5 2 5 5 3 4 5 5 2 3 5 1 5 1 3 1 4 2 3 5
38 10 4 4 3 1 4 4 4 4 2 2 5 1 3 1 5 5 1 3 5 3 2 2 1 2 5
39 12 2 3 3 3 1 3 4 3 4 3 4 2 2 5 2 5 2 3 5 4 1 3 2 5 1
40 15 3 4 1 3 4 2 2 3 1 4 1 4 1 4 1 2 3 3 4 5 4 3 3 5 2
41 7 5 5 4 3 5 2 3 4 4 2 2 4 5 2 4 1 5 4 2 2 2 2 4 4 5
42 10 2 5 4 5 2 3 1 4 1 3 4 3 4 3 4 4 4 3 5 4 3 5 4 5 5
43 14 5 4 1 1 1 5 4 2 3 3 3 4 5 4 3 2 2 1 1 3 4 4 2 3 5
44 9 3 3 5 1 3 5 4 4 5 5 2 1 3 1 5 3 3 2 4 4 2 4 3 2 4
45 15 3 1 2 3 3 4 5 5 5 1 5 5 4 1 3 1 4 5 3 3 3 5 3 4 2
46 8 4 2 3 2 1 4 1 4 1 5 3 4 3 3 2 2 5 1 1 1 3 3 3 2 3
47 10 2 3 2 4 1 1 4 5 3 1 4 1 3 5 3 3 3 4 4 4 2 2 5 1 2
48 10 3 5 3 2 3 5 3 4 5 5 1 2 4 3 1 5 3 2 4 4 4 1 3 2 2
49 9 5 5 5 1 5 3 4 3 3 4 3 4 5 5 3 3 1 3 4 2 3 2 4 3 4
50 9 2 1 4 5 1 1 2 2 3 1 1 5 1 3 4 2 1 2 4 2 1 5 4 5 2
51 15 1 1 5 4 5 1 5 5 5 1 1 3 3 4 2 4 1 5 5 2 4 5 5 3 4
52 13 2 1 1 3 2 4 3 4 5 4 5 5 1 3 3 3 1 2 1 5 1 5 1 2 2
53 10 2 1 4 3 2 5 2 5 4 1 4 2 1 2 5 2 5 2 3 3 5 3 2 3 1
54 14 3 2 2 4 4 4 2 4 3 1 2 1 4 1 2 2 5 1 5 5 2 4 4 1 4
55 15 5 3 4 3 1 2 4 5 4 2 5 4 5 1 3 3 1 5 3 4 4 4 4 2 5
56 9 5 2 3 2 4 3 5 4 4 2 1 2 3 4 4 4 1 1 3 5 4 2 5 3 4
57 15 3 3 2 4 1 2 5 1 3 4 3 4 1 3 2 4 1 4 5 3 1 5 3 2 4
58 13 1 5 5 2 2 2 3 4 4 3 3 4 1 2 5 5 4 5 5 4 3 1 2 5 2
59 9 4 3 3 2 4 3 3 5 4 1 3 3 3 5 5 3 5 4 3 4 3 4 1 1 5
60 12 4 3 5 4 1 5 2 2 5 3 3 2 4 3 3 3 5 5 3 4 3 4 3 2 3
61 6 5 5 1 4 4 5 5 1 5 2 2 3 3 3 4 4 4 4 1 1 1 3 1 1 5
62 14 2 2 3 3 4 5 5 2 5 3 2 3 5 5 2 5 4 4 2 5 2 5 5 1 1
63 6 5 1 2 2 4 4 3 3 5 4 5 5 5 2 3 1 3 2 3 4 4 3 2 1 3
64 13 4 4 4 4 3 2 4 1 5 1 2 5 3 2 4 4 2 3 1 5 4 3 3 1 2
65 12 5 2 4 2 5 2 2 3 3 5 2 3 4 4 1 5 1 2 2 4 5 5 4 1 3
66 15 1 2 1 3 1 3 2 5 1 2 1 5 1 4 2 5 2 3 1 3 3 3 4 4 4
67 14 2 1 3 2 3 1 4 3 2 2 2 4 3 2 4 1 1 5 3 4 4 4 2 2 5
68 15 2 4 3 4 2 3 3 4 1 4 2 4 1 2 3 5 5 1 2 3 1 4 3 5 3
69 8 5 1 4 4 4 2 2 5 1 3 3 1 3 1 3 1 1 3 2 4 4 1 1 2 2
70 9 4 1 3 2 5 5 4 4 1 1 3 3 2 1 3 2 3 5 2 4 5 2 4 3 2
71 13 5 2 2 2 2 3 3 2 5 2 2 2 2 2 1 3 2 5 1 5 5 5 4 5 1
72 11 3 2 3 2 2 4 2 3 4 1 2 4 3 1 4 4 4 1 5 1 5 3 1 4 3
73 12 4 5 4 4 5 3 4 2 4 5 3 3 2 2 1 3 4 1 4 5 1 1 5 3 4
74 13 4 2 1 3 4 4 2 2 1 3 4 3 1 4 2 3 1 5 4 5 2 2 5 3 4
75 15 1 2 3 4 5 3 3 4 5 4 3 1 4 3 5 4 5 1 3 2 5 2 4 5 2
76 15 1 3 1 3 5 1 5 5 1 2 1 4 3 4 3 5 1 5 5 5 3 4 4 4 3
77 7 5 5 3 3 2 4 4 2 3 2 1 2 5 2 5 1 2 1 1 2 3 3 1 4 1
78 10 2 4 3 3 1 4 2 2 1 3 5 2 5 1 5 4 1 1 5 2 3 5 4 3 1
79 14 2 1 1 5 3 2 5 1 5 5 2 3 3 5 4 3 5 5 5 1 5 1 2 3 5
80 10 3 1 3 1 5 2 2 5 5 3 3 4 1 2 5 1 4 1 2 3 5 1 5 4 4
81 6 2 5 4 3 3 5 2 5 2 3 3 5 1 1 5 2 3 4 2 3 5 5 2 4 1
82 7 3 2 2 4 2 4 5 3 5 5 2 5 3 1 1 2 5 1 5 1 5 4 4 3 3
83 14 2 2 5 2 4 4 4 1 2 2 2 4 2 3 3 4 4 1 2 2 4 2 4 2 3
84 15 4 4 4 2 2 1 1 4 2 1 2 4 3 5 4 5 4 1 2 1 1 1 2 1 2
85 8 2 3 5 3 5 4 3 3 1 1 1 1 1 1 3 1 3 2 5 2 5 3 1 5 5
86 13 2 4 3 2 4 3 2 1 1 5 2 1 4 5 5 1 1 3 3 4 1 3 3 1 5
87 11 2 5 2 4 5 3 2 1 5 1 1 5 4 5 3 5 4 3 2 3 4 3 3 2 4
88 9 5 5 4 3 1 2 4 1 2 5 4 1 5 2 5 1 3 3 5 3 4 5 4 4 3
89 12 1 4 5 3 5 5 4 1 2 2 5 1 5 2 5 5 3 5 2 2 3 1 1 5 4
90 7 5 3 1 2 4 3 3 4 4 5 2 4 2 4 2 3 3 1 1 2 4 4 1 2 1
91 8 4 5 2 2 4 4 3 5 2 4 5 2 1 4 5 1 2 3 1 5 1 4 5 5 1
92 10 5 3 2 4 1 2 1 5 2 2 2 5 5 5 5 1 2 2 5 2 3 2 1 1 4
93 12 3 3 1 1 1 3 5 4 4 1 4 5 5 3 2 3 5 5 5 3 2 4 2 5 5
94 15 2 1 4 1 1 4 4 1 5 3 2 2 4 1 2 1 2 4 1 2 4 3 1 4 2
95 9 3 5 2 3 3 3 2 3 4 5 4 2 5 1 5 3 1 2 2 1 4 5 4 2 2
96 11 2 1 4 4 4 1 3 2 4 1 5 3 3 3 3 2 5 1 3 3 1 1 3 1 3
97 13 2 2 3 4 3 1 2 4 2 1 1 5 2 2 4 1 2 3 1 5 5 3 1 4 2
98 12 5 3 3 1 1 4 1 3 2 4 2 5 2 3 3 2 2 3 2 2 3 3 1 2 2
99 10 4 2 5 3 5 5 3 1 3 3 1 3 4 4 2 3 2 4 2 1 5 1 1 4 2
100 7 2 3 2 3 1 1 1 1 1 2 3 2 4 2 3 5 2 4 5 3 3 5 5 1 2
101 10 5 1 3 4 5 2 2 5 2 2 5 5 2 3 1 3 5 1 5 4 3 4 2 4 1
102 13 2 3 1 4 4 3 1 5 1 3 1 4 3 4 1 5 4 5 2 1 5 5 4 1 3
103 7 3 3 1 5 2 5 5 3 2 1 2 4 3 2 4 3 1 1 3 5 2 3 2 2 2
104 10 3 5 1 2 2 1 2 2 5 4 3 5 1 1 3 5 5 1 1 3 2 3 2 4 5
105 12 2 5 5 2 4 2 5 1 4 5 2 4 3 3 1 3 5 3 2 2 2 2 5 5 2
106 15 3 4 4 1 2 1 3 3 1 5 3 2 5 3 3 1 2 2 2 5 4 4 2 3 5
107 7 1 3 2 2 4 2 2 2 2 2 2 4 5 3 3 3 5 2 5 3 4 2 4 3 5
108 14 2 2 1 3 4 3 1 2 4 3 1 3 3 4 1 3 2 3 3 2 3 4 2 5 1
109 6 3 4 5 3 3 1 5 1 3 1 5 2 4 4 3 1 4 3 2 4 3 3 5 3 1
110 11 2 1 2 2 1 3 2 4 5 2 5 5 5 3 4 1 2 5 4 3 2 4 5 4 1
111 10 1 2 3 4 3 1 1 4 1 3 3 1 2 4 3 2 3 3 4 2 2 1 1 2 5
112 15 2 1 5 1 4 3 4 5 1 4 1 5 2 5 1 1 4 2 3 3 4 5 5 3 5
113 11 3 4 4 1 5 3 4 2 5 5 3 1 5 3 4 2 5 3 5 2 2 5 4 2 1
114 13 4 2 3 5 4 5 5 2 2 3 4 2 2 2 5 5 1 5 1 5 3 5 3 2 3
115 13 3 1 3 2 2 4 2 1 3 4 3 2 4 4 4 2 3 2 4 4 2 3 5 5 5
116 11 5 5 2 5 1 1 2 4 4 4 2 5 4 5 3 3 1 2 4 1 3 3 5 4 5
117 14 5 3 5 5 1 2 3 4 4 5 2 2 1 4 4 3 2 5 3 3 3 2 2 3 2
118 12 2 3 1 1 4 5 4 1 4 3 5 2 4 5 2 3 5 2 5 4 2 3 4 3 2
119 12 1 2 4 4 1 4 1 2 3 5 1 4 4 5 4 5 2 5 3 4 3 4 5 5 3
120 6 1 4 2 3 5 5 4 3 3 3 3 4 2 3 3 2 5 4 2 2 1 3 3 2 1
121 11 5 3 2 1 2 3 4 4 3 2 1 3 4 4 5 5 1 3 2 2 4 5 3 2 2
122 8 1 5 4 4 4 5 1 3 4 5 1 3 1 5 3 5 5 2 3 1 2 2 2 2 5
123 9 5 3 2 1 3 3 5 4 3 3 4 3 3 2 4 5 3 1 2 3 3 5 2 2 5
124 13 2 4 1 5 3 2 1 4 2 2 5 4 5 3 3 1 2 1 2 4 2 1 3 2 2
125 10 4 1 2 1 3 4 3 2 1 3 4 3 1 3 3 1 5 4 2 4 5 1 2 3 2
126 11 3 5 2 4 3 3 4 3 1 1 2 3 5 1 5 3 2 3 3 1 1 1 2 4 1
127 7 3 1 5 3 5 1 1 3 4 5 2 5 4 4 1 3 3 3 2 3 4 5 5 2 4
128 12 3 1 4 4 2 1 3 3 5 1 1 2 1 5 1 1 4 3 4 4 1 2 3 3 1
129 7 5 3 1 5 5 2 1 4 2 1 1 3 4 4 5 5 1 4 2 5 1 4 2 4 2
130 13 2 4 2 2 5 1 2 4 2 2 4 4 4 5 4 2 4 1 4 2 4 4 2 3 3
131 11 1 2 3 1 3 1 1 3 3 5 3 3 2 5 3 2 1 5 5 3 3 1 4 2 3
132 11 3 4 3 1 4 3 2 1 2 2 1 5 1 4 4 1 1 5 2 4 5 4 4 5 1
133 15 3 2 3 1 3 1 5 1 3 1 5 1 4 4 3 3 1 5 2 5 5 2 2 4 4
134 12 4 5 3 2 1 1 1 1 1 2 2 3 2 4 4 3 5 2 4 4 1 3 3 1 3
135 13 2 1 1 1 4 3 2 2 1 5 1 4 2 1 1 2 5 4 3 1 1 3 3 1 4
136 9 1 1 5 2 2 2 1 1 5 1 1 4 1 3 3 2 1 2 4 3 5 1 1 4 5
137 9 4 2 1 5 3 2 2 5 5 3 2 1 5 2 2 1 3 5 5 1 3 5 4 2 1
138 8 3 1 4 1 3 4 3 2 4 4 2 4 4 1 4 4 3 4 2 5 2 4 4 2 5
139 15 5 4 2 5 2 2 5 3 2 3 3 1 5 1 3 1 4 3 3 4 2 2 5 1 5
140 7 3 5 3 1 3 4 2 3 4 1 5 2 2 4 5 3 1 3 5 1 1 2 1 5 2
141 9 5 4 1 3 1 3 1 2 1 5 4 1 4 5 4 3 1 3 5 5 2 1 1 3 3
