200 5
NETWORK_TREE :
15 11 4 4 4 2 2
16 14 3 3 2 3 4
17 14 1 5 3 1 3
18 7 2 5 4 4 3
19 13 3 4 3 1 1
20 14 3 2 4 5 2
21 7 2 1 2 5 4
22 8 1 1 4 5 5
23 7 1 2 1 2 3
24 10 3 5 4 5 5
25 14 4 1 1 4 2
26 6 2 1 1 1 4
27 13 1 3 3 3 4
28 6 1 1 3 2 2
29 15 4 4 4 4 4
30 14 5 2 3 5 2
31 13 3 1 5 4 3
32 12 2 2 2 2 3
33 12 2 1 3 3 1
34 9 2 3 5 4 5
35 14 2 3 2 2 1
36 7 4 1 4 5 3
37 7 4 3 5 5 4
38 10 2 3 5 4 1
39 9 3 1 4 5 3
40 8 3 1 5 5 3
41 6 1 4 2 4 4
42 10 2 2 1 3 4
43 9 2 2 4 2 2
44 10 5 2 5 1 4
45 8 3 4 1 5 2
46 10 3 2 4 2 2
47 10 4 3 5 2 3
48 13 1 2 1 4 3
49 6 5 2 4 1 2
50 8 2 3 2 2 2
51 10 1 3 2 1 5
52 6 5 4 1 1 4
53 8 2 4 1 5 5
54 12 1 2 4 4 3
55 12 1 2 1 1 5
56 13 4 1 3 2 5
57 11 1 1 1 1 1
58 8 3 1 4 2 1
59 10 5 4 3 5 3
60 6 1 4 2 4 4
61 7 4 4 2 1 5
62 7 2 1 1 3 3
63 11 3 2 3 3 5
64 6 1 1 4 2 3
65 12 1 3 2 4 5
66 8 5 1 3 3 3
67 6 4 1 3 3 2
68 8 5 2 3 2 1
69 6 5 2 4 1 1
70 13 2 2 2 5 4
71 9 1 3 4 5 1
72 9 3 2 3 5 4
73 14 1 4 3 3 4
74 10 2 5 5 1 4
75 10 3 3 4 4 2
76 6 4 4 3 2 2
77 8 2 3 1 5 5
78 15 3 4 2 2 3
79 8 1 4 1 5 2
80 6 5 5 3 4 4
81 14 1 3 2 1 3
82 13 4 5 3 2 2
83 8 2 1 3 4 5
84 9 3 5 3 3 1
85 9 5 2 4 5 2
86 13 2 4 5 1 1
87 7 3 3 5 2 3
88 12 2 2 5 4 1
89 9 1 2 4 1 2
90 6 4 4 5 4 4
91 9 4 5 3 2 3
92 15 1 5 1 5 4
93 15 4 2 1 4 3
94 14 5 1 5 3 5
95 11 2 1 5 5 1
96 6 1 4 2 2 1
97 7 4 1 1 4 1
98 9 4 2 1 2 2
99 7 5 2 1 3 4
100 15 3 5 2 5 2
101 10 1 2 4 2 3
102 14 4 1 2 1 3
103 6 2 5 1 3 5
104 11 3 2 1 5 4
105 8 1 4 3 4 3
106 6 4 1 4 4 5
107 8 5 3 5 1 2
108 6 1 3 2 5 3
109 8 4 2 2 2 2
110 14 1 3 1 4 1
111 8 5 3 4 1 2
112 7 1 5 5 4 2
113 10 3 2 5 3 4
114 6 1 3 4 4 5
115 13 3 3 1 5 5
116 11 2 2 2 5 4
117 10 5 4 4 5 3
118 12 2 3 1 1 4
119 10 1 4 2 1 1
120 11 5 1 1 3 4
121 6 3 4 1 5 1
122 7 5 1 4 5 4
123 15 2 5 1 2 3
124 14 3 5 2 3 4
125 12 3 5 1 5 5
126 11 4 2 3 2 2
127 15 3 5 4 4 3
128 11 2 4 2 5 3
129 9 5 3 4 4 1
130 8 3 3 3 2 1
131 14 4 5 1 3 4
132 6 2 1 4 5 4
133 11 4 2 1 4 4
134 15 4 1 2 3 3
135 12 5 5 3 5 5
136 15 1 5 2 1 5
137 6 2 1 4 1 5
138 15 4 1 4 3 3
139 7 2 2 5 4 2
140 6 2 1 2 2 3
141 15 5 5 5 2 4
142 15 3 3 4 4 3
143 8 2 2 2 4 2
144 13 2 5 4 2 1
145 15 2 2 2 2 1
146 13 3 1 5 2 3
147 7 4 3 3 2 1
148 11 5 2 3 3 4
149 9 4 4 1 2 1
150 13 3 3 2 5 2
151 11 1 4 2 5 3
152 14 3 5 5 5 2
153 6 4 3 5 2 1
154 13 2 1 4 2 4
155 8 2 3 3 4 5
156 13 4 2 3 4 1
157 14 4 1 1 5 4
158 14 1 3 2 4 4
159 15 5 2 1 5 2
160 9 3 4 1 4 1
161 8 5 5 2 5 1
162 14 2 5 4 3 2
163 9 1 3 4 5 4
164 6 1 4 2 1 5
165 15 5 4 5 3 1
166 6 2 4 2 4 5
167 15 5 2 4 3 3
168 11 4 3 1 5 2
169 14 2 4 2 2 5
170 15 1 3 4 5 5
171 6 3 5 5 2 4
172 14 3 1 1 1 2
173 14 4 4 3 3 4
174 10 4 2 4 3 3
175 15 5 3 4 1 2
176 6 5 3 4 2 2
177 7 5 5 3 2 3
178 12 5 4 2 3 2
179 12 4 1 2 2 3
180 6 3 5 4 3 2
181 6 1 1 5 3 4
182 12 2 1 5 3 4
183 12 5 5 4 5 2
184 7 3 4 1 4 4
185 11 1 5 2 5 5
186 7 5 3 4 5 3
187 14 1 1 1 4 4
188 6 1 5 5 4 5
189 15 1 1 2 5 1
190 13 4 2 5 4 3
191 11 3 3 4 2 1
192 10 5 2 5 3 3
193 9 3 2 5 4 4
194 9 4 3 1 4 2
195 12 1 2 1 3 5
196 14 4 2 3 3 1
197 8 2 4 4 2 2
198 7 2 3 2 3 4
199 14 4 4 2 4 1
