200 25
NETWORK_TREE :
134 133 5.0 
53 44 1.0 
127 95 5.0 
182 181 2.0 
86 85 9.0 
175 174 9.0 
151 150 8.0 
68 57 3.0 
153 152 8.0 
186 185 7.0 
162 128 3.0 
74 72 3.0 
48 45 5.0 
9 8 3.0 
75 72 10.0 
33 32 2.0 
187 186 3.0 
192 189 2.0 
67 58 9.0 
54 53 7.0 
125 119 7.0 
87 85 8.0 
171 168 1.0 
138 130 4.0 
126 125 3.0 
191 190 6.0 
165 94 6.0 
139 129 4.0 
137 131 6.0 
136 135 3.0 
21 18 10.0 
2 1 2.0 
155 152 9.0 
154 153 7.0 
43 42 9.0 
178 173 5.0 
49 45 9.0 
193 189 1.0 
60 59 6.0 
34 33 3.0 
172 171 1.0 
103 99 6.0 
35 34 8.0 
121 120 8.0 
55 54 1.0 
112 111 3.0 
61 60 10.0 
3 1 5.0 
78 76 2.0 
157 152 4.0 
115 96 8.0 
65 64 5.0 
47 46 6.0 
93 4 7.0 
194 188 7.0 
82 71 2.0 
56 55 8.0 
158 152 9.0 
110 109 2.0 
170 169 2.0 
22 18 2.0 
90 89 3.0 
17 16 3.0 
10 7 7.0 
118 117 3.0 
62 59 3.0 
156 155 5.0 
144 143 9.0 
50 49 3.0 
63 62 10.0 
104 99 7.0 
195 194 10.0 
198 188 6.0 
196 195 8.0 
113 112 7.0 
140 139 7.0 
25 23 1.0 
176 174 5.0 
197 194 9.0 
NODE_PROGRAM :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
150 3 4 7 9 10 11 16 17 22 25  
19  
7 1 3 5 7 8 9 10 12 13 15 17 18 20 21 22 23 24  
136 4 5 23  
123 4 11 15 16 17 18 21  
131 2 3 4 5 11 16 17 18 20 23 24 25  
36  
180 1 3 4 5 6 12 16 18 19 21 22 24  
34 4 8 9 10 12 14 16 17 19 22 25  
155 4 7 8 9 10 11 12 13 14 16 17 18 20 21 25  
5 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25  
197  
44 1 6 7 8 17 18 19 20 23  
120 1 11 17 18  
39 11 19 24  
77 1 3 4 5 6 8 9 10 12 13 14 15 16 17 21 24 25  
151 1 2 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22 23 24 25  
190 1 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25  
29  
135 2 5 6 8 9 10 14 17  
68 2 3 7 8 11 12 13 16 18 19 23 24  
62 2 5 6 7 9 10 11 12 13 14 16 17 20 21 22 23 24 25  
144 4 19 21 22 23  
30 1 2 3 6 8 12 15 19 20 25  
132 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25  
130 1 2 3 4 5 6 7 9 10 11 13 14 16 17 18 19 20 21 22 23 24 25  
55 3 5 9 10 14 15 19 20 21 22  
141 1 2 3 4 5 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25  
42 1 2 5 7 8 9 10 11 13 14 16 17 19 20 21 22 23 24 25  
4 1 2 3 4 5 6 7 8 9 12 13 14 15 19 21 22 23 24  
199 1 2 3 6 7 8 10 11 13 14 15 16 23 24 25  
178 2 3 5 6 7 8 10 11 12 13 14 15 16 17 20 21 22 23 24  
175 10 17  
145 1 2 3 4 5 8 11 14 15 16 17 18 19 20 22 24  
133 3 8 16 24  
168 1 2 5 12  
70 1 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25  
173 1 2 13 14 20 23  
148 8 14 16 25  
94 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25  
149 1 2 4 5 6 7 8 10 11 19 23 25  
174 1 3 4 5 7 8 9 10 11 13 14 16 18 19 20 21 22 23 24 25  
47 3 10 11 22 24  
192 12 22  
119 1 7 16 22 23 24  
118 2 7 9 13 14 15 17 21 22 25  
128 3 4 5 6 7 8 9 10 11 15 17 18 20 21 22 23 24 25  
142  
103 1 2 3 4 5 6 7 10 11 12 13 14 15 17 18 19 23 24 25  
40 3 7 11 13 17  
191 2 4 5 7 9 11 19 20 21  
72  
90 1 2 4 5 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25  
117 10 11 12 16 17 18 19 21 23  
143 2 3 4 6 7 8 11 15 17 19 23  
160 1 11  
3 1 2 4 5 6 7 9 11 12 16 17 18 23 24 25  
35 1 2 5 8 9 13 14 15 16 19 20 22 23 25  
46 1 2 3 4 6 9 12 13 14 15 20 22 24  
80 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
84 1 4 5 6 8 9 11 14 16 17 19 20 21 22 23 24  
49 1 3 4 5 6 7 9 10 11 12 14 15 16 17 19 21 22 24  
43 3 13 15 16 17 18 19 22  
1 3 5 6 7 8 9 12 14 15 17 18 20 24 25  
99  
111 4 5 9 15 25  
85 2 4 5 6 7 8 10 11 12 14 15 16 17 19 21 23 25  
159 1 3 4 5 7 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25  
95 2 3 5 8 9 11 13 15 16 17 18 19 21 23 24  
184 1 3 4 7 8 9 11 12 14 17 18 19 20 21 22 23 24  
76 1  
115 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25  
54 3 8 10 16 17 20 22 24  
177 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 23 25  
93 1 2 3 4 5 6 8 9 11 12 14 16 19 20 21 22 23 24  
164 4 8 10 11 13 14 15  
52 1 2 5 6 7 8 9 11 12 13 14 17 19 23 24  
73 1 2 3 4 5 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25  
64 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25  
9 1 2 4 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24  
10 1 2 3 6 7 8 9 11 16 17 18 19 21 23 25  
116 16 17 22 25  
114 14  
67 9 12 21 24 25  
156 8 11 14 15 18 19 23 24 25  
58 4 8 11 13  
75 3 5 7 9 10 11 12 17 20  
108 4 6 7 14 15 18 19 20 22  
51 1 2 3 4 5 6 7 8 9 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
110 1 8 13 16 23  
113 1 3 4 5 6 7 8 9 10 11 14 15 17 18 19 22 23 24 25  
105 24  
17 5 13 16 18  
157 8 12 16 17 19 23  
25 3 4 5 6 7 9 10 12 13 14 15 16 17 18 19 20 21 23 24 25  
71 21 24 25  
185 1 5 6 7 8 12 13 14 16 17 18 19 21 22 23 25  
59 1 14 15 25  
53 1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25  
79 1 2 3 4 5 6 7 10 13 14 15 17 18 19 20 21 22 24 25  
152 7 9 11 13 14 16 17 18 20 23  
24 1 2 4 5 6 7 9 10 12 14 15 16 18 19 21 22 23  
134 1 2 3 5 6 7 8 9 11 12 13 14 15 16 18 19 20 22 23 24 25  
11 9 12 17 19  
183 6 11 16 21 25  
162 4 10 19 22  
166 1 2 4 6 9 10 11 12 13 14 15 16 17 18 20 21 23 25  
48 16  
163 1 5 10 15 21 22 23 25  
154 3 4 6 8 13 16 17 24  
196 2 3 5 8 25  
181 7 16  
87 4 9 14 24  
31 2 4 6 7 9 14 15 18 20 24  
22 2 3 17 18  
28 3 9 12 20 25  
169 2 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 22 23 24 25  
32 1 3 5 6 8 9 10 12 15 25  
139 1 2 4 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25  
194 1 3 5 6 8 9 10 13 14 16 17 20 21  
106 3 6 8 9 10 12 16 18 19 21  
23 1 2 13 14 16 17 19 23  
41 1 2 3 4 5 7 11 12 13 14 15 16 17 18 19 20 23  
172 1 2 3 4 5 7 8 9 11 12 13 14 15 17 18 21 22 23  
107 1 4 5 6 12 13 14 16 17 18 19 20 22 23 25  
57 1 3 5 7 8 9 12 15 16 17 22 24  
186 1 2 4 5 6 7 8 9 10 11 13 14 15 18 20 21 22 24 25  
82 1 2 3 4 5 9 11 12 13 14 15 16 18 19 20 21 24  
81 1 5 6 16 23  
63 19  
91 4 20 22  
88 1 2 3 6 7 10 12 17 19 20 21 24  
176 1 5 9 11 15 16 19 21 22 23  
65 1 14  
14 1 2 3 5 11 12 13 14 18 19 20 25  
170 1 2 3 4 5 6 7 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
8 2 3 5 7 9 10 11 14 15 16 17 18 19 20 21 22 23 24 25  
61 1 2 3 4 5 6 7 8 9 10 11 12 14 16 18 19 20 21 22 23 24 25  
171 1 3 8 10 11 12 13 15 16 18 19 20 21 22 24 25  
182 2 5 8 9 11 13 14 16 17 20 21 22 23 24 25  
109 1 6 8 10 11 12 13 14 15 16 18 20 22 25  
121 1 2 3 4 5 6 7 8 9 10 11 12 17 18 19 20 21 22 23 24 25  
18 1 3 4 6 8 10 12 13 14 15 17 18 20 23 25  
100 1 3  
45 1 5 7 17  
13 1 3 6 7 11 12 13 15 16 20 21 24 25  
195 5  
179 1 8 10 13 20  
92 3 5 9 12  
158 1 2 3 7 8 9 11 12 13 14 17 18 19 21 22 24  
20 1 2 4 5 7 14 15 17 18 19 24 25  
161 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
96 25  
15 13 22  
112 2 7 8 12 13 15 16 17  
78 3 19  
98 1 2 3 4 5 6 7 8 9 11 12 13 14 19 20 21 22 23 24 25  
69 1 3 4 6 10 13 14 16 17 18 19 20 21 22 25  
193 1 4 7 9 12 17  
153 1 2 4 7 11 12 13 14 16 17 18 20 24 25  
66 9 13 16 23  
60 2 3 5 7 9 11 12 15 16 17 19 20 21 23 24 25  
26 1 10 12 16 22 24  
6 2 3 5 6 7 11 14 16 17 18 19 21 22  
167 1 2 3 4 5 6 7 10 13 15 19 23 24  
104 1 2 3 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
126 1 9 10 12 14 15 19 21 22 24  
21 1 2 3 4 5 6 7 8 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25  
198 1 2 5 6 7 8 11 12 15 18 19 22 24  
37 2 3 5 6 7 8 9 13 14 15 16 17 18 19 20 23 24 25  
122 1 4 5 6 7 9 11 12 13 14 16 17 18 19 20 21 22 24  
138 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22 23 24 25  
189 1 2 3 4 6 7 8 9 10 11 13 15 16 17 18 19 20 22 23 24 25  
83 7  
146 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
125 24  
187 5 6 8 13 21  
27 2 5 15 16 17 21 22 23 24  
74  
86 7 11 14 18 19 21  
165  
140 1 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25  
2 1 2 3 4 5 6 8 9 11 12 13 14 19 23 24 25  
33 4 5 6 7 8 9 11 12 13 18 19 20 22 24  
137  
147 1 2 3 4 5 7 8 11 12 13 16 17 19 20 21 23 25  
56 3 5 6 8 9 10 11 15 20 21 22 24  
102 1 2 3 4 5 7 9 10 11 12 13 14 15 16 17 18 20 22 24 25  
16 1 2 3 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
127 2 7 11 12 13 14 15 16 20 21 23  
97 8 15 23  
188 2 3 5 6 7 9 10 11 13 14 15 16 18 19 21 22 25  
38 2 4 7 8 11 13 15 16 18  
89 3 6 13 15  
50 2 6 9 11 15 16 21 23 24 25  
129 1 2 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25  
12  
124 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25  
101 1 2 3 4 5 7 8 10 12 13 14 16 18 21 22 25  
COST_INSTALL_SERVER_AND_PROGRAMS :
0 9.0 4.0 4.0 1.0 5.0 5.0 1.0 4.0 2.0 5.0 5.0 5.0 1.0 2.0 5.0 5.0 3.0 5.0 4.0 2.0 4.0 3.0 5.0 4.0 4.0 1.0  
150 8.0 5.0 3.0 2.0 5.0 2.0 1.0 3.0 4.0 2.0 3.0 1.0 3.0 5.0 2.0 5.0 5.0 3.0 5.0 1.0 3.0 5.0 5.0 2.0 4.0 4.0  
19 8.0 2.0 4.0 2.0 2.0 1.0 2.0 3.0 2.0 5.0 3.0 2.0 5.0 5.0 5.0 4.0 3.0 2.0 1.0 5.0 1.0 2.0 1.0 2.0 4.0 3.0  
7 10.0 4.0 2.0 2.0 3.0 5.0 5.0 3.0 1.0 3.0 4.0 1.0 5.0 1.0 2.0 1.0 4.0 1.0 2.0 3.0 2.0 2.0 1.0 2.0 4.0 4.0  
136 9.0 3.0 4.0 1.0 5.0 1.0 1.0 5.0 4.0 5.0 3.0 1.0 4.0 1.0 4.0 2.0 4.0 5.0 4.0 2.0 3.0 2.0 3.0 1.0 4.0 4.0  
123 15.0 2.0 5.0 2.0 5.0 3.0 5.0 5.0 4.0 4.0 1.0 5.0 4.0 4.0 3.0 2.0 5.0 1.0 3.0 5.0 1.0 5.0 2.0 2.0 1.0 1.0  
131 10.0 1.0 5.0 4.0 1.0 1.0 4.0 3.0 2.0 1.0 2.0 2.0 4.0 2.0 1.0 5.0 2.0 4.0 2.0 3.0 1.0 4.0 1.0 2.0 2.0 1.0  
36 6.0 3.0 2.0 2.0 5.0 4.0 3.0 2.0 2.0 1.0 2.0 2.0 5.0 1.0 3.0 5.0 1.0 1.0 5.0 3.0 2.0 5.0 2.0 3.0 5.0 5.0  
180 8.0 3.0 1.0 5.0 5.0 5.0 4.0 3.0 4.0 3.0 3.0 5.0 5.0 3.0 1.0 3.0 3.0 3.0 3.0 2.0 2.0 5.0 1.0 3.0 5.0 1.0  
34 12.0 4.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 4.0 2.0 5.0 4.0 3.0 1.0 2.0 3.0 3.0 1.0 1.0 5.0 3.0 3.0 2.0 5.0 5.0  
155 8.0 3.0 5.0 2.0 5.0 3.0 1.0 1.0 1.0 5.0 1.0 2.0 4.0 1.0 2.0 2.0 1.0 3.0 2.0 4.0 2.0 4.0 2.0 4.0 2.0 2.0  
5 10.0 4.0 4.0 5.0 3.0 2.0 4.0 4.0 4.0 4.0 1.0 4.0 1.0 1.0 2.0 4.0 3.0 4.0 2.0 5.0 3.0 1.0 5.0 3.0 2.0 4.0  
197 15.0 5.0 2.0 5.0 4.0 3.0 3.0 5.0 2.0 1.0 3.0 3.0 1.0 1.0 1.0 3.0 5.0 3.0 2.0 3.0 3.0 5.0 4.0 4.0 3.0 4.0  
44 12.0 1.0 4.0 1.0 5.0 2.0 5.0 2.0 3.0 1.0 4.0 4.0 2.0 1.0 4.0 5.0 1.0 4.0 2.0 4.0 3.0 1.0 4.0 2.0 3.0 1.0  
120 10.0 5.0 2.0 3.0 2.0 2.0 1.0 1.0 3.0 1.0 4.0 2.0 2.0 3.0 5.0 3.0 4.0 4.0 3.0 4.0 5.0 2.0 4.0 2.0 4.0 3.0  
39 13.0 4.0 2.0 2.0 3.0 4.0 4.0 5.0 1.0 2.0 4.0 4.0 3.0 2.0 2.0 1.0 2.0 1.0 4.0 4.0 3.0 4.0 1.0 5.0 5.0 2.0  
77 12.0 3.0 3.0 4.0 1.0 5.0 4.0 3.0 4.0 2.0 3.0 5.0 2.0 3.0 4.0 5.0 2.0 5.0 5.0 3.0 2.0 2.0 5.0 2.0 4.0 4.0  
151 7.0 3.0 4.0 3.0 1.0 2.0 2.0 4.0 4.0 3.0 5.0 4.0 5.0 5.0 2.0 1.0 3.0 5.0 3.0 1.0 3.0 1.0 3.0 4.0 1.0 2.0  
190 12.0 1.0 4.0 3.0 3.0 1.0 2.0 3.0 2.0 2.0 3.0 3.0 3.0 1.0 1.0 5.0 5.0 4.0 5.0 1.0 5.0 2.0 2.0 1.0 1.0 5.0  
29 11.0 1.0 3.0 4.0 2.0 4.0 3.0 4.0 5.0 5.0 5.0 2.0 3.0 1.0 4.0 1.0 1.0 1.0 1.0 5.0 3.0 4.0 2.0 5.0 3.0 4.0  
135 8.0 5.0 4.0 1.0 4.0 3.0 1.0 2.0 5.0 1.0 4.0 2.0 2.0 2.0 5.0 4.0 3.0 4.0 1.0 1.0 3.0 5.0 3.0 4.0 4.0 2.0  
68 14.0 2.0 2.0 3.0 3.0 1.0 4.0 2.0 4.0 4.0 5.0 5.0 5.0 2.0 5.0 1.0 4.0 3.0 3.0 4.0 3.0 1.0 4.0 2.0 4.0 2.0  
62 7.0 2.0 4.0 4.0 1.0 5.0 3.0 3.0 4.0 4.0 2.0 5.0 2.0 5.0 2.0 3.0 3.0 3.0 2.0 5.0 4.0 5.0 5.0 3.0 1.0 1.0  
144 9.0 3.0 2.0 5.0 3.0 3.0 4.0 1.0 3.0 2.0 2.0 2.0 2.0 5.0 3.0 4.0 4.0 1.0 2.0 3.0 2.0 5.0 4.0 5.0 2.0 1.0  
30 11.0 5.0 3.0 1.0 2.0 4.0 2.0 1.0 5.0 1.0 2.0 3.0 3.0 3.0 3.0 1.0 4.0 1.0 3.0 3.0 1.0 2.0 3.0 3.0 5.0 4.0  
132 14.0 3.0 2.0 1.0 2.0 4.0 2.0 1.0 3.0 5.0 5.0 5.0 2.0 3.0 4.0 4.0 3.0 2.0 4.0 2.0 1.0 5.0 1.0 5.0 2.0 2.0  
130 8.0 1.0 3.0 3.0 1.0 1.0 5.0 4.0 1.0 5.0 2.0 5.0 1.0 2.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 5.0 2.0 2.0 5.0 5.0  
55 12.0 2.0 2.0 2.0 2.0 4.0 4.0 5.0 5.0 1.0 2.0 4.0 4.0 5.0 4.0 3.0 5.0 4.0 5.0 2.0 1.0 3.0 3.0 3.0 5.0 5.0  
141 12.0 3.0 2.0 1.0 4.0 4.0 2.0 5.0 2.0 5.0 3.0 3.0 2.0 2.0 4.0 4.0 3.0 5.0 2.0 5.0 3.0 4.0 3.0 3.0 5.0 5.0  
42 12.0 2.0 3.0 1.0 1.0 2.0 5.0 2.0 2.0 1.0 5.0 5.0 1.0 5.0 4.0 1.0 1.0 3.0 1.0 3.0 5.0 5.0 4.0 2.0 3.0 2.0  
4 8.0 1.0 2.0 2.0 3.0 1.0 3.0 5.0 4.0 2.0 4.0 1.0 5.0 1.0 2.0 3.0 4.0 4.0 4.0 1.0 5.0 1.0 1.0 3.0 2.0 1.0  
199 8.0 3.0 3.0 2.0 3.0 2.0 1.0 1.0 5.0 3.0 1.0 1.0 5.0 3.0 1.0 1.0 1.0 3.0 1.0 3.0 1.0 1.0 4.0 4.0 2.0 5.0  
178 13.0 2.0 2.0 3.0 1.0 4.0 1.0 5.0 5.0 1.0 1.0 3.0 3.0 5.0 1.0 1.0 2.0 3.0 3.0 5.0 1.0 1.0 4.0 5.0 3.0 1.0  
175 10.0 4.0 3.0 5.0 1.0 2.0 1.0 4.0 1.0 4.0 4.0 3.0 5.0 2.0 5.0 1.0 3.0 2.0 1.0 2.0 3.0 3.0 5.0 4.0 5.0 5.0  
145 10.0 1.0 2.0 1.0 4.0 3.0 1.0 4.0 1.0 2.0 2.0 4.0 3.0 2.0 4.0 3.0 1.0 3.0 2.0 5.0 5.0 1.0 2.0 1.0 2.0 5.0  
133 9.0 2.0 1.0 4.0 1.0 5.0 5.0 5.0 1.0 4.0 3.0 3.0 2.0 2.0 5.0 2.0 1.0 3.0 2.0 1.0 3.0 3.0 2.0 4.0 2.0 4.0  
168 8.0 5.0 4.0 1.0 3.0 5.0 4.0 4.0 2.0 4.0 3.0 2.0 1.0 3.0 5.0 3.0 1.0 2.0 2.0 2.0 2.0 1.0 1.0 5.0 4.0 5.0  
70 14.0 1.0 3.0 4.0 2.0 3.0 5.0 2.0 5.0 5.0 3.0 4.0 5.0 5.0 2.0 3.0 5.0 1.0 5.0 1.0 3.0 1.0 4.0 2.0 3.0 5.0  
173 10.0 4.0 4.0 3.0 1.0 4.0 4.0 4.0 4.0 2.0 2.0 5.0 1.0 3.0 1.0 5.0 5.0 1.0 3.0 5.0 3.0 2.0 2.0 1.0 2.0 5.0  
148 12.0 2.0 3.0 3.0 3.0 1.0 3.0 4.0 3.0 4.0 3.0 4.0 2.0 2.0 5.0 2.0 5.0 2.0 3.0 5.0 4.0 1.0 3.0 2.0 5.0 1.0  
94 15.0 3.0 4.0 1.0 3.0 4.0 2.0 2.0 3.0 1.0 4.0 1.0 4.0 1.0 4.0 1.0 2.0 3.0 3.0 4.0 5.0 4.0 3.0 3.0 5.0 2.0  
149 7.0 5.0 5.0 4.0 3.0 5.0 2.0 3.0 4.0 4.0 2.0 2.0 4.0 5.0 2.0 4.0 1.0 5.0 4.0 2.0 2.0 2.0 2.0 4.0 4.0 5.0  
174 10.0 2.0 5.0 4.0 5.0 2.0 3.0 1.0 4.0 1.0 3.0 4.0 3.0 4.0 3.0 4.0 4.0 4.0 3.0 5.0 4.0 3.0 5.0 4.0 5.0 5.0  
47 14.0 5.0 4.0 1.0 1.0 1.0 5.0 4.0 2.0 3.0 3.0 3.0 4.0 5.0 4.0 3.0 2.0 2.0 1.0 1.0 3.0 4.0 4.0 2.0 3.0 5.0  
192 9.0 3.0 3.0 5.0 1.0 3.0 5.0 4.0 4.0 5.0 5.0 2.0 1.0 3.0 1.0 5.0 3.0 3.0 2.0 4.0 4.0 2.0 4.0 3.0 2.0 4.0  
119 15.0 3.0 1.0 2.0 3.0 3.0 4.0 5.0 5.0 5.0 1.0 5.0 5.0 4.0 1.0 3.0 1.0 4.0 5.0 3.0 3.0 3.0 5.0 3.0 4.0 2.0  
118 8.0 4.0 2.0 3.0 2.0 1.0 4.0 1.0 4.0 1.0 5.0 3.0 4.0 3.0 3.0 2.0 2.0 5.0 1.0 1.0 1.0 3.0 3.0 3.0 2.0 3.0  
128 10.0 2.0 3.0 2.0 4.0 1.0 1.0 4.0 5.0 3.0 1.0 4.0 1.0 3.0 5.0 3.0 3.0 3.0 4.0 4.0 4.0 2.0 2.0 5.0 1.0 2.0  
142 10.0 3.0 5.0 3.0 2.0 3.0 5.0 3.0 4.0 5.0 5.0 1.0 2.0 4.0 3.0 1.0 5.0 3.0 2.0 4.0 4.0 4.0 1.0 3.0 2.0 2.0  
103 9.0 5.0 5.0 5.0 1.0 5.0 3.0 4.0 3.0 3.0 4.0 3.0 4.0 5.0 5.0 3.0 3.0 1.0 3.0 4.0 2.0 3.0 2.0 4.0 3.0 4.0  
40 9.0 2.0 1.0 4.0 5.0 1.0 1.0 2.0 2.0 3.0 1.0 1.0 5.0 1.0 3.0 4.0 2.0 1.0 2.0 4.0 2.0 1.0 5.0 4.0 5.0 2.0  
191 15.0 1.0 1.0 5.0 4.0 5.0 1.0 5.0 5.0 5.0 1.0 1.0 3.0 3.0 4.0 2.0 4.0 1.0 5.0 5.0 2.0 4.0 5.0 5.0 3.0 4.0  
72 13.0 2.0 1.0 1.0 3.0 2.0 4.0 3.0 4.0 5.0 4.0 5.0 5.0 1.0 3.0 3.0 3.0 1.0 2.0 1.0 5.0 1.0 5.0 1.0 2.0 2.0  
90 10.0 2.0 1.0 4.0 3.0 2.0 5.0 2.0 5.0 4.0 1.0 4.0 2.0 1.0 2.0 5.0 2.0 5.0 2.0 3.0 3.0 5.0 3.0 2.0 3.0 1.0  
117 14.0 3.0 2.0 2.0 4.0 4.0 4.0 2.0 4.0 3.0 1.0 2.0 1.0 4.0 1.0 2.0 2.0 5.0 1.0 5.0 5.0 2.0 4.0 4.0 1.0 4.0  
143 15.0 5.0 3.0 4.0 3.0 1.0 2.0 4.0 5.0 4.0 2.0 5.0 4.0 5.0 1.0 3.0 3.0 1.0 5.0 3.0 4.0 4.0 4.0 4.0 2.0 5.0  
160 9.0 5.0 2.0 3.0 2.0 4.0 3.0 5.0 4.0 4.0 2.0 1.0 2.0 3.0 4.0 4.0 4.0 1.0 1.0 3.0 5.0 4.0 2.0 5.0 3.0 4.0  
3 15.0 3.0 3.0 2.0 4.0 1.0 2.0 5.0 1.0 3.0 4.0 3.0 4.0 1.0 3.0 2.0 4.0 1.0 4.0 5.0 3.0 1.0 5.0 3.0 2.0 4.0  
35 13.0 1.0 5.0 5.0 2.0 2.0 2.0 3.0 4.0 4.0 3.0 3.0 4.0 1.0 2.0 5.0 5.0 4.0 5.0 5.0 4.0 3.0 1.0 2.0 5.0 2.0  
46 9.0 4.0 3.0 3.0 2.0 4.0 3.0 3.0 5.0 4.0 1.0 3.0 3.0 3.0 5.0 5.0 3.0 5.0 4.0 3.0 4.0 3.0 4.0 1.0 1.0 5.0  
80 12.0 4.0 3.0 5.0 4.0 1.0 5.0 2.0 2.0 5.0 3.0 3.0 2.0 4.0 3.0 3.0 3.0 5.0 5.0 3.0 4.0 3.0 4.0 3.0 2.0 3.0  
84 6.0 5.0 5.0 1.0 4.0 4.0 5.0 5.0 1.0 5.0 2.0 2.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 1.0 1.0 1.0 3.0 1.0 1.0 5.0  
49 14.0 2.0 2.0 3.0 3.0 4.0 5.0 5.0 2.0 5.0 3.0 2.0 3.0 5.0 5.0 2.0 5.0 4.0 4.0 2.0 5.0 2.0 5.0 5.0 1.0 1.0  
43 6.0 5.0 1.0 2.0 2.0 4.0 4.0 3.0 3.0 5.0 4.0 5.0 5.0 5.0 2.0 3.0 1.0 3.0 2.0 3.0 4.0 4.0 3.0 2.0 1.0 3.0  
