200 50
NETWORK_TREE :
151 150 2.0 
88 86 5.0 
55 54 5.0 
173 171 8.0 
122 76 9.0 
73 72 5.0 
198 197 6.0 
118 115 9.0 
28 27 6.0 
62 61 10.0 
99 77 7.0 
82 81 1.0 
83 82 8.0 
23 22 3.0 
42 41 1.0 
43 41 1.0 
137 126 6.0 
110 107 10.0 
176 168 8.0 
167 164 9.0 
31 30 5.0 
199 197 9.0 
123 122 10.0 
13 4 8.0 
63 61 2.0 
142 141 2.0 
152 145 8.0 
44 41 10.0 
93 89 5.0 
193 190 5.0 
153 152 3.0 
112 104 6.0 
84 81 6.0 
19 18 7.0 
64 60 4.0 
14 4 6.0 
29 17 4.0 
132 129 8.0 
140 126 8.0 
134 133 4.0 
45 44 3.0 
24 22 4.0 
56 55 3.0 
156 152 10.0 
138 137 10.0 
97 96 2.0 
15 14 2.0 
10 9 10.0 
166 165 7.0 
26 21 10.0 
94 93 9.0 
70 69 5.0 
157 145 7.0 
65 64 9.0 
148 147 1.0 
95 93 9.0 
160 159 3.0 
102 101 9.0 
85 84 4.0 
16 14 3.0 
158 145 7.0 
39 38 7.0 
91 90 8.0 
117 116 7.0 
135 133 8.0 
136 135 5.0 
103 102 6.0 
175 169 6.0 
92 90 5.0 
139 137 2.0 
98 96 10.0 
113 104 5.0 
131 130 8.0 
154 153 9.0 
124 123 8.0 
20 18 6.0 
106 105 1.0 
149 146 4.0 
155 154 7.0 
125 123 2.0 
177 74 3.0 
40 37 5.0 
53 51 7.0 
189 188 1.0 
33 32 5.0 
NODE_PROGRAM :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
181 1 2 3 4 5 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
104 2 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 31 32 33 34 35 36 37 39 41 43 44 45 46 47 49 50  
69 3 5 6 8 10 12 13 14 15 16 17 18 19 20 21 24 25 26 27 28 29 30 31 32 33 35 36 39 40 41 43 44 45 46 48 49 50  
59 2 6 8 9 10 14 15 17 18 19 20 21 22 23 24 25 26 28 29 36 37 38 40 41 42 43 45 46 47 48 49  
35 3 5 6 7 9 10 12 14 15 16 18 20 21 25 26 27 29 31 32 33 34 36 38 39 41 43 45 46 47 48 49 50  
26 4 5 8 10 11 12 13 14 15 17 18 19 20 21 22 24 25 26 29 30 31 33 34 37 42 43 45 47 48 50  
145 3 4 6 8 9 13 15 16 17 18 20 23 24 26 28 30 31 34 35 36 38 39 41 42 43 44 47 48 50  
9 2 3 4 5 7 8 10 13 15 18 19 20 21 23 27 29 35 37 38 39 46 49 50  
14 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 28 30 31 32 33 34 36 38 39 40 41 42 43 45 46 47 48 50  
166 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50  
33 1 3 4 5 8 10 12 16 17 19 20 21 23 24 26 27 28 29 31 32 33 36 39 42 44 46 47 49 50  
78 1 4 5 8 16 17 18 19 20 22 24 25 26 28 33 35 36 37 38 41 42 43 44 46 47 49 50  
146 1 2 3 8 9 10 11 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 30 31 34 36 37 38 39 41 42 43 44 46 47 49  
98 1 14  
61 7 9 20 26 31 34 43 44 49 50  
130 1 2 3 5 6 7 8 9 10 11 12 13 14 17 18 19 21 22 23 24 25 26 27 28 31 32 33 34 35 36 37 38 39 41 42 43 45 47 49  
156 6 19 44 48  
136 1 4 7 8 9 11 12 13 14 15 16 17 18 20 21 22 25 27 28 29 30 31 32 34 35 36 39 40 41 42 44 45 48 49 50  
150 1 2 3 4 5 7 8 10 11 14 17 18 23 24 25 27 28 32 33 34 35 36 39 40 41 42 43 44 48 49 50  
50 10 16  
126 15 18 30  
15 1 3 8 9 12 13 14 19 22 24 25 28 30 33 34 36 37 39 42 44 45 46 49  
47 1 2 3 5 6 9 10 11 12 13 14 18 19 20 21 22 24 25 26 28 29 31 32 35 36 37 38 40 43 44 45 46 49 50  
103 1 3 5 7 9 11 13 16 17 18 21 22 23 24 25 28 31 33 35 37 38 39 41 43 44 45 49  
112 10 14 16  
23 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 25 26 27 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50  
127 3 5 9 13 14 15 20 23 24 25 26 27 34 37 38 42 44 48 50  
172 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 30 31 33 35 36 37 39 40 42 43 44 45 46 48 49 50  
164 2 49  
86 6 9 15 19 20 21 24 26 29 30 32 33 35 36 38 46 49 50  
163 3 6 11 14 16 17 18 21 24 29 30 34 40 42 45 46 49  
175 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50  
93 1 2 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
38 2 3 5 6 8 10 11 12 14 15 18 21 22 24 25 27 28 30 31 32 34 35 38 39 40 42 46 47 48 49  
43  
196 3 4 6 7 8 10 13 14 16 18 22 23 27 28 31 32 33 34 38 39 41 42 43 45 48 49  
100 1 2 4 5 7 8 9 11 13 15 16 17 18 19 20 21 22 23 24 25 26 29 31 32 35 36 37 44 46 47 49 50  
152 1 2 3 6 7 8 9 10 11 12 15 17 20 22 26 27 30 31 32 34 35 36 39 40 43 45 47 50  
101 5 8 9 11 13 14 16 19 20 22 24 25 29 33 36 37 41  
71 1 2 3 4 5 6 8 9 10 11 13 14 16 17 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 39 40 41 42 43 44 45 46 47 49 50  
37 1 2 5 6 7 8 11 12 13 14 17 18 19 20 21 22 23 24 25 26 28 29 30 31 34 35 36 37 38 40 41 43 45 47 49 50  
174 3 5 7 18 21 22 23 25 26 32 34 40 43 45 47 50  
117 2 3 5 6 7 8 10 11 12 13 15 16 17 20 21 22 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 42 43 44 45 47 48 49 50  
190 1 3 6 8 9 13 16 21 22 23 29 31 32 35 37 41 43 45 46 47 48  
168 3 4 5 6 9 10 11 12 13 14 16 17 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 49 50  
161 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
45 1 2 5 7 15 16 18 20 23 28 29 36 39 40 41 42 43 46 48 49  
5 2 5 7 11 12 20 21 23 33 34 38 39 44  
186 4 13 37  
12 1 3 4 5 6 7 8 9 10 11 12 13 16 17 21 22 23 25 26 28 29 30 31 32 33 34 36 37 39 40 43 44 45 46 50  
41 1 3 10 14 19 20 22 23 28 34 39 40 41 42 46 48  
21 4 5 6 7 8 9 11 12 14 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 35 37 38 39 40 41 42 44 46 48 49 50  
105 2 4 10 12 13 14 22 24 27 30 32 35 36 38 39 40 42 43 44 45  
193  
6 1 4 5 8 9 12 15 16 19 23 24 25 26 32 34 35 36 39 40 42 47 50  
36 26  
52 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50  
160 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 23 24 26 27 28 29 30 31 32 36 37 40 41 43 44 46 47 49  
79 5 6 7 10 11 15 16 20 23 27 31 33 36 37 40 44  
158 2 4 5 7 8 9 11 14 17 18 19 21 24 25 27 28 29 31 33 34 35 39 45 46 48  
2 1 2 3 4 5 6 7 8 9 11 12 13 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
30 1 2 3 4 5 7 11 12 14 15 16 18 19 20 24 25 27 28 29 32 33 36 39 43 50  
67 3 7 44 45  
135 5 8 9 11 12 15 16 24 25 27 29 31 33 34 35 36 41 42 43 48 49 50  
60 1 4 5 6 7 10 13 16 17 19 20 21 22 32 33 38 39 45 46 48 50  
170 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50  
19 1 2 4 5 7 8 9 11 12 13 14 16 17 21 22 23 24 26 27 28 31 32 35 36 37 38 43 44 46 47 50  
111 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 35 36 37 38 39 40 41 42 43 45 47 48 49  
121 1 2 3 5 6 8 10 12 14 15 16 17 18 20 21 25 26 28 29 30 31 32 33 34 35 36 37 38 41 42 47 48  
53 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50  
11 1 2 3 4 5 6 8 9 11 12 13 14 17 18 19 20 21 22 26 27 28 29 30 32 33 34 36 37 39 40 43 45 46 47 48 49 50  
124 1 2 4 5 7 10 13 17 20 21 22 23 24 26 27 29 34 35 38 44 47 48 49  
28 6 8 13 14 15 24 29 30 35 37 41 46 49  
183 1 2 6 7 17 18 19 23 24 25 26 27 30 34 36 38 39 44 47 50  
3  
171 10 34 35 38 46  
114 1 3 4 7 10 11 17 19 21 23 24 26 30 33 34 35 36 42 44 49 50  
147 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 33 34 35 36 38 39 40 42 43 44 46 47 49 50  
113 2 4 6 7 8 12 13 19 20 37 39 41 42 43 49  
24 2 3 4 6 7 8 9 10 11 12 13 15 16 17 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 39 40 42 43 45 46 47 48 49 50  
110 1 5 9 11 12 13 14 18 21 25 27 28 30 38 39 43 44 45 49  
155 1 3 5 6 7 8 11 13 16 18 19 20 23 25 27 28 29 33 34 35 36 38 40 42 43 44 46 49 50  
109 3 5 23 26 30 34 40 46 47  
25 4 17 23 27 28 30 33 46 47  
184 9 10 13 18 21 23 25 26 28 29 30 32 33 35 36 37 39 40 41 42 45  
187 1 2 3 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 39 40 41 42 43 45 46 47 48 49 50  
139 2 4 7 8 9 11 12 14 15 19 20 21 22 24 25 27 29 30 31 32 33 34 36 37 40 41 42 44 45 46 47 49 50  
154 2 3 7 17 44 48 50  
132 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 33 34 36 37 38 39 40 41 43 44 45 48 49 50  
99 1 2 4 5 6 8 10 11 12 13 20 22 25 26 27 31 33 34 35 38 40 41 43 45 50  
87 1 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 31 32 33 35 36 37 39 40 41 42 43 44 46 47 48 49  
73 6 9 13 15 16 17 19 24 25 28 34 38 39 45 49 50  
180 1 2 3 4 5 6 8 9 11 12 15 16 17 18 19 21 22 27 28 29 31 33 36 39 41 42 44 46 48 49  
20 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 20 21 22 23 24 25 26 28 31 32 34 36 40 41 42 43 44 45 46 47 48 49 50  
165 2 7 12 20 21 24 26 30 31 40 44  
185 1 2 3 5 6 7 8 9 10 11 12 13 15 16 19 20 22 23 24 25 26 27 28 30 32 33 35 36 37 38 40 41 42 43 44 45 47 48 49 50  
198 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
90 1 2 3 5 6 7 8 9 11 12 13 16 17 20 21 23 24 25 26 28 29 30 31 33 34 35 38 39 42 45 46 47 49  
169 1 2 4 10 11 12 17 19 20 21 22 26 27 28 31 32 33 34 35 36 37 39 40 42 44 46 47 48 49 50  
54 4 6 7 8 10 13 15 16 21 23 24 26 27 28 29 30 31 32 35 36 38 41 42 44 45 46 47 48 49  
178 2 3 4 5 6 10 11 12 13 15 16 17 18 20 21 22 23 24 25 27 28 29 31 32 36 37 38 40 41 42 45 47 49 50  
80 1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 42 43 44 45 46 47 48 49 50  
199 1 3 14 17 23 26 27 29 36 40 41 43 49  
153 6 11 16 21 23 25 26 32 37 42 45  
162 1 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
129 2 6 7 8 9 14 16 19 22 23 26 32 33 36 38 39 40 43 47 49 50  
10 6 9 25 31 42 44 49  
31 5 6 9 10 12 19 20 26 28 29 36 37 43 45 48  
83 2 3 4 5 6 7 9 11 12 14 15 17 18 25 34 36 40 42 46 48  
68 2 10 13 15 32 35 48 50  
122 1 2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 25 26 27 29 31 32 33 34 35 36 37 38 39 41 43 44 45 46 47 48 49 50  
138 8 9 10 17 18 19 20 21 22 24 25 28 30 33 35 37 38 40 41 42 43 46 49 50  
148 1 4 6 9 12 15 25 44  
191 2 16 37 39 45  
57 1 2 3 5 6 7 8 9 15 16 17 18 19 22 23 24 28 29 30 31 32 34 35 37 38 39 40 42 43 44 46 50  
115 1 2 3 6 8 9 16 30 35 36 39 43 50  
32 1 4 5 9 12 13 16 21 23 25 26 27 28 30 32 35 37 38 39 41 42 45 46 48 49 50  
62 1 2 3 5 6 7 8 10 12 13 16 18 19 27 31 32 37 38 39 40 41 45 46 48  
63 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
29 3 4 6 10 11 12 13 14 15 17 18 20 21 23 25 26 29 30 35 36 38 40 41 43 44 46  
159 2 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
70 8 10 16 19 22 23 49  
131 4 7 8 9 11 14 15 16 17 18 19 22 23 24 25 26 29 30 31 32 33 34 35 36 37 38 40 41 43 44 45 47 50  
141 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
51 1 2 3 4 5 8 9 10 12 13 14 15 16 18 21 22 24 25 26 27 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 47 48 49 50  
128 4 9 10 11 14 16 21 22 27 28 30 32 33 35 39 40 43 44 46 47 48 50  
125 1 3 4 5 6 7 8 9 10 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 31 32 33 35 36 37 38 39 42 43 44 45 46 47 48 49 50  
27 1 2 3 4 5 7 8 9 11 13 15 16 17 19 22 23 25 27 28 30 32 34 36 37 40 41 44 45 46 47 48 49 50  
95 2 16 25 41 50  
106 1 2 3 6 7 8 11 12 13 15 16 17 18 22 25 26 27 34 35 37 42 43 44 45 46 48 50  
149 1 2 3 4 5 6 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 26 27 28 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
65 1 3 5 6 7 9 11 12 13 14 17 18 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 41 42 43 45 46 48 50  
7 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 35 36 38 40 41 42 43 44 45 46 47 48 50  
88 2 6 13 15 16 21 23 25 26 29 31 33 34 35 38 41 42  
177 1 2 3 4 5 8 9 10 11 12 13 16 17 18 19 20 21 22 26 27 28 29 30 31 32 33 36 37 39 40 41 42 43 44 46 47 48 49 50  
157 2 3 4 6 7 9 10 13 14 15 16 18 22 24 25 27 29 30 31 32 35 36 39 40 42 44 46 49  
134  
85 28 41  
58 3 6 8 9 12 14 17 21 23 24 33 35 36 37 40 42 46 47  
22 3 4 7 8 9 10 11 19 20 21 25 28 31 32 33 34 36 39 40 42 43 44 45  
42 1 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 42 43 44 45 46 47 48 49  
91 1 2 3 4 6 7 9 10 11 12 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 31 32 34 35 36 37 38 39 40 42 44 45 46 47 48 49 50  
56 1 9 13 14 20 28 39 42 44 45  
40 2 4 7 9 11 16 17 18 19 20 21 22 23 24 25 27 29 32 34 35 37 38 39 41 43 44 47 49  
151 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 18 20 21 23 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 42 43 45 46 47 49 50  
17 1 4 5 7 11 14 15 16 18 19 20 21 23 24 25 27 28 29 30 31 33 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50  
173 1 2 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 24 25 26 29 30 31 32 33 35 36 37 39 40 41 42 43 45 46 47 48  
137 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 43 45 46 47 48 49 50  
76 20 25 26 29 31 32 35 40 42 43 50  
144 2 3 4 5 6 7 8 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50  
123 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50  
119 1 2 3 4 5 7 9 11 13 14 15 16 17 19 20 23 25 26 27 28 29 30 31 33 34 37 39 41 42 43 44 45 46 48 49  
81 5 10 13 14 15 16 21 24 25 28 30 32 33 34 36 38 40 42 44 48 50  
120 2 4 7 11 12 14 15 17 18 20 21 24 28 29 31 32 35 44 45 46 47  
4 1 3 11 14 15 21 22 23 24 25 27 28 29 32 34 35 38 39 41 43 44 45 46 48 50  
133 1 2 4 8 10 11 12 15 17 22 23 24 26 27 29 30 31 33 35 37 38 39 40 41 42 46 47 50  
34 3 11 13 36 45  
194 1 2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50  
13 2 3 9 12 16 20 23 24 28 32 33 35 36 38 39 40 43 45 47  
75 2 3 4 5 8 9 10 11 14 15 16 20 24 26 27 29 30 32 33 34 35 37 40 41 43 45 46 48 49  
92 1 2 3 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 47 48 49 50  
64 1  
118 2 4 26 27 31 34 36 38 42 43 44 48 49  
44 2 5 11 15 18 19 24 25 26 30 31 35 36 41 42 46 49  
189 17 19 39 44 45  
195 3 4 7 11 14 16 17 18 19 20 26 27 28 30 31 32 33 34 35 36 37 40 41 44 45 46 47 48  
1 1 3 5 6 7 8 9 11 15 16 18 19 22 24 25 29 31 32 33 35 37 38 40 43 44 45 46 47 48 49 50  
188 1 4 5 7 8 9 10 13 16 17 20 30 34 36 43 45 47 48  
179 8 10 12 31 40 42 45 47  
142 3 6 8 9 12 14 18 19 34 37 41 44 45 47 48 49 50  
39 1 3 4 7 8 9 10 12 15 16 17 18 20 21 23 24 25 26 27 28 29 31 32 35 36 38 39 40 41 42 43 44 45 46 49 50  
89 2 3 5 6 7 8 11 12 13 14 15 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 38 40 41 42 43 44 45 46 47 48 49 50  
18 1 2 3 4 5 6 7 8 9 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 42 43 44 45 46 47 49 50  
107 2 6 15 17 20 23 24 26 27 30 31 32 33 42 44 45 47 50  
16 1 2 10 14 16 18 21 25 27 28 31 34 35 37 42 44 46  
167 1 2 3 4 5 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
197 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 48 49 50  
116 5 12 23 30 32 37 41 43 49  
55 1 3 4 5 6 8 11 12 17 18 20 23 27 29 30 31 34 36 37 38 41 43 44 45 47 49 50  
97 3 11 14 16 20  
176 7 8 18 29 31 34 35 37 39 43 44 47  
102 1 2 4 13 14 18 20 22 26 29 34 41 42 46 47 48 50  
66 2 5 6 8 10 13 15 19 24 26 32 33 34 35 38 43 45 50  
49 17 23 39 44 47  
82 1 3 5 8 12 13 14 15 17 18 22 24 25 27 29 30 31 33 34 36 37 38 39 40 44 45 48 50  
94 1 5 7 9 11 16 26 27 30 32 37 41 43 49  
96 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
74 2 3 6 7 8 9 10 11 12 13 14 15 17 18 19 20 22 23 24 25 26 27 28 29 32 33 34 36 37 38 39 40 42 47 48 50  
48 1 2 3 6 10 12 14 18 20 21 28 29 32 35 36 37 39 43 44 46 48  
143 4 6 8 9 10 13 14 15 16 19 20 26 35 36 37 40 43 47 49 50  
108 1 2 3 4 5 6 7 8 9 10 15 17 18 19 21 22 23 24 26 27 28 31 32 33 34 35 36 37 39 41 42 43 44 45 47 49 50  
8 2 7 8 16 24 39 41 45 47 48  
46 2 4 7 9 10 11 14 15 16 18 20 21 22 23 24 25 26 27 28 29 30 32 33 35 42 43 45 46 48 50  
77 6 20 21 32 40  
192 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 46 47 48 49 50  
84 3 5 13 14 16 18 19 20 24 25 27 29 30 32 34 35 36 39 41 43 46 47 48  
182 1 2 5 6 8 11 13 15 16 17 23 24 26 27 29 32 36 37 38 41 43 45 46 48 49 50  
140 3 4 7 9 10 11 12 14 16 17 20 22 23 24 26 27 28 31 34 36 40 42 44 45 46 47 48 50  
72 2 3 4 5 7 8 9 10 11 13 14 15 17 19 20 21 22 23 25 26 27 28 30 31 35 40 46 47 48 49 50  
COST_INSTALL_SERVER_AND_PROGRAMS :
0 9.0 1.0 3.0 4.0 4.0 5.0 3.0 4.0 1.0 4.0 4.0 4.0 3.0 1.0 1.0 2.0 5.0 4.0 1.0 5.0 4.0 2.0 5.0 5.0 3.0 1.0 4.0 2.0 2.0 5.0 4.0 1.0 1.0 3.0 5.0 2.0 1.0 5.0 4.0 5.0 5.0 2.0 2.0 4.0 1.0 3.0 3.0 1.0 3.0 2.0 1.0  
181 15.0 1.0 4.0 2.0 1.0 2.0 1.0 4.0 5.0 1.0 1.0 2.0 3.0 5.0 2.0 1.0 4.0 3.0 1.0 2.0 1.0 5.0 2.0 4.0 3.0 5.0 2.0 4.0 1.0 1.0 1.0 1.0 3.0 4.0 2.0 2.0 3.0 2.0 2.0 4.0 2.0 3.0 2.0 1.0 3.0 2.0 5.0 1.0 5.0 2.0 2.0  
104 15.0 2.0 2.0 4.0 3.0 1.0 3.0 2.0 5.0 3.0 2.0 4.0 4.0 5.0 4.0 3.0 3.0 3.0 3.0 1.0 2.0 5.0 1.0 4.0 5.0 5.0 1.0 4.0 1.0 4.0 4.0 4.0 4.0 2.0 3.0 3.0 5.0 4.0 3.0 2.0 4.0 3.0 4.0 2.0 5.0 5.0 5.0 3.0 1.0 1.0 5.0  
69 8.0 4.0 2.0 3.0 1.0 1.0 3.0 5.0 2.0 5.0 3.0 3.0 5.0 5.0 2.0 1.0 2.0 4.0 5.0 3.0 1.0 3.0 3.0 3.0 1.0 1.0 1.0 5.0 1.0 5.0 1.0 5.0 3.0 2.0 4.0 2.0 1.0 4.0 2.0 1.0 4.0 3.0 3.0 5.0 2.0 2.0 2.0 2.0 5.0 5.0 4.0  
