200 40
NETWORK_TREE :
109 1 2 6 7 8 12 16 18 19 20 21 23 24 30 31 32 33 34 35 38  
42 2 3 4 5 6 10 12 14 15 17 18 19 21 23 24 25 27 28 29 35 36 37 38 39 40  
198 3 5 7 10 12 17 18 19 23 25 26 27 28 34 40  
136 2 3 4 5 6 7 8 9 11 12 13 14 15 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 34 35 37 38 39  
40 1 2 4 5 6 8 9 10 11 12 13 14 15 17 21 22 23 24 26 31 32 33 34 35 36 37 39  
144 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 35 36 37 38 39 40  
15 2 5 6 7 8 9 10 12 13 14 17 18 19 20 21 22 23 24 27 28 29 31 32 35 36 39 40  
14 3 6 19 28 31 33 38  
44 1 2 3 4 6 9 10 11 12 14 16 19 20 22 24 25 27 28 29 30 31 32 33 34 35 37 38 39 40  
190 1 4 5 6 10 12 13 15 16 18 20 22 24 25 26 28 29 30 31 33 36 37 39  
195 1 3 5 7 9 10 11 13 15 16 21 23 28 30 34 39 40  
91 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39  
131 1 2 3 4 5 6 7 8 9 10 11 13 15 21 22 23 26 28 30 31 33 34 35 36 37 39 40  
150 1 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 36 37 38 39  
87 6 7 13 14 24 29 38 39 40  
145 33  
93 2 6 10 11 12 18 19 23 24 25 33 37 38  
31 6 7 12 37  
159 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 32 33 34 35 36 37 38 39 40  
121 2 10 15 21  
78 6 8 9 12 14 16 17 19 20 23 25 26 28 30 32 35 37 39 40  
139 1 2 4 5 6 8 11 12 13 14 15 16 18 25 26 27 28 29 30 31 33 34 35 37 39 40  
37 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
56 1 15 17 19 22 40  
66 1 2 3 4 5 9 11 12 16 20 21 28 29 30 32 34 35 37 38 40  
102 2 3 5 6 7 8 9 11 12 16 21 22 23 24 26 27 31 33 34 35 38 39 40  
116  
18 1 2 3 4 5 7 8 9 10 11 13 16 17 19 20 21 22 23 24 26 27 29 30 31 32 34 35 36 37 38 39  
167 5 6 9 11 13 16 18 21 27 31 34 35 36 37  
64 7  
83 3 6 10 14 18 19 22 23 26 36 38 40  
34 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 27 28 29 30 31 32 33 34 35 37 38 39  
53 2 5 7 8 10 11 13 14 16 19 20 21 24 25 26 27 28 31 32 33 36 39 40  
191 2 3 8 10 12 18 20 21 24 26 29 31 37  
79 4 6 10 12 14 16 17 23 31 34  
95  
194 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 26 27 30 31 32 33 34 35 37 38 39  
119 1 4 5 6 11 12 17 20 24 27 31 34 35 40  
165 1 2 3 4 6 8 12 15 16 17 18 19 20 21 22 27 28 29 30 32 34 35 36 37 40  
80 1 2 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 40  
185 6 10 23  
74  
COST_INSTALL_SERVER_AND_PROGRAMS :
0 11.0 4.0 3.0 4.0 4.0 3.0 4.0 5.0 5.0 2.0 5.0 3.0 5.0 2.0 2.0 5.0 5.0 5.0 5.0 2.0 3.0 4.0 2.0 5.0 3.0 5.0 3.0 3.0 5.0 4.0 4.0 4.0 1.0 5.0 3.0 4.0 4.0 2.0 5.0 3.0 2.0  
180 9.0 3.0 1.0 3.0 3.0 2.0 3.0 5.0 1.0 2.0 1.0 3.0 4.0 5.0 1.0 1.0 3.0 5.0 5.0 1.0 3.0 5.0 2.0 3.0 5.0 2.0 1.0 2.0 2.0 4.0 1.0 5.0 4.0 2.0 5.0 3.0 2.0 1.0 2.0 4.0 1.0  
133 15.0 4.0 4.0 3.0 4.0 5.0 5.0 2.0 1.0 4.0 5.0 5.0 2.0 3.0 3.0 2.0 1.0 3.0 3.0 3.0 2.0 3.0 1.0 5.0 3.0 5.0 5.0 1.0 3.0 5.0 1.0 4.0 5.0 4.0 5.0 5.0 5.0 1.0 3.0 5.0 5.0  
97 11.0 2.0 1.0 2.0 3.0 2.0 2.0 4.0 1.0 3.0 5.0 4.0 5.0 1.0 3.0 1.0 4.0 4.0 1.0 2.0 2.0 4.0 2.0 2.0 5.0 3.0 3.0 3.0 5.0 1.0 4.0 2.0 1.0 2.0 5.0 1.0 3.0 3.0 4.0 2.0 5.0  
176 11.0 1.0 2.0 3.0 4.0 4.0 3.0 2.0 3.0 2.0 3.0 1.0 2.0 2.0 4.0 5.0 3.0 5.0 4.0 1.0 3.0 4.0 2.0 5.0 4.0 4.0 4.0 1.0 5.0 1.0 2.0 4.0 4.0 3.0 5.0 2.0 1.0 3.0 2.0 1.0 4.0  
69 8.0 1.0 3.0 2.0 5.0 4.0 3.0 2.0 5.0 4.0 3.0 1.0 5.0 4.0 3.0 1.0 2.0 4.0 3.0 1.0 5.0 5.0 5.0 2.0 4.0 4.0 5.0 4.0 4.0 2.0 2.0 5.0 4.0 5.0 2.0 3.0 3.0 5.0 3.0 3.0 2.0  
101 8.0 2.0 3.0 1.0 4.0 5.0 3.0 1.0 4.0 3.0 4.0 1.0 2.0 5.0 2.0 4.0 4.0 5.0 4.0 2.0 3.0 3.0 1.0 2.0 3.0 1.0 4.0 3.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 4.0 5.0 2.0 2.0 3.0 3.0  
156 7.0 5.0 1.0 3.0 2.0 1.0 2.0 2.0 2.0 1.0 4.0 3.0 5.0 2.0 2.0 5.0 4.0 3.0 4.0 2.0 1.0 4.0 3.0 2.0 2.0 3.0 3.0 5.0 1.0 3.0 1.0 4.0 3.0 3.0 3.0 3.0 1.0 3.0 2.0 3.0 4.0  
175 11.0 4.0 3.0 4.0 1.0 2.0 3.0 3.0 5.0 5.0 3.0 4.0 1.0 4.0 3.0 1.0 4.0 1.0 4.0 3.0 2.0 1.0 1.0 1.0 5.0 3.0 4.0 4.0 4.0 5.0 4.0 5.0 4.0 5.0 1.0 4.0 4.0 5.0 3.0 3.0 5.0  
8 10.0 3.0 3.0 1.0 1.0 3.0 1.0 1.0 1.0 5.0 4.0 2.0 4.0 3.0 5.0 2.0 3.0 1.0 4.0 1.0 5.0 4.0 1.0 2.0 1.0 5.0 3.0 1.0 3.0 3.0 1.0 3.0 3.0 2.0 2.0 5.0 5.0 2.0 5.0 3.0 3.0  
183 10.0 2.0 3.0 4.0 1.0 4.0 4.0 5.0 1.0 4.0 2.0 2.0 5.0 1.0 4.0 2.0 5.0 4.0 1.0 4.0 1.0 4.0 1.0 2.0 2.0 3.0 5.0 4.0 2.0 4.0 3.0 3.0 1.0 3.0 3.0 1.0 1.0 1.0 2.0 1.0 1.0  
48 8.0 1.0 2.0 4.0 4.0 3.0 1.0 4.0 5.0 4.0 5.0 1.0 1.0 2.0 5.0 3.0 5.0 4.0 4.0 1.0 2.0 5.0 4.0 5.0 5.0 4.0 1.0 3.0 2.0 5.0 5.0 5.0 4.0 1.0 1.0 2.0 5.0 3.0 1.0 3.0 2.0  
21 6.0 1.0 1.0 3.0 5.0 5.0 4.0 2.0 4.0 5.0 3.0 5.0 3.0 1.0 1.0 4.0 1.0 5.0 5.0 5.0 3.0 3.0 1.0 1.0 5.0 4.0 5.0 5.0 3.0 2.0 4.0 1.0 4.0 3.0 3.0 1.0 2.0 4.0 3.0 5.0 3.0  
186 7.0 3.0 3.0 3.0 2.0 3.0 4.0 3.0 2.0 3.0 3.0 4.0 2.0 4.0 2.0 2.0 4.0 5.0 1.0 4.0 4.0 3.0 1.0 1.0 2.0 5.0 3.0 4.0 2.0 5.0 5.0 1.0 1.0 5.0 1.0 5.0 1.0 4.0 3.0 5.0 2.0  
27 12.0 5.0 4.0 3.0 4.0 5.0 4.0 3.0 4.0 2.0 2.0 4.0 1.0 4.0 1.0 2.0 2.0 5.0 1.0 5.0 5.0 2.0 1.0 2.0 1.0 4.0 5.0 5.0 5.0 5.0 2.0 1.0 1.0 1.0 3.0 5.0 4.0 5.0 3.0 4.0 4.0  
124 6.0 1.0 4.0 5.0 4.0 1.0 3.0 1.0 5.0 4.0 3.0 2.0 1.0 4.0 4.0 5.0 1.0 5.0 5.0 5.0 2.0 1.0 3.0 4.0 1.0 2.0 5.0 3.0 1.0 2.0 1.0 1.0 3.0 5.0 5.0 4.0 1.0 2.0 3.0 3.0 2.0  
173 9.0 5.0 2.0 3.0 1.0 3.0 4.0 4.0 5.0 3.0 1.0 1.0 5.0 1.0 3.0 1.0 3.0 5.0 1.0 1.0 4.0 4.0 2.0 4.0 1.0 2.0 3.0 4.0 1.0 2.0 2.0 5.0 1.0 3.0 1.0 3.0 3.0 2.0 4.0 1.0 3.0  
54 12.0 2.0 5.0 3.0 5.0 2.0 5.0 4.0 4.0 5.0 1.0 1.0 1.0 1.0 2.0 4.0 1.0 5.0 5.0 4.0 1.0 1.0 3.0 2.0 5.0 3.0 5.0 3.0 1.0 1.0 2.0 1.0 4.0 1.0 5.0 1.0 3.0 4.0 5.0 2.0 3.0  
