150 100
NETWORK_TREE :
65 64 4.0 
84 83 1.0 
50 47 1.0 
40 38 9.0 
79 78 1.0 
133 132 4.0 
113 111 2.0 
66 61 7.0 
96 95 4.0 
87 85 9.0 
121 119 4.0 
56 55 9.0 
21 20 9.0 
16 15 6.0 
12 11 6.0 
149 0 2.0 
25 24 1.0 
NODE_PROGRAM :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
125 2 12 14 16 17 18 19 22 23 24 28 29 31 32 33 34 36 38 41 42 46 48 49 50 52 53 58 68 73 80 83 90 91 92 100  
11 1 2 3 4 5 8 10 12 13 15 16 17 18 20 21 22 23 24 25 26 29 33 36 37 39 40 43 44 45 47 48 49 50 51 53 54 55 57 58 59 61 62 66 67 68 69 72 73 74 75 76 77 78 79 80 82 83 84 86 87 89 90 91 92 93 96 97 98 99 100  
118 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50 51 52 53 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
82 1 6 7 8 9 11 12 15 19 27 29 30 31 38 42 52 54 55 60 61 64 68 69 72 73 75 79 82 85 90 92 93 95 99  
43 11 17 25 29 33 42 46 49 51 55 66 72 75 79 83 84 86 90 91 96 97  
142 1 3 6 7 10 11 12 14 15 17 18 19 21 22 26 28 30 32 33 34 36 37 39 40 42 48 49 50 51 52 53 54 55 58 60 61 63 64 65 67 68 70 73 76 77 78 79 81 82 85 86 89 93 94 95 96  
129 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 25 27 29 30 31 32 33 37 38 39 40 42 43 45 46 48 49 52 53 54 56 57 58 59 60 61 62 64 65 66 67 68 70 71 72 73 74 76 77 79 80 81 82 83 85 86 87 88 89 90 92 93 94 96 97 99 100  
124 10 35 43 91  
92 39 85  
149 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 24 25 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 59 60 61 62 63 64 65 66 68 69 70 71 72 75 76 77 78 79 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
135 1 2 6 10 15 18 19 23 24 25 28 31 33 35 37 38 39 40 41 45 46 48 49 53 55 58 60 63 64 65 70 75 77 79 80 82 84 85 87 88 90 92 96 97 99 100  
66 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 43 44 45 46 49 51 53 54 55 56 57 58 63 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 100  
132 3 14 17 29 49 54 60 67 71 76 77 87 93 95  
84 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99 100  
48 1 2 3 4 5 8 10 12 13 15 16 17 18 20 21 22 24 25 28 30 31 32 33 34 35 36 37 38 39 40 42 44 45 46 47 48 50 52 53 54 55 56 57 58 60 61 62 64 65 66 67 68 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 90 92 93 94 95 96 97 98  
5 1 3 4 5 6 7 8 9 12 13 14 15 16 17 19 20 21 23 25 26 27 28 29 31 32 36 37 38 39 40 41 42 43 44 45 47 48 49 50 52 53 55 56 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 87 88 89 90 92 93 95 96 98 99  
72 1 2 3 4 5 6 8 9 10 11 13 14 15 16 19 20 22 23 24 25 26 27 29 30 31 32 33 34 35 37 38 39 41 43 44 47 48 50 51 54 56 59 60 62 63 64 65 66 67 70 71 73 74 75 76 77 78 79 81 82 84 85 86 87 88 89 90 92 93 94 95 96 97 98 99 100  
10 4 6 8 19 20 22 24 26 27 29 30 34 35 36 37 45 46 47 48 50 53 55 56 58 59 61 63 65 66 68 69 70 71 72 74 75 76 85 87 88 90 92 94 95 97 99 100  
9 5 6 8 12 18 21 22 23 28 29 31 32 33 34 37 39 41 52 56 57 58 60 61 67 68 71 72 82 84 86 87 89 91 95 97 98 99 100  
147 1 2 4 5 10 11 12 13 15 16 18 19 20 21 22 23 25 27 28 29 34 35 38 39 40 41 44 47 48 50 51 52 53 54 55 56 57 59 60 62 63 65 66 67 68 69 73 75 76 78 79 81 82 83 84 85 86 87 89 90 91 94 95 96 97 99 100  
106 1 2 5 10 12 15 17 23 24 25 26 32 33 35 36 38 41 43 44 49 51 52 53 54 59 63 64 66 68 70 78 82 84 85 91 92 97 99  
126 1 2 3 5 6 9 10 11 12 13 14 16 19 22 23 24 25 28 29 30 31 32 33 35 36 38 40 41 42 43 44 45 47 49 50 51 52 54 55 56 58 59 62 64 67 69 70 71 74 75 76 77 80 81 82 83 85 88 89 90 92 93 94 95 96 97 98 100  
102 24 33 34 39 40 45 50 59 63 64 67 77 78 79 87 89 97 98  
34 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 95 96 97 98 99 100  
26 44 62  
105 3 5 8 16 17 19 20 24 35 40 42 43 53 56 64 72 82 94 99 100  
44 1 2 3 4 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 28 29 30 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 92 93 94 95 96 98 99 100  
20 15 17 21 24 30 39 55 59 62 70 80 84 85 89 99  
75 3 4 5 8 9 11 12 13 14 15 16 25 28 29 30 31 36 41 42 44 45 46 47 48 50 55 56 57 60 62 63 64 65 66 71 73 74 77 78 81 84 85 95 98 99  
148 36  
71 17 48 81 86 88  
29 1 4 5 7 9 10 12 14 23 24 25 26 27 28 33 39 40 42 43 45 48 54 56 58 61 65 66 67 68 69 70 71 72 75 85 89 92 93 96 99 100  
107 3 4 5 8 9 10 11 12 13 14 16 17 18 19 20 22 23 24 26 27 28 29 30 31 32 34 35 36 37 40 43 44 46 47 49 50 51 52 53 54 55 58 59 61 62 64 65 67 68 69 71 72 73 74 78 81 82 83 84 86 87 88 89 91 92 94 96 97 99 100  
83 2 3 4 5 6 7 9 10 11 13 14 15 17 18 19 22 23 24 25 26 27 28 30 31 32 37 38 39 40 41 42 43 44 45 46 49 50 52 53 55 56 57 58 60 61 62 63 64 66 69 70 71 72 73 74 76 77 78 79 80 81 82 87 88 89 90 91 93 94 95 96 97 98 99  
37 1 2 3 4 5 10 11 12 18 19 20 23 27 29 31 33 34 37 41 42 43 44 45 49 52 53 57 58 59 60 61 62 63 64 65 66 69 70 71 73 74 75 76 77 78 79 81 86 88 89 91 92 93 95 96 97 98 99 100  
136 4 5 6 7 8 9 13 15 17 21 23 26 28 29 38 39 42 47 48 49 50 52 58 61 62 63 65 66 67 69 72 73 74 77 78 79 81 82 83 91 92 97 98  
121 3 4 5 6 9 10 11 12 13 14 15 17 18 19 20 21 23 24 25 26 28 29 31 33 34 35 37 39 41 42 43 44 45 47 48 49 50 51 52 53 54 55 57 59 60 61 62 63 66 67 68 69 70 71 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 90 92 95 96 98  
111 22 31 45 59 70 75 96  
14 3 5 6 11 12 13 14 19 21 22 23 25 28 29 33 43 46 47 48 50 51 53 55 60 61 63 64 67 68 71 72 73 76 78 81 85 86 87 88 89 93 94 96 99 100  
8 2 4 8 9 10 11 13 15 16 18 19 23 24 26 28 29 30 32 33 34 35 36 37 38 40 42 43 44 45 47 49 50 52 53 55 57 60 61 62 64 65 66 67 68 69 73 74 75 76 79 80 81 83 85 90 93 94 95 96 98 99 100  
143 3 4 5 6 7 8 9 10 11 12 14 15 16 17 19 20 21 22 28 30 31 32 33 35 36 38 39 40 41 42 44 45 47 48 49 50 51 53 54 55 56 58 59 60 61 63 64 65 67 68 69 70 71 73 74 75 76 78 79 80 81 82 83 87 88 89 90 91 92 93 94 96 98 99 100  
28 1 3 5 8 10 11 12 14 15 16 17 18 19 22 23 26 27 28 31 37 38 39 41 44 47 48 49 50 51 52 53 54 58 59 62 63 66 68 69 70 71 72 73 74 75 76 84 86 87 89 94 95  
31 15 20 23 26 41 47 53 62 67 76 82 83 98  
137 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
104 2 3 5 6 9 10 11 12 13 14 15 16 17 19 20 21 22 24 25 27 28 29 30 31 33 34 35 36 37 38 39 41 42 46 47 48 49 50 51 53 54 55 56 58 59 60 61 62 64 66 67 68 69 70 71 74 77 78 79 80 81 82 85 86 88 89 90 91 92 93 94 95 96 98 100  
68 9 11 14 15 19 22 23 32 33 35 37 38 39 40 41 43 45 49 50 51 53 57 58 60 63 64 72 79 81 82 85 86 87 93 97 100  
97 1 2 3 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 41 42 43 45 46 47 49 51 52 55 57 59 61 62 63 64 66 67 69 70 72 73 75 76 77 79 80 81 83 85 86 87 88 89 90 91 92 96 97 99 100  
86 2 3 4 6 7 10 19 30 32 34 41 44 53 56 57 58 61 65 67 68 73 76 78 90 93 99 100  
30 1 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22 24 25 26 27 29 30 31 32 33 34 36 39 40 41 42 45 47 48 49 50 51 52 53 55 58 59 60 61 62 63 64 66 67 68 70 71 72 74 75 76 77 78 79 80 81 82 84 85 87 88 89 90 91 93 94 95 97 98 99 100  
139 1 5 7 9 12 14 18 22 27 28 30 31 35 36 41 42 44 46 50 52 54 61 62 64 67 68 73 74 76 77 78 83 87 88 97 98 100  
93 1 2 3 4 6 7 9 11 13 14 15 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 34 36 39 40 42 43 45 47 48 49 50 51 52 53 55 56 57 58 59 61 62 66 67 68 70 71 72 74 75 79 81 82 83 84 87 89 91 93 95 96 97 98 99 100  
94 7 10 33 42 75 95 97  
19 2 5 6 8 13 15 17 18 19 21 22 24 25 28 29 30 33 34 35 36 38 40 41 44 47 55 56 58 59 63 65 68 72 74 77 79 80 84 85 87 88 97 98 99  
110 7 14 22 39 54 63 85 90 94 96  
42 1 2 3 4 6 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 74 75 76 77 78 79 80 81 82 83 84 85 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
15 1 6 9 10 14 17 19 20 24 25 26 27 29 31 32 34 36 38 39 40 45 52 54 56 58 60 61 62 63 64 65 66 68 69 71 74 75 76 77 81 83 84 86 89 92 93 94 100  
22 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99 100  
54 12 17 18 25 28 30 37 38 45 47 50 52 54 61 65 69 71 78 97 99  
16 1 6 11 15 40 46 51 74 78 90 99  
47 1 2 5 6 8 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 45 46 47 48 49 50 51 52 53 54 55 56 57 59 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98 100  
100 11 20 22 23 24 28 30 34 42 44 46 52 55 69 76 82 93 94 99 100  
52 7 8 9 10 12 14 17 18 19 20 25 27 29 31 34 37 42 44 50 51 53 54 55 61 62 66 70 72 73 74 76 77 88 92 94 95 97 99  
63 37 86  
4 3 4 5 6 7 8 9 10 11 12 13 15 17 18 20 23 25 26 27 29 31 33 34 35 37 39 41 43 44 45 46 47 48 50 51 52 53 54 55 58 59 61 62 63 65 66 67 69 70 71 72 73 74 75 76 77 78 80 82 83 84 85 86 87 89 90 92 93 94 95 97 98 100  
76 1 3 4 5 6 7 8 9 10 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 38 40 41 42 43 45 46 48 50 52 54 55 57 58 60 61 62 63 64 67 69 71 72 73 74 76 77 79 80 81 84 85 86 89 93 94 95 97 98  
90 5 6 9 11 13 14 15 16 21 29 30 32 35 36 40 45 46 47 49 51 52 56 57 59 63 65 67 71 72 73 74 75 76 77 78 82 84 86 87 90 92 94 95 96 100  
6 2 3 4 5 6 7 10 11 12 15 16 17 18 19 20 21 22 23 24 26 27 29 30 31 32 33 35 36 37 38 39 40 42 45 46 48 49 51 52 55 56 57 59 60 61 62 63 64 66 67 68 69 70 71 73 75 76 78 79 80 81 82 83 85 86 87 88 89 90 93 94 95 96 98 100  
33 8 12 20 26 37 56 58 71 76 77 83 89 93 94 98  
39 8 12 20 27 30 31 32 39 69  
13 3 13 14 17 19 21 23 29 34 37 50 55 60 61 65 66 68 70 74 78 84 86 90 93 96 99 100  
117 13 23 31 35 37 49 70 73  
113 7 9 11 12 13 14 16 19 21 22 25 29 32 34 35 37 39 41 42 44 47 48 50 51 56 57 61 66 67 70 72 74 76 79 84 92 93 94 95 100  
98 1 2 3 4 6 7 8 9 10 13 15 16 17 18 20 21 23 24 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 43 44 45 46 49 52 53 54 55 56 58 59 60 61 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 86 87 89 90 91 92 93 94 95 96 98 99 100  
119 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 30 32 33 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99 100  
27 1 2 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 95 96 97 99 100  
61 1 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 20 22 24 28 29 30 31 32 38 39 40 41 45 47 49 50 51 52 55 56 58 59 60 62 63 65 69 71 72 73 75 77 79 81 82 83 86 87 88 90 91 95 97 98 99  
81 2 3 4 5 7 11 12 14 15 16 17 18 19 22 24 25 27 29 30 33 34 35 36 37 40 41 43 45 46 48 49 50 52 53 54 56 57 60 64 65 67 70 72 75 77 78 79 80 83 84 90 92 94 96 97 98 100  
85 2 3 5 6 7 8 9 11 12 14 15 16 19 21 22 23 24 25 27 28 30 31 32 34 37 38 40 41 42 43 45 46 47 49 51 53 54 56 57 58 61 62 63 64 66 67 68 71 73 74 76 77 78 79 80 82 84 85 86 87 88 92 94 96 97 99  
60 29 66  
1 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 21 22 23 25 27 28 29 30 31 33 35 36 38 40 42 43 46 47 48 51 52 53 54 55 56 57 59 62 63 64 65 66 68 69 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 89 90 91 92 94 97 98 99 100  
59 2 4 6 10 11 14 15 17 18 26 32 33 37 41 45 49 50 55 56 59 61 62 67 69 71 72 80 81 83 85 87 93 95  
89 4 17 26 39 41 42 44 45 50 55 59 60 70 74 84 85 96  
38 3 4 7 8 9 12 18 19 21 24 25 31 35 36 37 40 44 45 47 48 50 52 56 62 66 67 68 71 72 74 75 79 86 88 92 94  
40 2 3 4 5 7 8 9 12 15 16 17 20 21 22 24 25 28 29 30 31 33 35 37 39 40 44 47 48 50 52 53 55 57 59 61 63 65 66 70 71 72 73 74 75 76 77 79 80 82 83 84 86 87 89 90 91 93 94 100  
88 1 2 3 4 5 6 7 8 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 54 55 58 59 61 63 64 65 66 68 69 70 71 72 73 74 75 76 77 78 80 81 85 87 88 89 90 91 92 93 94 95 97 98  
24 8 16 28 32 54 72 93  
108 1 2 3 5 6 8 9 10 11 12 14 15 17 18 19 20 21 25 27 28 29 30 32 33 36 41 43 46 48 49 51 52 55 57 58 60 65 67 68 69 70 73 74 75 77 78 79 81 82 84 87 91 92 95 97 99  
87  
140 8 12 13 16 17 25 30 36 39 40 41 42 45 49 56 58 60 65 66 70 77 79 84 88 95 96 99  
45 1 21 24 30 32 34 44 56 61 72 74 81 82 83 87 89  
122 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 21 22 24 25 26 27 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 49 51 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 78 80 82 83 85 86 88 89 90 91 92 93 94 95 96 97 98 99 100  
21 2 3 5 6 7 9 10 11 14 16 17 19 21 23 26 28 29 31 34 35 36 38 40 43 45 46 47 49 52 54 57 58 63 64 68 69 70 71 73 75 76 77 78 79 81 82 83 84 87 89 90 92 96 99 100  
103 2 4 5 6 7 9 10 11 12 15 16 18 19 20 24 28 29 30 32 33 35 36 37 42 43 44 45 46 47 48 49 52 53 54 55 56 58 59 61 63 65 67 68 69 70 71 72 73 75 76 77 78 79 81 82 84 85 87 89 90 91 93 94 96 97 98 99 100  
96 4 15 16 17 27 28 31 32 34 41 53 57 62 66 76 79 80 82 93 95  
114 2 3 4 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 28 30 31 33 34 35 36 37 39 40 41 42 43 44 46 48 49 51 52 53 54 56 58 59 60 61 62 63 64 66 67 68 69 70 72 73 76 78 79 81 82 83 84 85 86 87 88 89 90 91 93 94 95 97 99 100  
35 2 4 8 9 13 22 23 25 26 28 31 32 33 38 39 41 46 47 51 52 55 56 59 60 62 63 68 69 71 72 73 83 87 92 95 96 100  
131 2 4 7 8 16 20 24 26 27 28 29 33 34 50 53 57 59 77 81 83 86 88 98  
80 1 2 3 4 7 9 10 11 13 14 17 18 19 20 22 23 25 26 27 28 32 33 34 35 36 37 38 39 41 43 45 47 48 49 50 51 52 53 57 59 60 61 62 63 65 66 68 69 70 72 74 75 76 77 78 79 81 85 87 88 89 90 91 92 93 94 95 96 97 98 99 100  
56 4 6 9 15 16 17 19 20 21 22 23 25 26 28 29 32 37 39 40 42 43 44 46 47 48 51 53 56 57 59 64 65 66 69 72 76 77 78 79 81 82 83 84 88 89 93 94 95 98 99  
3 2 3 5 9 10 11 12 15 16 17 27 29 32 33 34 36 38 40 41 42 43 47 49 53 57 58 68 72 76 78 79 91 96 100  
138 3 5 6 11 12 14 15 16 22 23 24 26 28 33 35 37 38 40 42 44 45 48 49 50 51 52 53 54 55 56 57 58 59 64 65 67 71 72 74 76 78 79 81 82 84 90 91 94 95 96 98 100  
46 2 3 4 5 6 8 9 11 12 13 14 15 16 17 18 19 21 22 24 26 27 28 29 31 32 35 38 39 40 42 43 44 45 46 47 48 50 52 54 56 57 58 59 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 79 80 82 83 85 86 87 88 89 91 92 93 95 96 97 98 99  
120 14 41 48 54 62 63 70 71 75 83 86 89 93 95  
17 2 4 8 10 11 13 14 16 19 20 21 24 25 26 27 29 30 35 42 45 46 47 48 53 54 63 67 68 70 74 75 77 79 82 87 88 89 92 94 95 100  
50 1 5 8 12 15 23 50 54 57 59 62 63 70 73 80 81 88 92 98  
74 1 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 39 40 41 42 44 46 48 49 50 51 52 53 54 55 57 58 59 60 61 62 64 65 66 67 68 69 70 71 72 73 75 76 77 78 79 80 81 82 83 84 85 88 89 90 91 93 94 95 96 97 99  
116 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 51 52 53 54 55 56 57 58 59 60 61 62 63 65 66 68 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 89 90 91 92 93 94 95 96 97 98 99 100  
49 1 2 8 10 11 12 13 14 15 17 18 19 26 27 28 29 30 31 32 33 34 37 38 44 45 48 49 50 51 52 54 55 56 60 61 62 63 64 65 66 67 68 69 72 74 75 76 77 79 83 84 85 89 92 94 95 96  
123  
51 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 37 39 40 41 42 43 44 46 47 48 49 50 51 52 53 54 56 57 58 59 61 63 64 65 66 67 68 69 71 72 73 74 77 78 79 80 81 83 85 87 88 89 90 91 92 94 96 97 98 99 100  
7 2 3 4 6 12 13 14 15 19 22 23 24 25 26 28 30 31 32 33 35 36 37 38 39 41 42 43 44 45 47 48 49 50 51 55 57 65 66 68 71 72 73 74 76 77 79 81 83 84 88 90 91 92 96 100  
134 7 11 12 13 15 21 22 45 76 80 82 83 88  
69 1 3 4 6 7 16 20 21 22 26 27 28 33 35 42 43 44 45 48 49 52 55 57 58 59 61 62 69 71 72 74 77 79 81 82 83 84 85 86 87 90 91 93 94 98 99  
146 2 3 7 8 9 11 12 13 14 15 16 17 18 21 23 24 25 26 27 28 29 30 34 35 36 38 39 40 41 43 44 45 46 47 48 49 50 52 53 55 56 57 58 60 61 62 63 64 65 66 67 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 88 89 90 91 92 93 94 95 96 97 98 100  
41 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22 24 25 26 27 28 29 30 31 32 34 36 37 38 40 41 42 43 44 45 46 47 48 49 50 51 53 54 56 57 58 60 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 96 97 98 99 100  
145 1 2 4 7 8 9 10 11 12 13 14 15 16 17 18 20 22 24 25 26 29 34 36 38 39 40 42 43 44 45 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 64 65 69 70 71 72 74 75 76 79 80 81 82 83 87 89 90 91 94 96 97 99  
99 3 4 12 16 19 34 37 40 43 44 53 71 77 78 97  
36 1 2 3 4 5 6 7 8 10 12 14 15 16 17 19 22 23 26 27 28 29 30 32 33 35 36 37 39 40 41 42 46 47 48 49 51 52 53 54 55 56 59 61 62 64 65 68 69 70 71 72 75 76 79 80 82 83 84 86 87 88 90 91 93 94 98 100  
133 1 2 3 6 8 10 16 19 20 22 23 28 29 30 32 33 34 35 37 38 41 44 46 47 50 51 53 54 56 60 62 64 68 69 72 75 76 77 80 81 82 83 84 85 86 90 91 92 93 95 98 100  
127 10 38  
53 2 5 6 8 13 15 20 23 24 28 31 34 35 36 37 45 49 51 52 54 56 60 63 64 68 71 73 74 79 80 81 84 87 88 95 99  
91 5 9 15 16 19 32 33 37 40 43 44 49 72 75 82 88 97 99  
23 1 2 3 4 6 7 8 9 10 11 12 13 15 18 19 20 21 23 24 25 27 28 29 30 32 34 35 36 37 38 39 40 42 44 45 48 49 50 51 54 55 56 57 58 59 60 61 63 64 66 67 68 69 72 74 77 78 79 80 81 82 83 84 85 87 88 89 90 92 94 97 98 99 100  
79 7 10 20 31 35 37 40 49 52 53 54 64 65 71 74 83 85 88 90 91 96  
