150 50
NETWORK_TREE :
35 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50  
60 1 2 3 4 5 6 10 11 12 14 15 17 18 19 20 22 24 25 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
145 1 2 3 6 8 9 10 11 13 17 20 22 23 24 25 26 28 29 30 31 33 34 35 38 40 41 42 44 45 46 47 48 49 50  
13 1 2 3 6 7 8 9 10 11 12 14 15 18 19 20 21 23 24 25 26 27 28 29 31 32 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
29 1 3 5 6 7 9 10 13 18 20 21 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50  
5 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 47 48 49 50  
147 3 11 12 15 23 31 39 46 50  
70 1 5 8 9 10 14 18 20 22 23 24 27 28 35 36 39 41 43 47 48  
125 1 2 5 6 7 8 9 10 11 12 15 17 20 22 24 26 27 28 30 31 34 40 42 44 45 46  
134 2 3 4 5 6 7 8 9 13 15 16 18 19 20 21 22 23 24 25 26 28 29 31 32 33 34 35 36 39 40 41 42 43 44 46 47 48 49 50  
48 2 5 7 8 9 10 11 13 14 15 17 18 19 20 21 23 24 27 29 30 32 34 36 37 38 39 41 42 43 44 45 47 48 50  
112 2 8 9 10 11 12 13 14 15 18 20 21 23 24 26 27 29 30 31 34 35 36 37 38 39 41 42 43 44 45 46 47 48 50  
123 4 6 8 9 11 14 15 16 17 19 20 21 23 24 25 27 29 30 32 34 37 38 39 40 42 44 45 46 47 48 49  
74 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 25 26 27 29 30 31 32 33 34 35 36 37 38 40 42 43 44 45 46 47 48 49 50  
12 1 2 3 4 5 6 7 8 9 10 11 12 16 17 18 20 21 22 24 25 26 28 29 30 32 33 34 35 38 39 40 42 45 46 47 48 49 50  
30 1 2 3 4 5 7 8 12 13 14 15 16 17 18 19 22 24 25 26 28 30 31 32 33 35 36 37 38 40 42 44 45 46 47 50  
89 3 4 5 8 10 13 14 19 27 29 31 39 40 42 43 46  
124 1 3 4 6 7 8 11 12 13 14 15 16 17 18 20 21 24 26 28 29 31 32 33 34 35 36 37 38 39 41 43 45 47 48 49 50  
26 1 2 3 4 5 6 7 9 11 12 13 14 15 16 19 21 22 23 25 26 27 29 30 32 33 34 35 36 37 38 39 40 41 43 44 45 48 49 50  
8 1 2 5 6 7 9 10 11 14 15 17 18 19 20 26 27 28 30 31 34 35 37 38 39 40 41 43 44 45 47 48 49 50  
102 2 4 5 6 9 13 15 18 19 20 22 24 25 26 27 28 32 34 37 39 41 42 45 48 50  
141 2 4 6 7 8 9 10 12 14 15 17 18 19 21 22 23 24 26 28 30 31 32 33 34 35 36 37 38 39 41 43 45 46 47 50  
3 1 2 3 4 5 6 8 9 11 12 13 14 15 16 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 37 38 40 42 43 44 46 47 48 49 50  
52 1 7 12 16 25 26 30 37 41 42 49  
22 1 2 3 5 6 7 9 10 11 13 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 39 40 41 44 45 46 48 49 50  
128 2 7 10 17 18 22 32 33 36 40 43 45 47 48 49  
34 3 5 12 14 20 21 26 27 28 38 39 40  
75 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
87 7 11 15 27 33 36 39 43 48  
82 2 4 5 6 12 19 24 26 27 28 33 36 43 45  
10 5 6 9 16 19 21 25 27 33 41 42 47 50  
85 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50  
149 2 3 4 10 15 22 26 36  
38 1 4 5 7 8 9 10 12 14 15 16 19 20 23 24 27 28 33 34 35 36 37 38 40 42 43 44 45 47  
53 2 10 13 16 17 19 21 26 27 29 33  
144 2 3 4 8 11 12 14 19 20 23 24 26 27 30 31 32 37 40 43 44 45 46 47 49  
108 18 19 20 26 28 36 49  
105 2 6 8 25 28 42 43 50  
110 3 6 7 10 22 23 27 29 30 32 33 35 37 41 43 44 45 46 48  
62 1 2 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
45 2 5 6 19 21 25 26 27 33 41 44 45  
115 2  
18 1 2 3 4 5 6 7 8 10 11 16 18 19 20 22 24 26 27 31 33 35 36 39 41 44 46 48 49  
69 12 29  
103 4 30 34 50  
33 1 3 5 7 8 9 10 12 13 14 16 17 19 21 23 24 25 27 28 29 31 32 33 34 35 37 38 39 40 41 42 43 44 45 48 49 50  
80 2 3 7 11 12 16 17 18 19 21 22 27 29 32 33 38 40 41 42 43 44 46 48 50  
79 1 2 4 7 8 10 11 12 14 15 18 23 24 25 26 27 28 29 30 32 33 34 36 37 40 41 44 45 47 50  
11 3 4 12 25 29 32 37 41 42 45 50  
59 3 6 17 18 22 23 24 27 28 29 30 32 35 38 41 44 45  
117 1 2 3 4 5 7 8 9 11 13 14 15 16 19 21 22 24 25 26 27 28 30 31 32 34 35 36 37 38 40 42 43 44 46 47 48 49 50  
4 1 7 12 20 24  
15 2 6 8 10 11 13 14 15 19 20 21 23 24 25 27 29 31 37 39 42 43 46 48 49 50  
7 1 5 6 7 8 10 12 13 14 16 17 19 20 22 23 24 25 27 28 29 30 31 32 35 37 38 40 42 43 45 46 47 48 50  
101 2 4 6 7 8 9 10 11 12 13 14 15 16 19 21 22 23 24 25 26 29 30 32 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50  
140 1 3 8 9 10 11 12 13 15 16 18 19 21 24 26 29 30 31 33 35 36 37 38 39 43 44 47 49  
2 1 2 4 5 6 8 15 16 18 23 24 31 34 37 40 45  
77 2 4 6 7 8 9 11 16 17 19 20 21 22 23 24 25 26 27 28 30 31 32 33 35 37 39 40 42 43 44 46 47 48 49 50  
100 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 24 26 27 30 31 32 33 34 35 36 37 38 39 40 41 42 45 46 47 48 49 50  
28 1 4 5 13 20 23 32 35 40 42 50  
121 2 4 7 9 11 12 13 14 15 17 20 21 22 23 25 31 32 33 37 39 40 43 47 48  
109 5 6 7 9 15 17 19 25 26 29 30 32 34 40 41 44 45 46 49 50  
92 1 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25 27 29 30 31 32 34 35 36 37 38 39 40 41 42 43 45 47 48 49 50  
126 13 18 23 28 31 35 45 50  
127 2 3 4 5 6 7 9 10 11 12 15 16 17 18 22 23 25 29 30 32 33 34 36 38 41 42 44 45 46 47 48 50  
139 1 2 4 7 9 13 14 15 19 33 37 39 40 41 44 45 47 49  
71 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50  
65 1 2 3 5 10 11 13 16 17 18 20 22 23 25 26 32 35 36 38 41 42 49 50  
58 1 2 4 8 9 11 13 14 15 16 18 20 23 26 27 28 30 31 32 33 34 36 37 38 39 40 44 46 50  
27 2 3 8 9 10 11 16 18 20 21 28 30 31 33 34 38 42 44 45 48 49  
113 2 5 8 9 10 12 13 14 15 17 18 20 21 22 23 24 25 29 30 33 34 35 41 42 44 45 47  
122 5 7 9 11 17 19 24 29 32 40 44 48  
76 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 39 40 41 42 43 44 45 46 48 49 50  
42 3 4 5 6 7 8 9 10 11 14 15 16 20 22 23 29 32 35 36 37 40 41 42 44 47 48 50  
148 3 4 5 8 9 10 11 16 18 20 21 30 32 33 36 39 45 48  
37 47  
39 1 2 4 7 8 11 13 14 15 18 19 20 21 22 24 25 27 28 29 31 32 33 34 35 36 37 38 40 41 42 44 45 47 48 49 50  
81 2 3 4 5 6 7 8 10 11 13 14 15 16 17 19 20 21 22 24 26 27 29 30 32 33 34 37 38 40 41 42 43 45 46 47 48 49  
49 1 3 4 7 8 9 10 11 12 15 17 18 19 20 24 25 26 30 31 32 33 34 35 36 38 40 44 45 46 49 50  
68 3 4 5 7 13 15 17 23 25 32 33 34 35 40 44 47  
23 1 2 3 5 6 8 9 14 15 19 22 25 26 28 30 31 32 34 35 37 38 40 45 46 48 50  
83 2 5 6 8 10 12 13 14 15 16 18 21 24 29 30 31 32 33 34 35 36 38 42 43 45 46 48 49 50  
98 18 32  
63 1 17 18 20 21 25 31 35 37 39 40 43  
40 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 46 47 48 49  
54 6 7 10 21 38 50  
142 1 3 4 9 19 20 21 26 31 35 40 48 49  
96 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 20 22 23 24 26 30 32 33 34 35 37 38 39 40 42 43 45 46 48 50  
55 1 2 5 6 7 9 10 12 17 20 21 23 25 28 29 30 31 34 36 37 40 41 42 44 48 50  
46 2 8 12 14 23 25 28 32 33 40 42 43 44 46 48  
116 3 6 8 10 11 12 13 14 16 19 23 25 26 27 28 29 30 31 32 34 35 37 42 43 46 48 49 50  
133 1 2 5 6 10 11 14 18 19 22 23 25 26 28 29 30 35 36 37 41 42 43 47 48 50  
64  
47 48  
1 2 3 5 6 7 8 9 10 11 12 13 16 19 20 21 22 24 25 26 27 30 31 32 33 34 37 38 40 41 42 44 45 47 48  
36 2 3 7 10 13 18 19 21 26 28 29 34 44 45  
56 1 2 3 4 5 8 10 12 14 16 20 22 23 25 26 28 29 30 31 34 35 36 39 40 41 42 45 46 47  
44 1 3 5 6 7 13 14 17 18 19 20 21 22 24 25 26 28 30 31 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 50  
41 1 2 3 5 6 7 9 10 13 17 23 24 28 29 30 33 35 36 37 38 42 43 46  
107 2 13 23 25 35 40  
94 1 3 11 31 34 35  
135 4 5 6 7 11 12 13 14 16 20 26 31 33 34 35 36 39 40 42 44 46 50  
137 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50  
67 1 2 7 12 14 17 24 26 27 28 29 35 36 41 44 47  
43 1 5 9 10 11 13 18 19 22 26 30 32 34 40 41 48 50  
78 1 2 6 7 8 10 11 12 15 17 18 22 24 25 27 28 30 32 33 34 35 36 38 40 42 43 44 46 47 50  
131 2 3 4 5 7 8 11 12 14 16 17 18 19 20 22 23 26 28 29 30 31 32 33 36 38 39 40 42 43 44 46 47 48 49 50  
86 1 3 5 6 9 10 12 18 21 22 24 25 27 28 31 33 36 38 42 43 45 46 47 48 49  
66 4 5 6 7 8 13 16 18 19 20 33 34 35 37 38 39 41 43 45 46 47 49  
61 4 5 6 8 9 10 11 12 13 15 16 17 20 22 23 24 26 27 30 32 33 34 35 36 37 38 39 41 42 44 45 46 48  
51 1 3 4 7 11 12 13 15 18 19 22 24 25 26 27 30 31 32 34 36 38 39 40 42 44 45 46 49  
106 6 8 11 12 13 14 16 18 21 23 25 29 31 32 33 36 37 38 39 41 44 47 49  
97 8 21 38 39 43 47 48  
16 14 20  
25 1 2 7 15 17 18 19 24 25 26 27 28 30 34 35 36 37 41 44 46 47 48  
93 5 6 10 11 13 14 15 17 18 20 22 23 27 28 31 32 37 38 39 40 41 42 43 46 47 49 50  
130 4 12 26 31 46 49  
14 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 37 39 40 41 43 44 45 46 47 48 49  
24 13 17 18 21 26 27 32 41 48  
21 1 2 3 4 6 7 9 10 12 13 14 19 20 22 23 26 28 29 30 32 33 34 36 37 38 39 41 42 44 45 46 47 50  
32 1 3 4 5 7 8 9 10 12 13 14 17 18 19 20 22 24 27 29 30 31 33 35 37 38 39 40 41 42 44 45 46 47 48 49 50  
118 3 4 6 7 9 12 13 15 18 19 20 22 24 25 31 32 35 38 39 40 41 46 49 50  
119 1 2 3 5 7 8 9 11 12 14 16 17 18 19 20 21 22 26 27 28 29 30 31 33 34 35 37 38 39 40 42 43 44 47 48 50  
138 1 2 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 23 24 26 27 28 30 31 32 34 35 36 38 39 40 42 43 44 45 46 47 48 49 50  
20 1 2 3 4 5 6 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50  
111 5 6 7 8 12 17 20 23 32 33 35 38 39 41 45 46 47 48  
COST_INSTALL_SERVER_AND_PROGRAMS :
0 10.0 4.0 2.0 3.0 2.0 3.0 2.0 3.0 5.0 3.0 4.0 4.0 2.0 2.0 2.0 5.0 3.0 3.0 3.0 4.0 5.0 1.0 1.0 2.0 3.0 4.0 4.0 5.0 3.0 3.0 2.0 4.0 3.0 5.0 3.0 2.0 1.0 2.0 4.0 1.0 4.0 2.0 4.0 3.0 1.0 3.0 5.0 3.0 3.0 1.0 3.0  
136 12.0 2.0 5.0 4.0 4.0 5.0 4.0 4.0 3.0 2.0 3.0 5.0 2.0 5.0 2.0 2.0 3.0 2.0 3.0 4.0 1.0 2.0 4.0 4.0 3.0 3.0 1.0 4.0 2.0 3.0 2.0 5.0 3.0 1.0 3.0 1.0 2.0 1.0 4.0 4.0 3.0 4.0 2.0 5.0 2.0 5.0 2.0 2.0 3.0 4.0 1.0  
95 7.0 4.0 2.0 4.0 1.0 1.0 5.0 2.0 2.0 1.0 1.0 2.0 1.0 5.0 3.0 5.0 2.0 5.0 4.0 3.0 4.0 1.0 1.0 4.0 3.0 2.0 3.0 1.0 4.0 5.0 2.0 1.0 1.0 2.0 3.0 1.0 5.0 1.0 4.0 1.0 5.0 1.0 5.0 2.0 3.0 3.0 3.0 1.0 1.0 5.0 3.0  
6 8.0 3.0 5.0 1.0 2.0 5.0 3.0 5.0 3.0 5.0 4.0 5.0 1.0 1.0 2.0 2.0 4.0 3.0 1.0 3.0 2.0 2.0 2.0 1.0 2.0 5.0 4.0 1.0 1.0 4.0 4.0 5.0 1.0 1.0 4.0 5.0 3.0 3.0 1.0 5.0 2.0 5.0 4.0 5.0 5.0 2.0 3.0 3.0 1.0 1.0 3.0  
143 12.0 4.0 3.0 2.0 3.0 2.0 2.0 1.0 1.0 1.0 5.0 3.0 5.0 3.0 5.0 5.0 5.0 2.0 3.0 1.0 1.0 1.0 5.0 1.0 5.0 4.0 2.0 5.0 2.0 4.0 5.0 5.0 1.0 4.0 1.0 1.0 2.0 1.0 2.0 4.0 5.0 1.0 1.0 5.0 3.0 3.0 4.0 5.0 1.0 1.0 5.0  
84 12.0 4.0 1.0 2.0 2.0 3.0 1.0 4.0 5.0 5.0 2.0 3.0 2.0 5.0 5.0 2.0 2.0 3.0 3.0 1.0 3.0 2.0 3.0 4.0 1.0 1.0 2.0 1.0 1.0 1.0 5.0 4.0 4.0 1.0 1.0 1.0 3.0 4.0 4.0 1.0 5.0 3.0 4.0 4.0 3.0 1.0 2.0 3.0 4.0 1.0 2.0  
114 10.0 5.0 5.0 5.0 5.0 2.0 5.0 3.0 5.0 5.0 3.0 5.0 2.0 1.0 1.0 5.0 5.0 2.0 4.0 5.0 1.0 3.0 1.0 1.0 1.0 3.0 4.0 1.0 3.0 1.0 5.0 2.0 1.0 5.0 2.0 3.0 1.0 1.0 1.0 1.0 4.0 3.0 3.0 5.0 4.0 3.0 4.0 4.0 4.0 1.0 3.0  
91 10.0 1.0 3.0 1.0 2.0 1.0 5.0 3.0 3.0 3.0 5.0 2.0 5.0 1.0 1.0 1.0 3.0 4.0 4.0 5.0 1.0 4.0 3.0 5.0 4.0 1.0 3.0 1.0 2.0 3.0 1.0 1.0 5.0 3.0 4.0 3.0 5.0 4.0 5.0 3.0 1.0 3.0 4.0 5.0 1.0 3.0 4.0 3.0 4.0 1.0 2.0  
72 12.0 4.0 2.0 4.0 1.0 4.0 5.0 5.0 5.0 3.0 5.0 4.0 5.0 3.0 2.0 2.0 2.0 3.0 4.0 1.0 4.0 1.0 3.0 4.0 3.0 4.0 1.0 5.0 2.0 1.0 4.0 5.0 4.0 4.0 1.0 4.0 3.0 5.0 4.0 4.0 4.0 4.0 5.0 5.0 2.0 4.0 1.0 4.0 1.0 4.0 4.0  
104 15.0 1.0 5.0 2.0 2.0 2.0 4.0 1.0 5.0 4.0 4.0 3.0 2.0 1.0 3.0 4.0 4.0 1.0 5.0 1.0 1.0 2.0 4.0 3.0 1.0 4.0 1.0 3.0 2.0 3.0 4.0 1.0 4.0 1.0 1.0 5.0 5.0 1.0 5.0 3.0 4.0 1.0 5.0 3.0 1.0 4.0 3.0 3.0 4.0 4.0 5.0  
19 14.0 1.0 5.0 5.0 4.0 1.0 2.0 2.0 2.0 5.0 3.0 5.0 4.0 1.0 1.0 1.0 2.0 5.0 2.0 4.0 1.0 2.0 4.0 1.0 2.0 3.0 5.0 5.0 5.0 2.0 1.0 3.0 3.0 4.0 2.0 1.0 4.0 3.0 3.0 1.0 4.0 3.0 4.0 3.0 5.0 3.0 5.0 1.0 3.0 1.0 2.0  
120 13.0 4.0 4.0 4.0 4.0 4.0 4.0 2.0 5.0 3.0 3.0 1.0 4.0 3.0 2.0 2.0 5.0 2.0 3.0 2.0 1.0 3.0 5.0 1.0 4.0 4.0 2.0 5.0 2.0 4.0 4.0 1.0 3.0 5.0 5.0 5.0 2.0 3.0 4.0 1.0 2.0 4.0 1.0 3.0 1.0 4.0 1.0 5.0 1.0 4.0 3.0  
129 9.0 1.0 2.0 5.0 2.0 2.0 5.0 1.0 4.0 1.0 1.0 5.0 1.0 4.0 4.0 1.0 1.0 4.0 5.0 4.0 2.0 2.0 5.0 3.0 2.0 2.0 5.0 2.0 2.0 5.0 1.0 2.0 1.0 2.0 5.0 5.0 5.0 1.0 1.0 3.0 1.0 2.0 4.0 2.0 3.0 4.0 2.0 2.0 2.0 5.0 1.0  
9 10.0 4.0 4.0 4.0 4.0 1.0 2.0 4.0 1.0 3.0 3.0 2.0 1.0 4.0 1.0 2.0 3.0 5.0 2.0 2.0 4.0 5.0 3.0 4.0 3.0 2.0 2.0 1.0 5.0 1.0 3.0 2.0 3.0 2.0 2.0 2.0 2.0 3.0 1.0 3.0 5.0 3.0 1.0 2.0 4.0 2.0 1.0 4.0 3.0 4.0 3.0  
50 9.0 3.0 1.0 4.0 5.0 3.0 1.0 1.0 4.0 5.0 4.0 3.0 5.0 5.0 2.0 3.0 3.0 1.0 4.0 1.0 1.0 4.0 1.0 5.0 1.0 5.0 2.0 4.0 5.0 4.0 3.0 1.0 2.0 1.0 3.0 2.0 4.0 4.0 5.0 2.0 3.0 4.0 4.0 4.0 5.0 3.0 3.0 5.0 5.0 4.0 1.0  
99 7.0 1.0 1.0 2.0 1.0 2.0 2.0 5.0 5.0 1.0 1.0 4.0 3.0 5.0 3.0 5.0 3.0 1.0 5.0 3.0 5.0 3.0 4.0 2.0 2.0 4.0 4.0 2.0 2.0 2.0 5.0 4.0 2.0 3.0 3.0 5.0 2.0 4.0 2.0 1.0 3.0 5.0 3.0 2.0 1.0 1.0 1.0 2.0 5.0 4.0 1.0  
31 9.0 2.0 1.0 3.0 4.0 2.0 1.0 3.0 3.0 4.0 2.0 2.0 4.0 4.0 1.0 5.0 4.0 4.0 1.0 1.0 3.0 1.0 1.0 1.0 5.0 5.0 5.0 3.0 4.0 5.0 1.0 2.0 5.0 2.0 2.0 2.0 5.0 3.0 5.0 1.0 5.0 5.0 1.0 1.0 2.0 1.0 1.0 3.0 1.0 5.0 5.0  
73 6.0 1.0 4.0 3.0 3.0 3.0 5.0 5.0 3.0 2.0 1.0 4.0 4.0 1.0 5.0 2.0 5.0 2.0 3.0 5.0 1.0 5.0 4.0 3.0 3.0 3.0 5.0 4.0 5.0 2.0 4.0 2.0 2.0 5.0 4.0 1.0 5.0 2.0 4.0 5.0 2.0 1.0 2.0 1.0 2.0 4.0 1.0 4.0 1.0 5.0 4.0  
90 10.0 2.0 2.0 5.0 3.0 3.0 5.0 1.0 4.0 4.0 4.0 2.0 4.0 2.0 4.0 5.0 1.0 5.0 1.0 3.0 2.0 1.0 3.0 3.0 2.0 5.0 4.0 1.0 4.0 3.0 1.0 2.0 3.0 4.0 2.0 4.0 2.0 3.0 1.0 1.0 4.0 1.0 2.0 4.0 1.0 1.0 3.0 5.0 2.0 5.0 2.0  
57 15.0 2.0 4.0 4.0 5.0 4.0 2.0 2.0 4.0 1.0 5.0 5.0 4.0 4.0 1.0 4.0 4.0 1.0 5.0 5.0 2.0 4.0 3.0 5.0 5.0 5.0 5.0 2.0 3.0 5.0 2.0 5.0 2.0 4.0 5.0 1.0 5.0 2.0 5.0 5.0 5.0 2.0 4.0 4.0 5.0 1.0 4.0 3.0 4.0 2.0 4.0  
17 13.0 3.0 4.0 3.0 4.0 3.0 2.0 3.0 3.0 5.0 3.0 4.0 2.0 2.0 5.0 1.0 1.0 3.0 1.0 5.0 3.0 5.0 3.0 4.0 1.0 3.0 1.0 1.0 4.0 2.0 2.0 5.0 2.0 5.0 2.0 3.0 4.0 3.0 5.0 1.0 1.0 3.0 2.0 3.0 5.0 5.0 2.0 1.0 5.0 5.0 1.0  
88 7.0 4.0 4.0 4.0 2.0 5.0 1.0 4.0 2.0 5.0 5.0 2.0 3.0 2.0 1.0 3.0 3.0 2.0 4.0 2.0 2.0 4.0 5.0 4.0 3.0 4.0 4.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 5.0 2.0 5.0 5.0 2.0 4.0 3.0 4.0 2.0 5.0 1.0 5.0 4.0 1.0 5.0 2.0 1.0  
