150 5
NETWORK_TREE :
71 12.0 3.0 3.0 5.0 2.0 3.0  
2 15.0 2.0 5.0 5.0 5.0 4.0  
12 10.0 5.0 5.0 3.0 1.0 2.0  
13 9.0 2.0 4.0 3.0 5.0 3.0  
134 15.0 3.0 5.0 5.0 5.0 3.0  
18 7.0 5.0 2.0 5.0 2.0 4.0  
124 15.0 3.0 1.0 3.0 4.0 2.0  
120 7.0 1.0 4.0 5.0 1.0 3.0  
64 11.0 3.0 1.0 2.0 2.0 5.0  
20 11.0 4.0 3.0 4.0 5.0 5.0  
90 6.0 3.0 1.0 4.0 1.0 5.0  
7 13.0 2.0 2.0 2.0 2.0 2.0  
87 10.0 1.0 4.0 3.0 2.0 3.0  
43 14.0 1.0 5.0 5.0 5.0 1.0  
146 8.0 5.0 5.0 2.0 4.0 5.0  
16 12.0 2.0 5.0 4.0 5.0 2.0  
14 6.0 5.0 4.0 5.0 3.0 1.0  
5 8.0 5.0 4.0 2.0 2.0 3.0  
63 10.0 2.0 4.0 2.0 4.0 4.0  
88 14.0 5.0 4.0 4.0 2.0 1.0  
76 7.0 1.0 1.0 2.0 1.0 1.0  
1 12.0 5.0 4.0 2.0 2.0 3.0  
143 7.0 2.0 4.0 5.0 4.0 2.0  
94 12.0 5.0 4.0 3.0 3.0 4.0  
92 10.0 4.0 3.0 5.0 4.0 5.0  
6 10.0 1.0 2.0 2.0 2.0 4.0  
91 10.0 3.0 5.0 5.0 3.0 4.0  
17 6.0 3.0 4.0 5.0 4.0 4.0  
108 6.0 1.0 1.0 2.0 4.0 3.0  
132 13.0 4.0 2.0 4.0 4.0 3.0  
62 8.0 5.0 2.0 1.0 3.0 5.0  
122 8.0 3.0 2.0 4.0 5.0 5.0  
106 10.0 3.0 4.0 1.0 2.0 3.0  
36 14.0 4.0 3.0 2.0 3.0 3.0  
99 8.0 1.0 1.0 2.0 4.0 2.0  
86 14.0 4.0 3.0 5.0 4.0 1.0  
113 14.0 5.0 5.0 3.0 1.0 5.0  
41 9.0 4.0 3.0 1.0 4.0 4.0  
112 10.0 3.0 3.0 4.0 1.0 3.0  
83 13.0 4.0 5.0 5.0 3.0 5.0  
19 6.0 4.0 5.0 3.0 4.0 2.0  
55 8.0 5.0 4.0 1.0 3.0 4.0  
145 7.0 5.0 3.0 3.0 3.0 2.0  
118 6.0 4.0 4.0 3.0 2.0 5.0  
54 6.0 4.0 5.0 5.0 3.0 4.0  
33 7.0 4.0 5.0 5.0 2.0 5.0  
140 8.0 5.0 5.0 1.0 2.0 4.0  
66 9.0 2.0 4.0 1.0 5.0 5.0  
24 11.0 2.0 2.0 2.0 5.0 5.0  
61 8.0 4.0 4.0 2.0 5.0 1.0  
67 7.0 3.0 2.0 2.0 3.0 5.0  
40 14.0 4.0 2.0 4.0 2.0 3.0  
135 11.0 1.0 3.0 2.0 2.0 1.0  
127 6.0 3.0 4.0 5.0 3.0 4.0  
101 11.0 1.0 4.0 2.0 1.0 1.0  
81 9.0 3.0 2.0 2.0 2.0 5.0  
34 8.0 5.0 4.0 2.0 5.0 4.0  
25 8.0 1.0 1.0 4.0 3.0 2.0  
123 11.0 5.0 4.0 4.0 4.0 2.0  
85 13.0 5.0 4.0 4.0 5.0 2.0  
10 15.0 1.0 1.0 3.0 5.0 1.0  
149 8.0 3.0 2.0 2.0 5.0 3.0  
4 9.0 4.0 4.0 1.0 3.0 4.0  
49 7.0 2.0 5.0 4.0 5.0 3.0  
130 9.0 5.0 4.0 2.0 2.0 1.0  
37 13.0 5.0 5.0 5.0 5.0 4.0  
27 10.0 2.0 4.0 1.0 1.0 2.0  
8 8.0 2.0 4.0 3.0 5.0 4.0  
129 10.0 4.0 4.0 3.0 5.0 1.0  
78 15.0 5.0 4.0 1.0 5.0 4.0  
136 11.0 2.0 2.0 2.0 5.0 5.0  
