150 40
NETWORK_TREE :
93 3 4 6 7 8 9 11 13 14 16 17 18 19 22 25 29 30 31 33 35 36  
118 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40  
107 1 2 4 5 6 7 8 9 10 12 14 15 16 18 19 20 21 22 23 24 25 29 30 31 32 33 34 35 36 37 38 39 40  
144 1 8 10 11 20 22 24 25 27 31 32 35 36 39  
3 3 4 6 7 8 9 11 12 14 18 21 22 23 24 25 29 30 31 32 33 34 35 38 39 40  
24 5 6 12 13 22 35  
42 11 15 16 19 31 34  
83 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 33 34 36 37 38 39  
147 2 6 11 15 16 17 18 19 22 23 24 26 28 29 31 32 34 35 37 38 39 40  
131 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
135 2 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 28 29 30 31 32 33 34 36 37 39 40  
148 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
36 1 2 4 9 10 14 15 19 22 23 24 27 29 30 31 32 34 35 37 38 39 40  
103 1 2 3 4 5 6 7 9 10 11 12 14 15 17 18 19 20 22 24 28 29 30 32 35 37 38 39  
38 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 33 34 35 36 37 38 40  
20 6 8 13 15 16 20 23 24 28 31 33  
136 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40  
56 4 12 19 29 32 33 37 39 40  
22 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
128 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40  
97 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40  
114 1 2 3 4 5 7 9 10 11 12 13 14 15 18 19 20 21 22 25 26 27 29 32 34 35 37 38 39  
34 1 2 3 4 5 6 8 9 10 12 14 15 16 17 19 20 23 25 29 30 31 33 34 35 36 37 38 39 40  
88 2 3 7 9 11 13 14 21 23 25 27 28 31 32 33 35 38 39 40  
96 4 39  
21 2 3 4 5 6 7 10 15 17 18 19 21 22 24 25 26 27 28 29 30 32 34 36  
119 1 2 3 5 7 8 16 20 22 24 28 31 32 33 37  
100 1 2 3 4 6 11 12 14 15 16 17 19 22 23 24 25 26 28 29 30 31 32 33 34 38 39 40  
105 3 6 9 13 21 27  
10 1 5 23  
27 7 30  
77 1 2 3 5 6 7 8 10 11 14 15 17 18 19 20 23 24 25 26 28 29 31 34 36 38 39 40  
35 6  
74 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40  
2 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40  
92 2 4 6 7 8 9 11 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 31 32 33 35 38  
81 1 3 5 6 8 9 10 12 13 14 15 16 17 22 24 26 29 30 32 35 36 39 40  
58 1 2 3 4 7 8 11 12 13 19 21 22 23 24 26 27 28 32 33 34 36 37 38  
33 1 5 10 12 14 15 20 21 24 27 34 35 38 39  
85 4 6 9 10 13 14 15 18 19 20 22 23 24 25 34 37 38 39 40  
63 1 2 3 4 5 6 7 10 11 12 14 15 18 19 20 22 23 24 25 27 28 31 34 35 36 39 40  
101 1 2 5 7 8 9 10 12 13 15 16 18 19 20 21 22 23 24 25 26 27 28 30 32 34 35 36 37 38 39 40  
82 3 14 34 36 38  
68 4 8 11 12 16 18 21 22 25 27 32 38 39  
31 1 5 7 14 15 16 17 19 20 21 22 27 28 37 40  
112 6 10 15 17 33 35 36  
54 2 3 10 11 13 14 16 17 19 21 30 33 34 36  
65 10 30  
37 1 3 4 5 8 9 11 13 15 16 17 19 20 21 24 25 29 30 31 32 33 35 36 37 38  
138 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 34 36 37 38 39 40  
41 3 6 7 9 12 14 15 24 25 26 27 28 29 30 32 34 35 38 39  
127 18 28 35  
129 1 3 6 12 18 19 23 24 25 29 30 31 32 34 37 38  
76 1 2 8 10 13 14 16 17 19 23 25  
145 1 3 6 7 8 9 10 12 13 14 15 16 17 19 21 23 24 25 27 28 29 30 31 32 33 34 36 37 38 40  
50 1 2 7 16 30 33 36  
80 2 29 33  
49 2 5 9 10 11 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 33 34 35 36 38 40  
102 2 4 5 6 9 10 15 16 17 21 29 30 36 37 39  
1 2 5 12 13 15 18 19 22 26 27 29 31 32 33 34 36 38  
47 3 5 6 10 12 17 18 21 22 23 24 26 28 30 32 33 34 35 37 38 40  
140 2 5 7 11 14 16 17 19 21 23 26 29 32 33 37  
12 1 2 8 10 14 15 18 21 23 24 26 27 28 29 30 31 34 36 37 38 39 40  
124 1 12 15 18 20 25 27 35 40  
32 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40  
4 1 10 21 22 23 28 35 39  
94 4 10 13 15 17 20 22 23 26 30 39  
51 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
149 1 2 3 4 5 6 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 39  
75 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 39  
44 1 2 9 14 21 23 25 28 29 30 31 34 36 38 39  
84 2 3 5 6 7 8 9 10 11 13 14 15 16 17 19 20 22 23 24 25 26 27 29 31 32 35 36 38 39 40  
90 4 11 15 26 30 37 40  
89 2 10 11 18 21 26 31  
16 7 8 18 19 25 29 33 34 40  
133 6 8 13 14 16 25 26 31 37 38 40  
71 1 2 3 4 8 9 10 12 17 18 19 23 25 26 28 30 31 34 35 36 37 38 39 40  
106 1 2 4 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 23 24 26 29 30 31 32 33 34 37 39 40  
64 2 6 8 10 11 16 18 23 24 25 30 32 33 38  
126 1 2 4 5 6 7 8 10 11 13 14 15 17 18 20 21 22 23 24 25 26 28 29 31 32 33 34 37 38  
141 2 4 6 7 8 10 11 12 15 18 19 21 22 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40  
60 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
95 1 2 4 5 6 7 8 9 10 11 12 13 15 17 19 20 21 22 23 24 25 26 27 29 31 34 36 38  
45 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40  
116  
19 2 3 4 8 12 13 14 16 24 36  
130 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40  
5 1 3 6 7 10 14 16 18 19 21 22 24 25 28 30 31 35 36 37 39  
73 4  
104 10 20 34  
30 22 30  
59 6 16 17 18 24 25 30 37 38 39  
125 5 6 7 9 11 12 13 15 19 21 23 24 25 27 28 29 34 35 38  
109 29 31 34  
108 4 5 6 7 8 9 10 13 15 18 19 22 23 25 27 30 32 33 34 36 37 39 40  
62 9 11 14 15 21 27 31 34 36 40  
61 3 4 7 8 10 11 12 13 14 15 17 18 19 20 21 22 24 25 28 30 31 33 34 35 37 39  
122 3 4 7 11 15 37 40  
15 7 8 10 11 14 17 18 19 21 24 26 27 32 35 40  
117 1 2 3 5 6 7 8 10 11 12 13 14 15 18 20 21 23 25 28 29 30 31 34 36 37 38 39 40  
132 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 21 23 24 26 27 28 30 31 32 33 34 35 37 38 39 40  
23 1 4 5 19 21 26 31 32 35 36  
6 7 16 19 21 34 37 38 40  
55 14 16 19 30 33 36  
46 1 2 3 4 6 12 13 15 16 18 19 20 21 23 24 29 32 36 38  
139 1 2 3 4 5 6 7 9 10 11 13 15 17 18 19 23 24 29 30 32 35 36 38 40  
13 1 2 4 6 9 10 12 13 14 15 16 19 23 24 25 27 28 29 32 34 35 36 38 39 40  
121 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 40  
111 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 18 19 20 21 23 24 27 28 29 31 32 33 34 35 36 38 39 40  
78 1 3 6 8 9 15 16 17 22 23 28 29 32 33 34 35 39 40  
14 1 10 18 24 37 38  
86 1 2 3 5 6 7 8 9 10 14 15 17 18 19 20 21 22 24 25 27 28 29 30 31 32 33 34 35 36 37 38 40  
43 1 3 4 5 7 9 10 12 14 18 20 23 24 29 31 33 34 36 37 39  
28 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40  
52 1 2 4 8 9 12 14 19 20 21 23 26 31 34  
91 2 3 40  
8 1 2 4 5 6 7 8 9 11 12 15 16 18 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38  
123 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40  
142 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40  
COST_INSTALL_SERVER_AND_PROGRAMS :
0 13.0 3.0 3.0 5.0 1.0 5.0 4.0 2.0 5.0 2.0 1.0 5.0 5.0 1.0 1.0 4.0 3.0 5.0 3.0 2.0 2.0 4.0 3.0 4.0 4.0 5.0 5.0 1.0 1.0 3.0 5.0 5.0 5.0 5.0 4.0 5.0 2.0 3.0 1.0 2.0 3.0  
11 9.0 1.0 2.0 3.0 1.0 4.0 5.0 5.0 3.0 3.0 4.0 5.0 1.0 2.0 2.0 5.0 4.0 2.0 4.0 5.0 3.0 3.0 1.0 5.0 4.0 5.0 1.0 1.0 3.0 1.0 4.0 2.0 2.0 3.0 4.0 2.0 4.0 2.0 3.0 1.0 4.0  
146 10.0 3.0 5.0 3.0 5.0 3.0 3.0 1.0 3.0 5.0 5.0 4.0 1.0 1.0 3.0 1.0 4.0 2.0 5.0 1.0 1.0 5.0 5.0 5.0 2.0 3.0 4.0 5.0 2.0 5.0 2.0 2.0 4.0 1.0 4.0 1.0 4.0 3.0 2.0 5.0 1.0  
110 12.0 5.0 4.0 5.0 3.0 2.0 3.0 3.0 2.0 3.0 2.0 1.0 2.0 4.0 1.0 5.0 4.0 3.0 1.0 5.0 4.0 1.0 5.0 4.0 3.0 4.0 1.0 4.0 3.0 3.0 4.0 4.0 1.0 1.0 2.0 1.0 4.0 3.0 1.0 5.0 5.0  
70 13.0 4.0 4.0 2.0 4.0 2.0 5.0 3.0 5.0 5.0 2.0 1.0 4.0 4.0 2.0 5.0 2.0 1.0 5.0 5.0 1.0 3.0 4.0 2.0 2.0 2.0 5.0 5.0 3.0 2.0 2.0 3.0 4.0 1.0 2.0 2.0 2.0 5.0 2.0 2.0 3.0  
7 13.0 5.0 2.0 4.0 2.0 3.0 4.0 4.0 2.0 2.0 5.0 2.0 2.0 1.0 2.0 2.0 5.0 5.0 2.0 4.0 2.0 2.0 4.0 4.0 3.0 1.0 1.0 1.0 5.0 1.0 5.0 2.0 1.0 4.0 3.0 2.0 3.0 5.0 2.0 5.0 5.0  
98 8.0 1.0 2.0 5.0 5.0 1.0 1.0 4.0 2.0 5.0 4.0 5.0 4.0 1.0 3.0 1.0 2.0 5.0 3.0 5.0 3.0 2.0 1.0 3.0 5.0 1.0 2.0 1.0 2.0 5.0 1.0 4.0 1.0 4.0 3.0 4.0 2.0 3.0 5.0 4.0 3.0  
25 7.0 2.0 2.0 1.0 2.0 2.0 2.0 5.0 2.0 2.0 2.0 3.0 4.0 3.0 2.0 3.0 4.0 1.0 3.0 1.0 1.0 5.0 2.0 1.0 3.0 2.0 4.0 5.0 3.0 2.0 5.0 4.0 2.0 1.0 1.0 1.0 1.0 4.0 2.0 2.0 2.0  
87 13.0 1.0 3.0 1.0 2.0 1.0 5.0 4.0 4.0 5.0 3.0 4.0 1.0 4.0 3.0 4.0 2.0 3.0 4.0 5.0 5.0 4.0 5.0 4.0 3.0 4.0 3.0 2.0 1.0 2.0 5.0 5.0 2.0 2.0 4.0 4.0 4.0 3.0 4.0 3.0 2.0  
39 15.0 1.0 5.0 3.0 3.0 3.0 2.0 4.0 3.0 4.0 4.0 3.0 5.0 4.0 4.0 5.0 1.0 3.0 4.0 2.0 4.0 3.0 4.0 1.0 3.0 2.0 5.0 1.0 5.0 2.0 4.0 4.0 1.0 1.0 4.0 2.0 3.0 2.0 3.0 5.0 4.0  
113 11.0 5.0 2.0 5.0 3.0 3.0 2.0 4.0 2.0 4.0 4.0 2.0 4.0 4.0 4.0 3.0 4.0 2.0 2.0 5.0 5.0 1.0 1.0 5.0 3.0 4.0 4.0 2.0 1.0 1.0 3.0 4.0 1.0 4.0 2.0 5.0 5.0 3.0 3.0 5.0 5.0  
29 15.0 1.0 3.0 2.0 5.0 3.0 2.0 3.0 2.0 2.0 3.0 2.0 1.0 1.0 5.0 4.0 2.0 4.0 1.0 4.0 2.0 3.0 4.0 1.0 4.0 4.0 4.0 2.0 4.0 1.0 3.0 5.0 5.0 3.0 4.0 2.0 2.0 1.0 4.0 2.0 5.0  
57 13.0 4.0 4.0 5.0 1.0 5.0 3.0 5.0 5.0 4.0 3.0 1.0 3.0 3.0 4.0 4.0 5.0 1.0 2.0 5.0 1.0 1.0 5.0 2.0 5.0 5.0 1.0 2.0 2.0 1.0 2.0 4.0 2.0 1.0 1.0 1.0 1.0 3.0 5.0 2.0 5.0  
79 7.0 1.0 3.0 2.0 2.0 4.0 1.0 2.0 2.0 3.0 5.0 4.0 3.0 3.0 5.0 4.0 1.0 3.0 5.0 1.0 3.0 1.0 4.0 5.0 2.0 1.0 4.0 1.0 3.0 5.0 5.0 2.0 5.0 5.0 2.0 5.0 1.0 4.0 5.0 2.0 4.0  
53 8.0 5.0 3.0 2.0 4.0 3.0 4.0 1.0 4.0 1.0 4.0 2.0 2.0 4.0 3.0 4.0 3.0 1.0 3.0 3.0 2.0 2.0 4.0 2.0 5.0 2.0 5.0 5.0 1.0 2.0 2.0 2.0 1.0 4.0 3.0 2.0 4.0 1.0 2.0 3.0 3.0  
67 15.0 3.0 4.0 3.0 1.0 3.0 5.0 5.0 4.0 2.0 5.0 3.0 2.0 1.0 5.0 4.0 4.0 5.0 4.0 5.0 3.0 1.0 3.0 2.0 1.0 5.0 3.0 4.0 2.0 1.0 4.0 2.0 1.0 4.0 5.0 4.0 2.0 1.0 5.0 5.0 4.0  
9 15.0 5.0 3.0 4.0 1.0 5.0 5.0 3.0 2.0 5.0 3.0 2.0 2.0 2.0 2.0 3.0 5.0 4.0 3.0 1.0 5.0 5.0 4.0 3.0 1.0 2.0 5.0 4.0 4.0 3.0 3.0 3.0 1.0 4.0 2.0 1.0 4.0 3.0 1.0 4.0 2.0  
18 6.0 4.0 1.0 4.0 3.0 1.0 1.0 2.0 4.0 3.0 4.0 2.0 2.0 4.0 1.0 4.0 3.0 5.0 3.0 5.0 1.0 2.0 3.0 5.0 3.0 3.0 1.0 5.0 1.0 2.0 3.0 5.0 4.0 1.0 1.0 1.0 2.0 5.0 1.0 4.0 3.0  
115 6.0 4.0 3.0 3.0 1.0 5.0 2.0 1.0 3.0 4.0 5.0 5.0 1.0 1.0 5.0 5.0 3.0 4.0 5.0 3.0 5.0 4.0 1.0 1.0 1.0 4.0 4.0 1.0 3.0 3.0 5.0 5.0 4.0 3.0 5.0 3.0 4.0 5.0 4.0 5.0 5.0  
99 12.0 5.0 2.0 5.0 2.0 3.0 5.0 3.0 5.0 3.0 3.0 3.0 5.0 5.0 5.0 3.0 4.0 2.0 4.0 3.0 4.0 5.0 5.0 5.0 3.0 3.0 5.0 3.0 3.0 2.0 3.0 4.0 5.0 3.0 5.0 1.0 3.0 3.0 4.0 1.0 5.0  
17 14.0 1.0 4.0 5.0 5.0 1.0 5.0 5.0 1.0 4.0 3.0 3.0 1.0 4.0 3.0 2.0 5.0 1.0 4.0 5.0 3.0 1.0 3.0 2.0 2.0 1.0 2.0 4.0 3.0 2.0 5.0 4.0 2.0 5.0 2.0 4.0 2.0 2.0 1.0 4.0 3.0  
134 7.0 3.0 3.0 2.0 3.0 1.0 1.0 5.0 5.0 5.0 3.0 4.0 5.0 3.0 3.0 3.0 4.0 4.0 5.0 4.0 5.0 4.0 5.0 1.0 1.0 2.0 3.0 1.0 1.0 2.0 3.0 2.0 5.0 1.0 5.0 5.0 4.0 5.0 4.0 3.0 4.0  
26 15.0 3.0 4.0 4.0 2.0 4.0 3.0 3.0 2.0 3.0 2.0 5.0 3.0 1.0 1.0 2.0 4.0 5.0 3.0 5.0 4.0 4.0 2.0 3.0 3.0 5.0 2.0 4.0 5.0 3.0 2.0 5.0 3.0 2.0 1.0 4.0 1.0 3.0 4.0 1.0 3.0  
72 15.0 3.0 5.0 5.0 2.0 4.0 5.0 3.0 2.0 4.0 3.0 2.0 2.0 3.0 1.0 4.0 5.0 3.0 2.0 2.0 3.0 1.0 2.0 4.0 1.0 2.0 4.0 5.0 1.0 3.0 1.0 3.0 4.0 5.0 3.0 2.0 3.0 1.0 1.0 1.0 4.0  
137 12.0 4.0 1.0 5.0 4.0 5.0 5.0 1.0 5.0 4.0 3.0 4.0 1.0 4.0 4.0 5.0 5.0 1.0 5.0 1.0 4.0 4.0 2.0 1.0 4.0 5.0 2.0 1.0 3.0 3.0 5.0 4.0 3.0 4.0 2.0 3.0 2.0 1.0 5.0 2.0 4.0  
48 11.0 5.0 3.0 1.0 5.0 3.0 3.0 1.0 2.0 2.0 5.0 5.0 1.0 1.0 3.0 1.0 1.0 5.0 3.0 4.0 3.0 3.0 2.0 2.0 5.0 1.0 1.0 3.0 2.0 1.0 2.0 3.0 3.0 1.0 4.0 4.0 5.0 3.0 3.0 1.0 2.0  
66 14.0 5.0 3.0 4.0 1.0 1.0 4.0 1.0 3.0 4.0 4.0 3.0 3.0 5.0 5.0 2.0 5.0 1.0 3.0 1.0 1.0 3.0 3.0 4.0 3.0 5.0 3.0 1.0 4.0 1.0 5.0 2.0 1.0 4.0 3.0 4.0 4.0 1.0 1.0 3.0 1.0  
69 15.0 4.0 3.0 2.0 2.0 1.0 3.0 1.0 1.0 1.0 5.0 3.0 3.0 1.0 5.0 5.0 2.0 1.0 2.0 2.0 2.0 3.0 5.0 5.0 4.0 1.0 3.0 1.0 1.0 1.0 4.0 2.0 5.0 2.0 4.0 3.0 1.0 2.0 3.0 2.0 2.0  
120 8.0 5.0 4.0 2.0 3.0 1.0 5.0 5.0 4.0 5.0 2.0 1.0 2.0 3.0 4.0 2.0 5.0 3.0 3.0 4.0 1.0 5.0 4.0 4.0 3.0 1.0 4.0 1.0 2.0 5.0 4.0 1.0 5.0 2.0 4.0 1.0 2.0 2.0 5.0 5.0 1.0  
143 7.0 1.0 3.0 1.0 1.0 3.0 3.0 4.0 5.0 2.0 2.0 5.0 3.0 5.0 4.0 1.0 2.0 5.0 3.0 4.0 5.0 2.0 3.0 2.0 5.0 5.0 1.0 3.0 3.0 2.0 4.0 5.0 4.0 4.0 2.0 3.0 3.0 3.0 1.0 3.0 2.0  
40 11.0 3.0 5.0 1.0 5.0 1.0 3.0 3.0 1.0 5.0 3.0 5.0 1.0 3.0 4.0 4.0 2.0 2.0 4.0 2.0 5.0 4.0 1.0 4.0 1.0 5.0 5.0 3.0 1.0 1.0 3.0 1.0 1.0 3.0 5.0 2.0 4.0 5.0 3.0 2.0 1.0  
93 6.0 1.0 2.0 4.0 4.0 2.0 4.0 2.0 1.0 2.0 3.0 4.0 1.0 1.0 1.0 4.0 4.0 5.0 1.0 5.0 2.0 2.0 5.0 5.0 2.0 2.0 1.0 2.0 3.0 4.0 2.0 5.0 1.0 5.0 1.0 5.0 2.0 2.0 5.0 3.0 2.0  
118 15.0 2.0 5.0 4.0 3.0 2.0 4.0 3.0 4.0 2.0 2.0 3.0 1.0 3.0 4.0 1.0 2.0 3.0 1.0 3.0 2.0 3.0 5.0 5.0 5.0 3.0 3.0 4.0 2.0 3.0 1.0 4.0 1.0 2.0 2.0 4.0 3.0 1.0 5.0 1.0 3.0  
107 14.0 1.0 5.0 3.0 2.0 1.0 4.0 1.0 1.0 1.0 5.0 1.0 5.0 2.0 4.0 2.0 1.0 1.0 3.0 3.0 4.0 2.0 4.0 3.0 3.0 3.0 1.0 5.0 5.0 2.0 5.0 1.0 5.0 5.0 2.0 1.0 5.0 3.0 3.0 5.0 5.0  
144 12.0 2.0 5.0 1.0 4.0 3.0 4.0 4.0 5.0 5.0 3.0 2.0 5.0 4.0 2.0 2.0 5.0 5.0 2.0 5.0 4.0 2.0 5.0 3.0 4.0 5.0 1.0 5.0 1.0 1.0 4.0 5.0 4.0 5.0 2.0 4.0 3.0 5.0 2.0 3.0 5.0  
3 12.0 5.0 2.0 4.0 5.0 4.0 4.0 1.0 1.0 4.0 5.0 2.0 3.0 2.0 4.0 3.0 1.0 3.0 5.0 4.0 5.0 3.0 3.0 3.0 3.0 5.0 4.0 3.0 4.0 2.0 5.0 3.0 4.0 1.0 3.0 1.0 4.0 4.0 3.0 2.0 2.0  
