150 25
NETWORK_TREE :
COST_INSTALL_SERVER_AND_PROGRAMS :
0 15.0 1.0 5.0 1.0 4.0 3.0 4.0 4.0 4.0 5.0 2.0 1.0 1.0 5.0 3.0 2.0 4.0 4.0 4.0 4.0 3.0 5.0 4.0 1.0 5.0 4.0  
126 9.0 3.0 1.0 5.0 3.0 5.0 2.0 5.0 4.0 3.0 2.0 2.0 2.0 1.0 1.0 3.0 4.0 2.0 1.0 5.0 5.0 5.0 3.0 4.0 4.0 1.0  
36 12.0 4.0 2.0 3.0 1.0 1.0 5.0 1.0 1.0 4.0 1.0 1.0 5.0 4.0 2.0 3.0 4.0 3.0 4.0 4.0 3.0 4.0 1.0 4.0 5.0 3.0  
24 13.0 5.0 2.0 5.0 3.0 5.0 1.0 1.0 3.0 3.0 2.0 3.0 2.0 5.0 4.0 2.0 4.0 3.0 3.0 2.0 4.0 1.0 5.0 3.0 1.0 2.0  
57 8.0 1.0 5.0 4.0 3.0 3.0 5.0 1.0 5.0 2.0 2.0 5.0 5.0 3.0 1.0 5.0 1.0 2.0 4.0 2.0 2.0 4.0 1.0 4.0 5.0 2.0  
26 15.0 2.0 4.0 3.0 3.0 3.0 4.0 3.0 3.0 2.0 2.0 1.0 5.0 2.0 3.0 5.0 4.0 3.0 1.0 2.0 1.0 4.0 2.0 1.0 3.0 2.0  
65 12.0 1.0 2.0 2.0 5.0 1.0 1.0 5.0 2.0 2.0 4.0 5.0 4.0 1.0 5.0 3.0 4.0 3.0 5.0 4.0 2.0 3.0 2.0 1.0 4.0 1.0  
40 7.0 2.0 2.0 3.0 5.0 3.0 4.0 1.0 1.0 3.0 1.0 4.0 5.0 2.0 2.0 1.0 4.0 4.0 5.0 2.0 5.0 4.0 2.0 1.0 3.0 3.0  
58 9.0 1.0 2.0 2.0 2.0 2.0 1.0 2.0 1.0 3.0 3.0 2.0 2.0 5.0 1.0 5.0 2.0 5.0 3.0 1.0 5.0 3.0 2.0 4.0 4.0 4.0  
29 15.0 2.0 4.0 4.0 4.0 3.0 2.0 5.0 3.0 3.0 1.0 1.0 2.0 3.0 3.0 4.0 2.0 2.0 5.0 4.0 4.0 3.0 2.0 1.0 1.0 5.0  
4 12.0 3.0 2.0 3.0 1.0 5.0 2.0 3.0 2.0 3.0 5.0 4.0 2.0 1.0 1.0 1.0 1.0 5.0 3.0 2.0 1.0 3.0 1.0 4.0 4.0 1.0  
12 15.0 1.0 1.0 5.0 5.0 5.0 1.0 3.0 4.0 1.0 2.0 3.0 5.0 4.0 3.0 3.0 4.0 5.0 1.0 1.0 1.0 5.0 4.0 4.0 3.0 1.0  
129 14.0 3.0 3.0 5.0 4.0 5.0 1.0 1.0 1.0 5.0 3.0 1.0 1.0 3.0 5.0 1.0 3.0 5.0 3.0 4.0 1.0 1.0 5.0 5.0 3.0 4.0  
67 7.0 3.0 2.0 3.0 5.0 3.0 5.0 5.0 2.0 1.0 2.0 2.0 2.0 1.0 1.0 1.0 2.0 3.0 1.0 2.0 3.0 2.0 2.0 4.0 2.0 1.0  
73 7.0 5.0 5.0 2.0 5.0 5.0 4.0 2.0 1.0 2.0 3.0 4.0 1.0 2.0 5.0 4.0 1.0 1.0 5.0 1.0 4.0 5.0 5.0 1.0 3.0 1.0  
14 15.0 4.0 3.0 2.0 3.0 4.0 1.0 2.0 4.0 2.0 5.0 2.0 5.0 5.0 2.0 3.0 2.0 5.0 3.0 1.0 5.0 2.0 1.0 2.0 4.0 1.0  
135 13.0 1.0 3.0 3.0 3.0 5.0 1.0 2.0 3.0 5.0 2.0 3.0 5.0 1.0 2.0 5.0 1.0 2.0 4.0 5.0 4.0 3.0 1.0 3.0 3.0 5.0  
118 7.0 2.0 4.0 3.0 4.0 5.0 4.0 5.0 3.0 3.0 3.0 5.0 1.0 5.0 3.0 3.0 3.0 2.0 4.0 1.0 4.0 1.0 1.0 3.0 2.0 2.0  
122 6.0 3.0 4.0 5.0 1.0 4.0 5.0 2.0 1.0 4.0 1.0 4.0 5.0 1.0 5.0 5.0 2.0 1.0 1.0 4.0 3.0 2.0 2.0 5.0 4.0 1.0  
10 11.0 3.0 3.0 4.0 5.0 3.0 5.0 5.0 1.0 4.0 5.0 2.0 3.0 4.0 4.0 1.0 3.0 2.0 4.0 5.0 5.0 1.0 2.0 3.0 2.0 4.0  
39 14.0 5.0 2.0 4.0 2.0 4.0 5.0 4.0 4.0 4.0 4.0 1.0 3.0 5.0 5.0 2.0 2.0 2.0 4.0 2.0 2.0 1.0 3.0 3.0 3.0 2.0  
86 13.0 5.0 5.0 1.0 3.0 1.0 5.0 4.0 5.0 4.0 4.0 3.0 2.0 4.0 1.0 3.0 3.0 4.0 1.0 3.0 4.0 5.0 1.0 3.0 1.0 5.0  
50 9.0 3.0 2.0 2.0 4.0 3.0 3.0 1.0 4.0 3.0 5.0 3.0 4.0 1.0 3.0 3.0 5.0 1.0 2.0 2.0 5.0 2.0 4.0 3.0 5.0 3.0  
100 14.0 5.0 4.0 3.0 1.0 4.0 1.0 3.0 4.0 3.0 4.0 5.0 5.0 5.0 1.0 3.0 4.0 5.0 1.0 3.0 2.0 2.0 5.0 5.0 2.0 4.0  
55 8.0 5.0 2.0 2.0 3.0 2.0 2.0 2.0 3.0 1.0 5.0 2.0 1.0 1.0 3.0 1.0 1.0 1.0 2.0 2.0 3.0 4.0 3.0 5.0 4.0 3.0  
64 11.0 1.0 5.0 1.0 2.0 2.0 4.0 4.0 1.0 5.0 5.0 2.0 4.0 3.0 3.0 1.0 3.0 5.0 3.0 2.0 1.0 5.0 5.0 5.0 5.0 3.0  
115 12.0 5.0 4.0 2.0 4.0 4.0 3.0 5.0 5.0 2.0 4.0 3.0 1.0 3.0 5.0 1.0 2.0 4.0 3.0 2.0 3.0 2.0 2.0 2.0 3.0 5.0  
99 14.0 5.0 4.0 4.0 3.0 4.0 4.0 5.0 2.0 2.0 2.0 2.0 4.0 2.0 5.0 5.0 4.0 2.0 3.0 4.0 3.0 1.0 2.0 2.0 5.0 2.0  
119 9.0 2.0 4.0 3.0 5.0 1.0 2.0 3.0 5.0 3.0 2.0 5.0 3.0 3.0 2.0 3.0 5.0 2.0 1.0 5.0 5.0 3.0 2.0 2.0 3.0 4.0  
121 9.0 2.0 4.0 5.0 5.0 1.0 1.0 1.0 2.0 2.0 2.0 4.0 5.0 4.0 3.0 1.0 4.0 5.0 3.0 2.0 4.0 4.0 3.0 1.0 1.0 5.0  
5 15.0 4.0 4.0 2.0 5.0 1.0 3.0 3.0 4.0 2.0 4.0 2.0 4.0 1.0 3.0 3.0 2.0 5.0 3.0 3.0 1.0 2.0 4.0 1.0 1.0 4.0  
7 13.0 4.0 3.0 5.0 4.0 3.0 3.0 2.0 4.0 4.0 4.0 4.0 2.0 2.0 4.0 4.0 3.0 1.0 4.0 5.0 1.0 4.0 1.0 4.0 4.0 3.0  
92 8.0 5.0 3.0 1.0 5.0 5.0 3.0 3.0 2.0 1.0 4.0 2.0 5.0 2.0 4.0 1.0 2.0 3.0 1.0 3.0 2.0 5.0 3.0 5.0 1.0 4.0  
108 8.0 2.0 3.0 5.0 1.0 4.0 5.0 2.0 5.0 3.0 3.0 1.0 4.0 4.0 5.0 5.0 1.0 4.0 5.0 1.0 4.0 4.0 3.0 3.0 2.0 1.0  
84 9.0 1.0 5.0 3.0 1.0 1.0 3.0 4.0 4.0 5.0 1.0 1.0 5.0 1.0 3.0 2.0 4.0 5.0 1.0 5.0 2.0 1.0 1.0 5.0 3.0 4.0  
23 6.0 2.0 3.0 5.0 5.0 2.0 5.0 2.0 1.0 4.0 3.0 2.0 4.0 5.0 1.0 2.0 2.0 3.0 1.0 5.0 2.0 5.0 1.0 4.0 2.0 2.0  
15 15.0 3.0 1.0 4.0 4.0 2.0 4.0 5.0 4.0 3.0 1.0 4.0 1.0 2.0 3.0 1.0 5.0 3.0 4.0 1.0 5.0 4.0 1.0 2.0 3.0 2.0  
107 7.0 1.0 3.0 4.0 3.0 4.0 4.0 4.0 2.0 1.0 2.0 1.0 1.0 5.0 1.0 2.0 1.0 3.0 3.0 2.0 3.0 2.0 3.0 5.0 5.0 1.0  
37 11.0 2.0 5.0 2.0 4.0 2.0 5.0 1.0 4.0 5.0 2.0 5.0 3.0 2.0 5.0 2.0 1.0 3.0 5.0 5.0 3.0 3.0 4.0 1.0 2.0 5.0  
125 8.0 2.0 1.0 3.0 4.0 3.0 4.0 4.0 3.0 1.0 3.0 4.0 1.0 1.0 1.0 3.0 2.0 5.0 3.0 4.0 3.0 4.0 4.0 5.0 4.0 5.0  
85 9.0 3.0 5.0 1.0 2.0 5.0 2.0 3.0 1.0 2.0 3.0 3.0 5.0 1.0 5.0 5.0 5.0 4.0 2.0 5.0 1.0 1.0 4.0 5.0 2.0 1.0  
103 9.0 4.0 3.0 5.0 5.0 5.0 4.0 4.0 1.0 3.0 1.0 1.0 3.0 3.0 1.0 1.0 1.0 3.0 3.0 3.0 3.0 1.0 1.0 2.0 4.0 5.0  
101 14.0 4.0 5.0 5.0 3.0 5.0 4.0 1.0 4.0 4.0 1.0 1.0 4.0 1.0 3.0 4.0 3.0 4.0 5.0 1.0 3.0 1.0 3.0 2.0 4.0 2.0  
141 14.0 3.0 5.0 3.0 2.0 2.0 4.0 2.0 3.0 1.0 1.0 3.0 2.0 5.0 1.0 2.0 3.0 2.0 4.0 4.0 2.0 5.0 5.0 4.0 5.0 3.0  
113 9.0 2.0 3.0 1.0 2.0 5.0 3.0 5.0 1.0 4.0 4.0 4.0 4.0 5.0 3.0 2.0 3.0 1.0 3.0 4.0 5.0 4.0 3.0 3.0 5.0 1.0  
78 7.0 3.0 2.0 3.0 1.0 5.0 4.0 2.0 2.0 2.0 1.0 4.0 3.0 2.0 1.0 3.0 4.0 2.0 2.0 2.0 1.0 1.0 1.0 5.0 3.0 2.0  
59 14.0 3.0 1.0 2.0 1.0 3.0 1.0 5.0 2.0 5.0 3.0 2.0 1.0 4.0 1.0 2.0 4.0 4.0 5.0 2.0 4.0 4.0 4.0 2.0 2.0 3.0  
134 11.0 1.0 1.0 5.0 2.0 2.0 4.0 5.0 2.0 1.0 5.0 4.0 4.0 2.0 1.0 5.0 1.0 3.0 3.0 1.0 2.0 4.0 2.0 5.0 2.0 4.0  
9 15.0 4.0 5.0 5.0 1.0 5.0 4.0 2.0 4.0 2.0 3.0 2.0 4.0 1.0 1.0 3.0 4.0 2.0 2.0 4.0 4.0 1.0 2.0 4.0 3.0 3.0  
116 9.0 2.0 5.0 2.0 5.0 5.0 3.0 5.0 3.0 3.0 1.0 1.0 5.0 5.0 1.0 1.0 5.0 5.0 3.0 2.0 2.0 3.0 1.0 1.0 5.0 3.0  
146 13.0 3.0 2.0 3.0 3.0 5.0 4.0 4.0 1.0 1.0 3.0 1.0 4.0 1.0 2.0 3.0 2.0 3.0 4.0 3.0 1.0 2.0 5.0 4.0 4.0 3.0  
21 15.0 3.0 5.0 2.0 5.0 5.0 3.0 1.0 1.0 3.0 1.0 4.0 2.0 2.0 4.0 2.0 4.0 2.0 5.0 2.0 2.0 3.0 4.0 3.0 2.0 5.0  
104 8.0 1.0 3.0 3.0 5.0 5.0 5.0 3.0 3.0 4.0 2.0 3.0 2.0 2.0 5.0 3.0 2.0 1.0 1.0 1.0 4.0 2.0 1.0 1.0 3.0 5.0  
2 12.0 1.0 2.0 2.0 4.0 3.0 4.0 3.0 4.0 1.0 5.0 3.0 1.0 5.0 3.0 5.0 1.0 3.0 5.0 2.0 3.0 5.0 2.0 2.0 5.0 2.0  
82 9.0 5.0 5.0 3.0 2.0 5.0 5.0 2.0 5.0 2.0 5.0 4.0 4.0 4.0 5.0 5.0 5.0 4.0 4.0 5.0 3.0 3.0 3.0 3.0 2.0 5.0  
60 15.0 2.0 5.0 2.0 3.0 4.0 5.0 1.0 2.0 4.0 3.0 3.0 2.0 1.0 1.0 2.0 5.0 1.0 5.0 1.0 1.0 3.0 1.0 5.0 3.0 5.0  
72 6.0 5.0 4.0 5.0 5.0 2.0 5.0 3.0 5.0 4.0 3.0 5.0 1.0 5.0 1.0 4.0 4.0 4.0 4.0 1.0 5.0 4.0 3.0 4.0 3.0 5.0  
31 7.0 5.0 1.0 5.0 3.0 2.0 3.0 3.0 2.0 5.0 5.0 4.0 4.0 3.0 4.0 4.0 5.0 5.0 5.0 5.0 2.0 5.0 4.0 4.0 2.0 3.0  
120 6.0 1.0 2.0 3.0 1.0 5.0 3.0 4.0 2.0 1.0 1.0 2.0 5.0 2.0 3.0 1.0 2.0 5.0 5.0 5.0 3.0 3.0 1.0 3.0 5.0 3.0  
46 14.0 4.0 4.0 4.0 4.0 2.0 5.0 5.0 3.0 5.0 4.0 5.0 4.0 4.0 4.0 5.0 4.0 5.0 5.0 1.0 5.0 1.0 4.0 5.0 3.0 2.0  
139 15.0 5.0 3.0 4.0 5.0 2.0 2.0 2.0 2.0 1.0 1.0 2.0 1.0 4.0 3.0 3.0 1.0 1.0 1.0 4.0 2.0 4.0 4.0 1.0 1.0 3.0  
149 10.0 4.0 2.0 5.0 2.0 4.0 5.0 2.0 1.0 5.0 3.0 4.0 2.0 5.0 5.0 3.0 2.0 3.0 5.0 3.0 3.0 3.0 4.0 4.0 5.0 3.0  
111 13.0 3.0 3.0 3.0 1.0 5.0 4.0 2.0 4.0 3.0 2.0 3.0 1.0 4.0 3.0 3.0 1.0 3.0 2.0 1.0 2.0 3.0 1.0 3.0 5.0 5.0  
106 15.0 1.0 1.0 3.0 2.0 5.0 4.0 4.0 5.0 5.0 5.0 3.0 3.0 1.0 4.0 3.0 3.0 5.0 4.0 3.0 3.0 1.0 5.0 3.0 1.0 5.0  
27 6.0 3.0 3.0 1.0 1.0 1.0 4.0 2.0 5.0 5.0 2.0 1.0 4.0 2.0 5.0 5.0 1.0 4.0 4.0 3.0 3.0 5.0 2.0 1.0 4.0 1.0  
76 12.0 5.0 2.0 3.0 3.0 1.0 5.0 4.0 3.0 4.0 1.0 4.0 2.0 4.0 4.0 1.0 4.0 3.0 3.0 2.0 4.0 3.0 3.0 4.0 2.0 2.0  
44 7.0 3.0 4.0 4.0 1.0 5.0 2.0 5.0 1.0 5.0 3.0 2.0 4.0 1.0 4.0 5.0 4.0 2.0 5.0 1.0 3.0 2.0 4.0 2.0 4.0 5.0  
17 13.0 1.0 2.0 5.0 2.0 5.0 4.0 4.0 4.0 2.0 1.0 1.0 5.0 2.0 2.0 3.0 1.0 1.0 4.0 4.0 3.0 2.0 4.0 4.0 1.0 1.0  
22 9.0 5.0 3.0 1.0 2.0 4.0 4.0 4.0 5.0 3.0 1.0 5.0 1.0 1.0 5.0 4.0 4.0 1.0 4.0 1.0 3.0 3.0 1.0 3.0 2.0 2.0  
11 6.0 5.0 4.0 2.0 3.0 2.0 1.0 3.0 5.0 1.0 3.0 1.0 1.0 3.0 2.0 5.0 5.0 5.0 1.0 1.0 3.0 5.0 3.0 4.0 1.0 4.0  
133 12.0 4.0 5.0 2.0 2.0 3.0 2.0 5.0 3.0 5.0 4.0 1.0 5.0 4.0 5.0 1.0 1.0 1.0 1.0 4.0 2.0 4.0 5.0 4.0 3.0 3.0  
66 9.0 4.0 3.0 1.0 5.0 1.0 5.0 5.0 2.0 3.0 2.0 3.0 1.0 5.0 5.0 1.0 4.0 4.0 4.0 4.0 5.0 1.0 1.0 4.0 5.0 1.0  
48 14.0 3.0 2.0 4.0 4.0 5.0 3.0 4.0 4.0 1.0 1.0 3.0 5.0 4.0 5.0 1.0 3.0 4.0 5.0 3.0 5.0 2.0 3.0 5.0 2.0 2.0  
97 6.0 2.0 3.0 3.0 4.0 2.0 1.0 1.0 4.0 1.0 1.0 3.0 1.0 2.0 4.0 5.0 5.0 2.0 4.0 4.0 5.0 2.0 2.0 4.0 5.0 4.0  
140 9.0 3.0 4.0 2.0 1.0 5.0 4.0 4.0 5.0 3.0 3.0 4.0 1.0 3.0 2.0 5.0 2.0 1.0 3.0 2.0 3.0 4.0 3.0 4.0 3.0 5.0  
128 13.0 4.0 1.0 4.0 5.0 4.0 3.0 3.0 5.0 2.0 3.0 2.0 5.0 4.0 1.0 5.0 4.0 2.0 1.0 1.0 5.0 3.0 1.0 1.0 4.0 2.0  
