150 5
NETWORK_TREE :
139 5
141 1
142 1 2
143 1 2 4
144 1 2 3
145 4
146 3 4
147 1 2
148 1 3 5
149 1 3
COST_INSTALL_SERVER_AND_PROGRAMS :
0 11 3 4 5 2 1
1 6 4 2 1 1 4
2 11 2 1 4 4 2
3 7 4 5 4 1 1
4 15 2 5 5 4 2
5 7 3 4 3 4 3
6 7 1 1 1 5 1
7 10 1 3 1 1 4
8 6 1 1 3 1 5
9 7 5 1 1 3 3
10 11 5 5 1 4 4
11 8 5 2 4 5 4
12 7 1 5 3 2 1
13 13 5 3 3 5 4
14 8 1 1 4 2 1
15 6 3 1 5 1 5
16 8 3 1 2 4 2
17 7 5 4 4 2 4
18 9 1 5 5 1 5
19 15 5 5 5 2 5
20 13 2 5 5 2 1
21 8 2 5 2 4 3
22 14 4 3 3 4 3
23 6 4 1 3 3 3
24 12 5 2 3 1 4
25 9 4 3 3 5 2
26 8 3 3 5 1 1
27 6 5 2 4 4 5
28 11 2 1 3 5 1
29 8 1 1 3 5 5
30 15 2 5 1 3 1
31 9 1 4 3 2 3
32 9 5 5 2 1 3
33 8 4 2 4 3 3
34 8 2 5 2 3 1
35 6 4 3 5 1 1
36 9 3 1 2 3 1
37 15 2 4 2 3 4
38 10 5 4 4 4 1
39 15 5 5 2 1 1
40 12 4 1 4 1 2
41 14 5 2 4 3 4
42 9 4 3 5 3 3
43 13 5 2 1 5 5
44 12 2 3 4 5 1
45 9 2 4 4 1 3
46 13 3 4 3 1 2
47 15 3 2 1 5 4
48 6 4 1 4 1 3
49 12 2 2 4 4 5
50 6 1 5 1 1 3
51 7 4 4 3 5 4
52 9 4 1 4 4 4
53 14 5 1 1 2 5
54 12 3 5 2 5 1
55 13 5 5 1 2 4
56 10 3 4 3 1 2
57 12 2 2 2 3 4
58 8 5 5 4 3 2
59 11 5 2 5 2 2
60 12 3 5 5 1 4
61 7 3 3 3 3 5
62 7 2 5 1 1 1
63 12 4 3 5 4 4
64 15 3 4 1 1 5
65 13 2 3 5 2 5
66 7 3 2 3 5 1
67 14 3 5 1 1 4
68 15 5 5 4 1 5
69 9 3 4 5 5 4
70 11 1 4 3 3 3
71 7 4 3 2 3 4
72 10 4 1 5 5 4
73 6 4 3 2 1 1
74 6 3 1 2 1 5
75 13 4 2 1 4 1
76 9 3 5 4 3 2
77 12 2 3 2 4 2
78 12 2 1 3 2 4
79 12 3 3 5 2 3
80 15 2 5 5 5 4
81 10 5 5 3 1 2
82 9 2 4 3 5 3
83 15 3 5 5 5 3
84 7 5 2 5 2 4
85 15 3 1 3 4 2
86 7 1 4 5 1 3
87 11 3 1 2 2 5
88 11 4 3 4 5 5
89 6 3 1 4 1 5
90 13 2 2 2 2 2
91 10 1 4 3 2 3
92 14 1 5 5 5 1
93 8 5 5 2 4 5
94 12 2 5 4 5 2
95 6 5 4 5 3 1
96 8 5 4 2 2 3
97 10 2 4 2 4 4
98 14 5 4 4 2 1
99 7 1 1 2 1 1
100 12 5 4 2 2 3
101 7 2 4 5 4 2
102 12 5 4 3 3 4
103 10 4 3 5 4 5
104 10 1 2 2 2 4
105 10 3 5 5 3 4
106 6 3 4 5 4 4
107 6 1 1 2 4 3
108 13 4 2 4 4 3
109 8 5 2 1 3 5
110 8 3 2 4 5 5
111 10 3 4 1 2 3
112 14 4 3 2 3 3
113 8 1 1 2 4 2
114 14 4 3 5 4 1
115 14 5 5 3 1 5
116 9 4 3 1 4 4
117 10 3 3 4 1 3
118 13 4 5 5 3 5
119 6 4 5 3 4 2
120 8 5 4 1 3 4
121 7 5 3 3 3 2
122 6 4 4 3 2 5
123 6 4 5 5 3 4
124 7 4 5 5 2 5
125 8 5 5 1 2 4
126 9 2 4 1 5 5
127 11 2 2 2 5 5
128 8 4 4 2 5 1
129 7 3 2 2 3 5
130 14 4 2 4 2 3
131 11 1 3 2 2 1
132 6 3 4 5 3 4
133 11 1 4 2 1 1
134 9 3 2 2 2 5
135 8 5 4 2 5 4
136 8 1 1 4 3 2
137 11 5 4 4 4 2
138 13 5 4 4 5 2
139 15 1 1 3 5 1
140 8 3 2 2 5 3
141 9 4 4 1 3 4
142 7 2 5 4 5 3
143 9 5 4 2 2 1
144 13 5 5 5 5 4
145 10 2 4 1 1 2
146 8 2 4 3 5 4
147 10 4 4 3 5 1
148 15 5 4 1 5 4
149 11 2 2 2 5 5
