150 10
NETWORK_TREE :
57 11 1 3 4 1 2 5 4 4 3 1
58 8 5 2 3 1 1 1 1 5 4 2
59 12 3 2 4 3 5 5 1 1 5 2
60 14 2 5 2 2 3 5 3 4 2 2
61 13 4 3 5 5 2 2 1 4 3 3
62 6 4 5 5 3 2 2 3 1 1 4
63 6 4 5 4 4 4 4 5 4 4 3
64 9 4 5 2 4 1 3 4 1 2 3
65 14 4 3 5 3 3 1 1 1 3 2
66 7 2 4 5 2 3 1 4 4 1 5
67 9 3 2 4 3 3 4 2 1 4 3
68 11 5 4 5 4 2 2 4 1 1 1
69 13 3 5 4 3 4 3 5 1 4 4
70 10 5 4 5 5 3 4 2 1 4 1
71 12 4 4 2 4 2 4 4 4 5 4
72 14 4 1 4 3 1 4 4 5 4 1
73 15 1 4 4 2 4 3 3 4 3 2
74 9 1 4 4 2 2 4 3 5 2 1
75 10 2 3 1 2 1 3 1 5 5 3
76 11 5 4 1 5 2 4 3 4 5 3
77 14 2 4 4 2 2 1 5 3 4 5
78 10 5 5 4 3 2 4 2 5 4 4
79 11 2 2 2 1 2 5 4 5 2 2
80 8 2 4 1 5 2 1 4 4 1 5
81 14 3 1 2 5 2 4 4 2 3 3
82 15 1 5 5 5 3 5 4 2 2 5
83 15 4 3 5 4 2 1 3 5 1 1
84 12 5 1 3 5 3 2 2 5 2 4
85 7 5 4 5 3 1 4 4 3 1 2
86 13 5 1 3 1 5 3 1 1 2 1
87 7 1 5 2 4 4 3 1 1 5 1
88 14 3 1 3 5 4 1 5 1 5 4
89 10 1 4 4 2 5 5 4 2 3 5
90 9 1 4 3 4 4 4 5 2 1 1
91 7 4 3 3 2 1 5 4 4 4 4
92 11 1 5 3 4 2 1 3 2 1 1
93 7 2 3 2 2 1 3 3 4 1 1
94 7 3 4 4 4 2 2 1 4 1 3
95 8 2 2 4 5 5 2 4 2 4 1
96 9 2 4 5 4 2 1 5 2 5 5
97 12 3 4 4 3 1 2 2 2 1 3
98 8 5 1 4 2 3 1 5 2 1 2
99 6 1 3 5 2 1 2 1 2 5 4
100 13 2 1 4 2 4 1 2 5 3 5
101 10 1 1 4 3 5 5 2 3 4 2
102 6 3 3 1 4 1 5 3 2 3 5
103 11 1 3 3 1 4 4 5 2 4 5
104 13 4 4 2 4 2 5 1 2 3 1
105 13 3 3 4 1 1 4 2 5 3 3
106 11 4 4 1 4 4 1 3 2 3 1
107 8 4 2 4 2 3 1 4 3 5 4
108 6 1 1 5 4 3 5 5 2 1 5
109 12 2 1 4 4 1 5 2 5 5 4
110 7 1 1 4 3 1 3 4 1 1 3
111 8 1 3 1 2 3 5 2 1 5 5
112 15 1 1 1 2 1 2 1 3 2 3
113 12 4 2 3 1 4 3 4 5 3 4
114 14 2 3 3 1 2 4 5 4 5 1
115 13 2 1 5 4 3 4 3 3 4 4
116 10 1 2 2 3 1 5 3 2 1 2
117 14 2 1 5 1 1 5 3 1 5 5
118 10 4 2 2 1 1 4 1 4 4 2
119 10 2 2 5 1 2 2 2 2 3 2
120 8 4 1 4 3 2 1 1 2 2 3
121 12 5 2 5 2 1 5 4 2 4 3
122 9 5 5 4 3 4 2 2 4 2 5
123 8 1 2 1 3 3 2 5 5 5 1
124 13 5 4 1 4 2 4 5 4 2 4
125 15 2 5 4 3 1 4 2 1 1 5
126 11 3 4 1 1 5 1 3 1 5 2
127 9 1 3 3 4 5 2 3 2 2 3
128 9 5 5 5 2 5 2 3 1 4 2
129 7 5 2 1 3 2 4 2 2 1 2
130 9 1 2 3 1 2 3 5 4 2 4
131 8 2 4 3 4 2 2 1 5 1 4
132 12 3 2 1 5 4 5 2 2 1 1
133 6 4 2 3 3 5 1 1 4 2 2
134 6 1 2 1 1 5 5 1 1 2 1
135 9 4 2 3 2 4 1 3 3 5 3
136 13 1 4 2 4 5 1 2 1 1 5
137 8 3 1 2 3 3 5 4 1 1 2
138 7 1 5 5 1 3 4 5 1 2 5
139 15 4 2 4 5 5 3 4 4 3 2
140 8 1 1 3 3 3 4 1 4 3 5
141 7 4 2 4 2 5 3 1 2 5 2
142 7 3 3 5 4 2 5 4 5 2 5
143 10 4 5 5 2 3 2 5 1 5 4
144 11 3 3 1 4 2 2 2 3 3 2
145 9 3 5 3 3 3 4 3 4 3 2
146 11 5 4 2 4 5 1 3 4 5 4
147 7 5 1 4 5 3 2 1 4 3 3
148 15 1 1 5 2 1 3 2 3 2 1
149 6 5 4 4 2 2 1 4 1 3 1
