150 50
NETWORK_TREE :
27 1 2 3 6 7 8 9 10 11 12 14 15 18 19 20 21 23 24 25 26 27 28 29 31 32 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50
28 1 3 5 6 7 9 10 13 18 20 21 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50
29 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 47 48 49 50
30 50 3 23 39 11 12 46 15 31
31 1 35 36 5 39 8 9 41 10 43 14 47 48 18 20 22 23 24 27 28
32 1 2 5 6 7 8 9 10 11 12 15 17 20 22 24 26 27 28 30 31 34 40 42 44 45 46
33 2 3 4 5 6 7 8 9 13 15 16 18 19 20 21 22 23 24 25 26 28 29 31 32 33 34 35 36 39 40 41 42 43 44 46 47 48 49 50
34 2 5 7 8 9 10 11 13 14 15 17 18 19 20 21 23 24 27 29 30 32 34 36 37 38 39 41 42 43 44 45 47 48 50
35 2 8 9 10 11 12 13 14 15 18 20 21 23 24 26 27 29 30 31 34 35 36 37 38 39 41 42 43 44 45 46 47 48 50
36 4 6 8 9 11 14 15 16 17 19 20 21 23 24 25 27 29 30 32 34 37 38 39 40 42 44 45 46 47 48 49
37 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 25 26 27 29 30 31 32 33 34 35 36 37 38 40 42 43 44 45 46 47 48 49 50
38 1 2 3 4 5 6 7 8 9 10 11 12 16 17 18 20 21 22 24 25 26 28 29 30 32 33 34 35 38 39 40 42 45 46 47 48 49 50
39 1 2 3 4 5 7 8 12 13 14 15 16 17 18 19 22 24 25 26 28 30 31 32 33 35 36 37 38 40 42 44 45 46 47 50
40 3 4 5 39 40 8 10 42 43 13 46 14 19 27 29 31
41 1 3 4 6 7 8 11 12 13 14 15 16 17 18 20 21 24 26 28 29 31 32 33 34 35 36 37 38 39 41 43 45 47 48 49 50
42 1 2 3 4 5 6 7 9 11 12 13 14 15 16 19 21 22 23 25 26 27 29 30 32 33 34 35 36 37 38 39 40 41 43 44 45 48 49 50
43 1 2 5 6 7 9 10 11 14 15 17 18 19 20 26 27 28 30 31 34 35 37 38 39 40 41 43 44 45 47 48 49 50
44 2 4 5 6 9 13 15 18 19 20 22 24 25 26 27 28 32 34 37 39 41 42 45 48 50
45 2 4 6 7 8 9 10 12 14 15 17 18 19 21 22 23 24 26 28 30 31 32 33 34 35 36 37 38 39 41 43 45 46 47 50
46 1 2 3 4 5 6 8 9 11 12 13 14 15 16 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 37 38 40 42 43 44 46 47 48 49 50
47 16 1 49 37 7 25 41 42 26 12 30
48 1 2 3 5 6 7 9 10 11 13 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 39 40 41 44 45 46 48 49 50
49 32 33 2 36 7 40 10 43 45 47 48 49 17 18 22
50 3 20 21 5 38 39 40 26 27 12 28 14
51 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
52 48 33 36 39 7 27 11 43 15
53 33 2 36 4 5 6 43 12 45 19 24 26 27 28
54 33 5 6 9 41 42 47 16 50 19 21 25 27
55 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50
56 2 3 4 36 22 10 26 15
57 1 4 5 7 8 9 10 12 14 15 16 19 20 23 24 27 28 33 34 35 36 37 38 40 42 43 44 45 47
58 16 33 17 2 19 21 26 10 27 13 29
59 32 2 3 4 37 8 40 11 43 12 44 45 14 46 47 49 19 20 23 24 26 27 30 31
60 49 18 19 20 36 26 28
61 2 50 6 8 25 42 43 28
62 32 33 3 35 37 6 7 41 10 43 44 45 46 48 22 23 27 29 30
63 1 2 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
64 33 2 19 21 5 6 41 25 26 27 44 45
65 2
66 1 2 3 4 5 6 7 8 10 11 16 18 19 20 22 24 26 27 31 33 35 36 39 41 44 46 48 49
67 12 29
68 34 50 4 30
69 1 3 5 7 8 9 10 12 13 14 16 17 19 21 23 24 25 27 28 29 31 32 33 34 35 37 38 39 40 41 42 43 44 45 48 49 50
70 32 33 2 3 38 7 40 41 42 43 11 44 12 46 48 16 17 18 50 19 21 22 27 29
71 1 2 4 7 8 10 11 12 14 15 18 23 24 25 26 27 28 29 30 32 33 34 36 37 40 41 44 45 47 50
72 32 50 3 4 37 41 25 42 12 29 45
73 32 35 3 38 6 41 44 45 17 18 22 23 24 27 28 29 30
74 1 2 3 4 5 7 8 9 11 13 14 15 16 19 21 22 24 25 26 27 28 30 31 32 34 35 36 37 38 40 42 43 44 46 47 48 49 50
75 1 20 7 24 12
76 2 6 8 10 11 13 14 15 19 20 21 23 24 25 27 29 31 37 39 42 43 46 48 49 50
77 1 5 6 7 8 10 12 13 14 16 17 19 20 22 23 24 25 27 28 29 30 31 32 35 37 38 40 42 43 45 46 47 48 50
78 2 4 6 7 8 9 10 11 12 13 14 15 16 19 21 22 23 24 25 26 29 30 32 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50
79 1 3 8 9 10 11 12 13 15 16 18 19 21 24 26 29 30 31 33 35 36 37 38 39 43 44 47 49
80 1 2 34 4 5 37 6 8 40 45 15 16 18 23 24 31
81 2 4 6 7 8 9 11 16 17 19 20 21 22 23 24 25 26 27 28 30 31 32 33 35 37 39 40 42 43 44 46 47 48 49 50
82 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 24 26 27 30 31 32 33 34 35 36 37 38 39 40 41 42 45 46 47 48 49 50
83 32 1 50 35 20 4 5 23 40 42 13
84 32 33 2 4 37 39 7 40 9 43 11 12 13 14 47 15 48 17 20 21 22 23 25 31
85 32 34 5 6 7 40 9 41 44 45 46 15 49 17 50 19 25 26 29 30
86 1 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22 23 24 25 27 29 30 31 32 34 35 36 37 38 39 40 41 42 43 45 47 48 49 50
87 50 18 35 23 28 13 45 31
88 2 3 4 5 6 7 9 10 11 12 15 16 17 18 22 23 25 29 30 32 33 34 36 38 41 42 44 45 46 47 48 50
89 1 33 2 4 37 39 7 40 41 9 44 45 13 14 47 15 49 19
90 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50
91 32 1 2 35 3 36 5 38 41 10 42 11 13 16 17 49 50 18 20 22 23 25 26
92 1 2 4 8 9 11 13 14 15 16 18 20 23 26 27 28 30 31 32 33 34 36 37 38 39 40 44 46 50
93 33 2 34 3 38 8 9 42 10 11 44 45 16 48 49 18 20 21 28 30 31
94 2 5 8 9 10 12 13 14 15 17 18 20 21 22 23 24 25 29 30 33 34 35 41 42 44 45 47
95 32 48 17 19 5 7 40 24 9 11 44 29
96 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 39 40 41 42 43 44 45 46 48 49 50
97 3 4 5 6 7 8 9 10 11 14 15 16 20 22 23 29 32 35 36 37 40 41 42 44 47 48 50
98 32 33 3 36 4 5 39 8 9 10 11 45 16 48 18 20 21 30
99 47
100 1 2 4 7 8 11 13 14 15 18 19 20 21 22 24 25 27 28 29 31 32 33 34 35 36 37 38 40 41 42 44 45 47 48 49 50
101 2 3 4 5 6 7 8 10 11 13 14 15 16 17 19 20 21 22 24 26 27 29 30 32 33 34 37 38 40 41 42 43 45 46 47 48 49
102 1 3 4 7 8 9 10 11 12 15 17 18 19 20 24 25 26 30 31 32 33 34 35 36 38 40 44 45 46 49 50
103 32 33 34 35 3 4 5 7 40 44 13 15 47 17 23 25
104 1 2 3 5 6 8 9 14 15 19 22 25 26 28 30 31 32 34 35 37 38 40 45 46 48 50
105 2 5 6 8 10 12 13 14 15 16 18 21 24 29 30 31 32 33 34 35 36 38 42 43 45 46 48 49 50
106 32 18
107 17 1 18 35 20 21 37 39 40 25 43 31
108 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 46 47 48 49
109 50 21 38 6 7 10
110 1 35 3 4 40 9 48 49 19 20 21 26 31
111 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 20 22 23 24 26 30 32 33 34 35 37 38 39 40 42 43 45 46 48 50
112 1 2 5 6 7 9 10 12 17 20 21 23 25 28 29 30 31 34 36 37 40 41 42 44 48 50
113 32 33 2 8 40 42 43 44 12 14 46 48 23 25 28
114 3 6 8 10 11 12 13 14 16 19 23 25 26 27 28 29 30 31 32 34 35 37 42 43 46 48 49 50
115 1 2 5 6 10 11 14 18 19 22 23 25 26 28 29 30 35 36 37 41 42 43 47 48 50
117 48
118 2 3 5 6 7 8 9 10 11 12 13 16 19 20 21 22 24 25 26 27 30 31 32 33 34 37 38 40 41 42 44 45 47 48
119 34 2 3 7 10 44 13 45 18 19 21 26 28 29
120 1 2 3 4 5 8 10 12 14 16 20 22 23 25 26 28 29 30 31 34 35 36 39 40 41 42 45 46 47
121 1 3 5 6 7 13 14 17 18 19 20 21 22 24 25 26 28 30 31 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 50
122 1 33 2 35 3 36 5 37 6 38 7 9 10 42 43 13 46 17 23 24 28 29 30
123 2 35 23 40 25 13
124 1 34 35 3 11 31
125 33 34 35 36 4 5 6 39 7 40 42 11 44 12 13 46 14 16 50 20 26 31
126 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50
127 1 2 35 36 7 41 12 44 14 47 17 24 26 27 28 29
128 32 1 34 5 40 9 41 10 11 13 48 18 50 19 22 26 30
129 1 2 6 7 8 10 11 12 15 17 18 22 24 25 27 28 30 32 33 34 35 36 38 40 42 43 44 46 47 50
130 2 3 4 5 7 8 11 12 14 16 17 18 19 20 22 23 26 28 29 30 31 32 33 36 38 39 40 42 43 44 46 47 48 49 50
131 1 3 5 6 9 10 12 18 21 22 24 25 27 28 31 33 36 38 42 43 45 46 47 48 49
132 33 34 35 4 5 37 38 6 39 7 8 41 43 45 13 46 47 16 49 18 19 20
133 4 5 6 8 9 10 11 12 13 15 16 17 20 22 23 24 26 27 30 32 33 34 35 36 37 38 39 41 42 44 45 46 48
134 1 3 4 7 11 12 13 15 18 19 22 24 25 26 27 30 31 32 34 36 38 39 40 42 44 45 46 49
135 32 33 36 37 38 6 39 8 41 11 12 44 13 14 47 16 49 18 21 23 25 29 31
136 48 21 38 39 8 43 47
137 20 14
138 1 34 2 35 36 37 7 41 44 46 15 47 48 17 18 19 24 25 26 27 28 30
139 5 6 10 11 13 14 15 17 18 20 22 23 27 28 31 32 37 38 39 40 41 42 43 46 47 49 50
140 49 4 26 12 46 31
141 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 37 39 40 41 43 44 45 46 47 48 49
142 48 32 17 18 21 41 26 27 13
143 1 2 3 4 6 7 9 10 12 13 14 19 20 22 23 26 28 29 30 32 33 34 36 37 38 39 41 42 44 45 46 47 50
144 1 3 4 5 7 8 9 10 12 13 14 17 18 19 20 22 24 27 29 30 31 33 35 37 38 39 40 41 42 44 45 46 47 48 49 50
145 32 3 35 4 38 6 7 39 40 41 9 12 13 46 15 49 50 18 19 20 22 24 25 31
146 1 2 3 5 7 8 9 11 12 14 16 17 18 19 20 21 22 26 27 28 29 30 31 33 34 35 37 38 39 40 42 43 44 47 48 50
147 1 2 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 23 24 26 27 28 30 31 32 34 35 36 38 39 40 42 43 44 45 46 47 48 49 50
148 1 2 3 4 5 6 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50
149 32 33 35 5 6 38 39 7 8 41 12 45 46 47 48 17 20 23
COST_INSTALL_SERVER_AND_PROGRAMS :
0 10 4 2 3 2 3 2 3 5 3 4 4 2 2 2 5 3 3 3 4 5 1 1 2 3 4 4 5 3 3 2 4 3 5 3 2 1 2 4 1 4 2 4 3 1 3 5 3 3 1 3
1 12 2 5 4 4 5 4 4 3 2 3 5 2 5 2 2 3 2 3 4 1 2 4 4 3 3 1 4 2 3 2 5 3 1 3 1 2 1 4 4 3 4 2 5 2 5 2 2 3 4 1
2 7 4 2 4 1 1 5 2 2 1 1 2 1 5 3 5 2 5 4 3 4 1 1 4 3 2 3 1 4 5 2 1 1 2 3 1 5 1 4 1 5 1 5 2 3 3 3 1 1 5 3
3 8 3 5 1 2 5 3 5 3 5 4 5 1 1 2 2 4 3 1 3 2 2 2 1 2 5 4 1 1 4 4 5 1 1 4 5 3 3 1 5 2 5 4 5 5 2 3 3 1 1 3
4 12 4 3 2 3 2 2 1 1 1 5 3 5 3 5 5 5 2 3 1 1 1 5 1 5 4 2 5 2 4 5 5 1 4 1 1 2 1 2 4 5 1 1 5 3 3 4 5 1 1 5
5 12 4 1 2 2 3 1 4 5 5 2 3 2 5 5 2 2 3 3 1 3 2 3 4 1 1 2 1 1 1 5 4 4 1 1 1 3 4 4 1 5 3 4 4 3 1 2 3 4 1 2
6 10 5 5 5 5 2 5 3 5 5 3 5 2 1 1 5 5 2 4 5 1 3 1 1 1 3 4 1 3 1 5 2 1 5 2 3 1 1 1 1 4 3 3 5 4 3 4 4 4 1 3
7 10 1 3 1 2 1 5 3 3 3 5 2 5 1 1 1 3 4 4 5 1 4 3 5 4 1 3 1 2 3 1 1 5 3 4 3 5 4 5 3 1 3 4 5 1 3 4 3 4 1 2
8 12 4 2 4 1 4 5 5 5 3 5 4 5 3 2 2 2 3 4 1 4 1 3 4 3 4 1 5 2 1 4 5 4 4 1 4 3 5 4 4 4 4 5 5 2 4 1 4 1 4 4
9 15 1 5 2 2 2 4 1 5 4 4 3 2 1 3 4 4 1 5 1 1 2 4 3 1 4 1 3 2 3 4 1 4 1 1 5 5 1 5 3 4 1 5 3 1 4 3 3 4 4 5
10 14 1 5 5 4 1 2 2 2 5 3 5 4 1 1 1 2 5 2 4 1 2 4 1 2 3 5 5 5 2 1 3 3 4 2 1 4 3 3 1 4 3 4 3 5 3 5 1 3 1 2
11 13 4 4 4 4 4 4 2 5 3 3 1 4 3 2 2 5 2 3 2 1 3 5 1 4 4 2 5 2 4 4 1 3 5 5 5 2 3 4 1 2 4 1 3 1 4 1 5 1 4 3
12 9 1 2 5 2 2 5 1 4 1 1 5 1 4 4 1 1 4 5 4 2 2 5 3 2 2 5 2 2 5 1 2 1 2 5 5 5 1 1 3 1 2 4 2 3 4 2 2 2 5 1
13 10 4 4 4 4 1 2 4 1 3 3 2 1 4 1 2 3 5 2 2 4 5 3 4 3 2 2 1 5 1 3 2 3 2 2 2 2 3 1 3 5 3 1 2 4 2 1 4 3 4 3
14 9 3 1 4 5 3 1 1 4 5 4 3 5 5 2 3 3 1 4 1 1 4 1 5 1 5 2 4 5 4 3 1 2 1 3 2 4 4 5 2 3 4 4 4 5 3 3 5 5 4 1
15 7 1 1 2 1 2 2 5 5 1 1 4 3 5 3 5 3 1 5 3 5 3 4 2 2 4 4 2 2 2 5 4 2 3 3 5 2 4 2 1 3 5 3 2 1 1 1 2 5 4 1
16 9 2 1 3 4 2 1 3 3 4 2 2 4 4 1 5 4 4 1 1 3 1 1 1 5 5 5 3 4 5 1 2 5 2 2 2 5 3 5 1 5 5 1 1 2 1 1 3 1 5 5
17 6 1 4 3 3 3 5 5 3 2 1 4 4 1 5 2 5 2 3 5 1 5 4 3 3 3 5 4 5 2 4 2 2 5 4 1 5 2 4 5 2 1 2 1 2 4 1 4 1 5 4
18 10 2 2 5 3 3 5 1 4 4 4 2 4 2 4 5 1 5 1 3 2 1 3 3 2 5 4 1 4 3 1 2 3 4 2 4 2 3 1 1 4 1 2 4 1 1 3 5 2 5 2
19 15 2 4 4 5 4 2 2 4 1 5 5 4 4 1 4 4 1 5 5 2 4 3 5 5 5 5 2 3 5 2 5 2 4 5 1 5 2 5 5 5 2 4 4 5 1 4 3 4 2 4
20 13 3 4 3 4 3 2 3 3 5 3 4 2 2 5 1 1 3 1 5 3 5 3 4 1 3 1 1 4 2 2 5 2 5 2 3 4 3 5 1 1 3 2 3 5 5 2 1 5 5 1
21 7 4 4 4 2 5 1 4 2 5 5 2 3 2 1 3 3 2 4 2 2 4 5 4 3 4 4 3 3 3 3 3 2 3 5 2 5 5 2 4 3 4 2 5 1 5 4 1 5 2 1
22 8 4 4 5 4 1 4 4 4 5 1 2 1 1 5 2 1 4 5 1 5 3 1 3 5 4 2 4 3 3 4 3 5 1 1 4 4 2 2 2 2 3 1 3 3 4 1 3 5 5 1
23 14 2 2 2 5 5 4 3 1 5 3 2 5 1 2 4 4 5 3 5 1 1 5 2 4 3 2 2 3 2 1 4 2 4 5 4 1 2 1 3 1 4 2 3 4 4 5 5 5 3 1
24 9 2 5 3 5 5 4 2 1 5 4 4 3 3 5 2 2 5 3 5 5 4 5 4 5 2 5 3 5 5 3 3 3 4 1 3 2 3 5 1 4 4 4 3 5 3 3 2 2 1 1
25 8 2 1 3 3 3 4 5 2 4 4 1 2 5 5 4 3 5 1 3 3 3 4 1 1 2 5 5 5 2 2 4 5 2 4 1 3 2 2 1 1 4 1 1 1 5 5 5 1 3 1
26 11 1 4 4 2 1 4 3 4 5 1 3 4 4 4 3 4 5 3 1 3 4 1 1 3 5 1 2 2 3 5 3 3 2 5 4 5 2 2 4 3 5 1 5 1 1 4 5 3 4 5
27 12 5 5 2 1 1 2 5 5 2 5 5 5 5 3 4 3 1 1 5 3 1 2 1 3 4 5 3 3 3 4 4 4 4 2 4 5 4 2 2 4 3 4 1 5 3 3 2 3 1 1
28 11 5 4 5 1 2 4 2 1 1 5 1 1 2 4 4 2 1 3 2 5 3 1 4 1 1 1 5 4 3 4 1 1 3 4 4 5 4 3 4 5 3 1 5 3 5 2 2 3 2 4
29 10 5 5 1 1 4 5 2 5 3 1 4 2 4 1 5 1 1 4 1 4 1 1 5 3 5 2 2 2 2 3 5 3 5 3 4 5 2 5 3 1 2 5 5 5 5 4 2 3 2 3
30 11 3 5 3 1 3 4 2 5 5 3 3 5 5 3 3 5 2 1 1 2 2 2 5 5 2 4 5 4 1 5 4 4 5 2 2 4 4 2 4 5 5 3 2 4 3 2 5 4 5 1
31 7 5 3 5 4 1 2 3 2 3 3 5 5 4 5 2 4 2 5 4 3 2 4 5 3 3 1 3 2 1 3 5 5 5 1 3 3 4 5 4 4 1 2 3 1 3 3 5 3 5 5
32 12 4 5 4 4 4 3 3 3 2 2 2 2 4 1 3 4 2 3 4 1 2 3 4 1 1 2 5 2 3 3 1 3 4 5 3 2 1 1 5 4 1 2 2 3 3 4 1 5 4 3
33 13 3 2 3 3 2 2 4 2 5 2 5 5 3 5 2 5 3 5 1 1 4 5 1 4 2 4 3 5 2 5 5 3 5 1 2 1 5 2 5 1 3 3 1 5 1 2 2 3 4 4
34 7 1 4 4 4 1 4 5 4 3 5 5 1 5 1 4 4 4 2 1 2 5 5 2 4 5 5 2 2 2 5 2 1 3 1 3 2 4 4 5 4 1 3 1 4 2 4 1 4 5 2
35 7 3 1 2 2 1 3 1 1 2 1 5 3 1 5 5 2 1 5 2 3 3 2 1 2 4 4 4 5 2 4 5 1 5 3 2 5 4 2 3 3 4 1 5 4 3 4 1 5 5 2
36 8 5 2 4 1 1 3 5 1 3 4 5 3 3 1 4 5 3 3 3 3 5 3 4 3 5 3 1 3 1 5 5 5 5 2 2 1 3 4 2 4 4 2 1 1 5 1 3 5 4 5
37 14 2 5 3 5 2 1 4 5 5 1 3 4 2 2 5 4 1 5 2 3 2 1 2 1 1 5 2 3 1 4 1 4 1 3 5 1 5 1 3 3 2 1 3 3 1 4 3 3 2 5
38 9 4 5 4 1 2 2 2 3 3 2 5 4 4 5 2 2 1 1 1 2 4 2 1 1 3 5 5 4 2 1 5 1 2 3 4 5 3 5 4 4 3 5 4 5 4 4 3 5 2 4
39 6 4 5 2 4 1 1 3 1 5 4 1 2 4 4 1 2 4 1 3 5 3 3 4 2 4 1 5 3 1 5 4 2 5 2 2 4 3 2 3 1 4 1 1 3 4 1 4 3 5 1
40 9 2 4 2 3 1 1 2 4 4 1 3 4 1 2 1 2 4 3 2 5 5 5 3 4 3 2 5 2 4 2 5 5 5 1 1 5 3 5 3 2 3 4 2 3 2 2 5 2 2 3
41 7 5 4 4 5 3 3 5 3 4 4 5 5 2 4 2 2 2 3 1 4 2 2 3 3 3 1 4 3 5 4 5 4 5 3 3 3 5 2 4 1 3 5 4 1 3 4 4 3 4 5
42 11 3 1 4 1 3 2 5 4 4 1 4 2 2 5 4 2 3 1 2 1 5 3 1 4 5 4 5 4 1 1 3 4 1 1 2 2 2 1 3 5 5 4 4 3 1 3 4 2 5 4
43 8 2 5 4 4 2 1 4 3 2 2 4 5 4 2 5 5 2 2 2 2 4 3 5 2 1 1 5 2 5 1 4 3 4 5 5 2 4 1 4 3 3 2 3 1 3 5 2 1 4 5
44 14 2 2 1 3 3 2 2 2 2 1 1 5 1 3 4 2 4 3 2 1 1 2 2 3 1 5 2 5 3 3 5 5 1 5 2 3 4 1 5 2 3 5 5 3 4 4 3 5 2 1
45 12 5 5 3 3 5 4 4 2 3 4 2 2 4 3 4 4 3 1 1 5 1 5 5 1 2 2 5 5 1 1 5 3 5 3 1 2 2 4 4 1 1 4 2 3 1 4 2 2 5 1
46 12 5 3 3 3 4 3 2 1 5 2 2 5 3 4 2 4 3 2 5 5 1 4 2 5 4 2 5 4 5 2 5 3 3 4 4 4 4 3 3 5 1 3 2 3 2 2 5 1 5 2
47 6 1 2 5 1 4 2 1 1 2 5 2 4 1 1 2 4 1 4 1 4 5 4 1 1 4 2 2 5 2 1 4 4 2 1 1 4 4 2 2 3 5 1 1 4 1 4 4 5 3 4
48 8 4 1 1 3 2 5 5 4 2 3 4 1 3 2 1 2 2 4 1 5 2 2 3 3 2 5 2 1 1 5 4 3 5 3 5 5 3 2 2 3 5 4 5 2 5 2 5 4 4 3
49 13 2 2 2 1 5 4 5 4 1 3 2 2 2 5 5 3 1 1 1 3 4 1 2 4 3 2 1 4 2 5 5 2 2 5 2 4 2 4 5 3 2 2 3 3 3 4 2 1 4 2
