150 40
NETWORK_TREE :
41 2 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 28 29 30 31 32 33 34 36 37 39 40
42 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
43 32 1 34 2 35 4 37 38 39 40 9 10 14 15 19 22 23 24 27 29 30 31
44 1 2 3 4 5 6 7 9 10 11 12 14 15 17 18 19 20 22 24 28 29 30 32 35 37 38 39
45 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 33 34 35 36 37 38 40
46 16 33 20 6 23 24 8 28 13 15 31
47 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40
48 32 33 19 4 37 39 40 12 29
49 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
50 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40
51 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40
52 1 2 3 4 5 7 9 10 11 12 13 14 15 18 19 20 21 22 25 26 27 29 32 34 35 37 38 39
53 1 2 3 4 5 6 8 9 10 12 14 15 16 17 19 20 23 25 29 30 31 33 34 35 36 37 38 39 40
54 32 33 2 3 35 38 7 39 40 9 11 13 14 21 23 25 27 28 31
55 4 39
56 32 2 34 3 36 4 5 6 7 10 15 17 18 19 21 22 24 25 26 27 28 29 30
57 32 33 1 2 3 5 37 7 8 16 20 22 24 28 31
58 1 2 3 4 6 11 12 14 15 16 17 19 22 23 24 25 26 28 29 30 31 32 33 34 38 39 40
59 3 21 6 9 27 13
60 1 5 23
61 7 30
62 1 2 3 5 6 7 8 10 11 14 15 17 18 19 20 23 24 25 26 28 29 31 34 36 38 39 40
63 6
64 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40
65 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40
66 2 4 6 7 8 9 11 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 31 32 33 35 38
67 32 1 35 3 36 5 6 39 40 8 9 10 12 13 14 15 16 17 22 24 26 29 30
68 32 33 1 34 2 3 4 36 37 38 7 8 11 12 13 19 21 22 23 24 26 27 28
69 1 34 35 5 38 39 10 12 14 15 20 21 24 27
70 34 4 37 6 38 39 40 9 10 13 14 15 18 19 20 22 23 24 25
71 1 2 3 4 5 6 7 10 11 12 14 15 18 19 20 22 23 24 25 27 28 31 34 35 36 39 40
72 1 2 5 7 8 9 10 12 13 15 16 18 19 20 21 22 23 24 25 26 27 28 30 32 34 35 36 37 38 39 40
73 34 3 36 38 14
74 32 4 38 39 8 11 12 16 18 21 22 25 27
75 1 5 37 7 40 14 15 16 17 19 20 21 22 27 28
76 17 33 35 36 6 10 15
77 33 34 2 3 36 10 11 13 14 16 17 19 21 30
78 10 30
79 1 3 4 5 8 9 11 13 15 16 17 19 20 21 24 25 29 30 31 32 33 35 36 37 38
80 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 34 36 37 38 39 40
81 32 34 35 3 38 6 7 39 9 12 14 15 24 25 26 27 28 29 30
82 18 35 28
83 32 1 34 3 37 38 6 12 18 19 23 24 25 29 30 31
84 16 1 17 2 19 23 8 25 10 13 14
85 1 3 6 7 8 9 10 12 13 14 15 16 17 19 21 23 24 25 27 28 29 30 31 32 33 34 36 37 38 40
86 16 1 33 2 36 7 30
87 33 2 29
88 2 5 9 10 11 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 33 34 35 36 38 40
89 2 36 4 5 37 6 39 9 10 15 16 17 21 29 30
90 32 33 2 34 36 5 38 12 13 15 18 19 22 26 27 29 31
91 32 33 34 3 35 37 5 38 6 40 10 12 17 18 21 22 23 24 26 28 30
92 32 33 2 37 5 7 11 14 16 17 19 21 23 26 29
93 1 2 34 36 37 38 39 8 40 10 14 15 18 21 23 24 26 27 28 29 30 31
94 1 18 35 20 40 25 27 12 15
95 1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40
96 1 35 21 22 23 39 10 28
97 17 4 20 22 39 23 10 26 13 30 15
98 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
99 1 2 3 4 5 6 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 39
100 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 39
101 1 2 34 36 38 39 9 14 21 23 25 28 29 30 31
102 2 3 5 6 7 8 9 10 11 13 14 15 16 17 19 20 22 23 24 25 26 27 29 31 32 35 36 38 39 40
103 4 37 40 26 11 30 15
104 2 18 21 26 10 11 31
105 33 34 18 19 7 40 8 25 29
106 16 37 6 38 40 8 25 26 13 14 31
107 1 2 34 35 3 4 36 37 38 39 40 8 9 10 12 17 18 19 23 25 26 28 30 31
108 1 2 4 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 23 24 26 29 30 31 32 33 34 37 39 40
109 32 33 2 6 38 8 10 11 16 18 23 24 25 30
110 1 2 4 5 6 7 8 10 11 13 14 15 17 18 20 21 22 23 24 25 26 28 29 31 32 33 34 37 38
111 2 4 6 7 8 10 11 12 15 18 19 21 22 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40
112 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
113 1 2 4 5 6 7 8 9 10 11 12 13 15 17 19 20 21 22 23 24 25 26 27 29 31 34 36 38
114 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40
116 16 2 3 4 36 24 8 12 13 14
117 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40
118 1 3 35 36 37 6 7 39 10 14 16 18 19 21 22 24 25 28 30 31
119 4
120 34 20 10
121 22 30
122 16 17 18 37 6 38 39 24 25 30
123 34 35 5 6 38 7 9 11 12 13 15 19 21 23 24 25 27 28 29
124 34 29 31
125 32 33 34 36 4 37 5 6 7 39 40 8 9 10 13 15 18 19 22 23 25 27 30
126 34 36 21 40 9 27 11 14 31 15
127 3 4 7 8 10 11 12 13 14 15 17 18 19 20 21 22 24 25 28 30 31 33 34 35 37 39
128 3 4 37 7 40 11 15
129 32 35 7 8 40 10 11 14 17 18 19 21 24 26 27
130 1 2 3 5 6 7 8 10 11 12 13 14 15 18 20 21 23 25 28 29 30 31 34 36 37 38 39 40
131 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 21 23 24 26 27 28 30 31 32 33 34 35 37 38 39 40
132 32 1 19 35 36 4 21 5 26 31
133 16 34 19 37 21 38 7 40
134 16 33 19 36 30 14
135 32 1 2 3 4 36 6 38 12 13 15 16 18 19 20 21 23 24 29
136 32 1 2 35 3 4 36 5 38 6 7 40 9 10 11 13 15 17 18 19 23 24 29 30
137 1 2 4 6 9 10 12 13 14 15 16 19 23 24 25 27 28 29 32 34 35 36 38 39 40
138 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 40
139 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 18 19 20 21 23 24 27 28 29 31 32 33 34 35 36 38 39 40
140 32 1 33 34 35 3 6 39 8 40 9 15 16 17 22 23 28 29
141 1 18 37 38 24 10
142 1 2 3 5 6 7 8 9 10 14 15 17 18 19 20 21 22 24 25 27 28 29 30 31 32 33 34 35 36 37 38 40
143 1 33 34 3 36 4 37 5 7 39 9 10 12 14 18 20 23 24 29 31
144 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40
145 1 34 2 4 8 9 12 14 19 20 21 23 26 31
146 2 3 40
147 1 2 4 5 6 7 8 9 11 12 15 16 18 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
148 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
149 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40
COST_INSTALL_SERVER_AND_PROGRAMS :
0 13 3 3 5 1 5 4 2 5 2 1 5 5 1 1 4 3 5 3 2 2 4 3 4 4 5 5 1 1 3 5 5 5 5 4 5 2 3 1 2 3
1 9 1 2 3 1 4 5 5 3 3 4 5 1 2 2 5 4 2 4 5 3 3 1 5 4 5 1 1 3 1 4 2 2 3 4 2 4 2 3 1 4
2 10 3 5 3 5 3 3 1 3 5 5 4 1 1 3 1 4 2 5 1 1 5 5 5 2 3 4 5 2 5 2 2 4 1 4 1 4 3 2 5 1
3 12 5 4 5 3 2 3 3 2 3 2 1 2 4 1 5 4 3 1 5 4 1 5 4 3 4 1 4 3 3 4 4 1 1 2 1 4 3 1 5 5
4 13 4 4 2 4 2 5 3 5 5 2 1 4 4 2 5 2 1 5 5 1 3 4 2 2 2 5 5 3 2 2 3 4 1 2 2 2 5 2 2 3
5 13 5 2 4 2 3 4 4 2 2 5 2 2 1 2 2 5 5 2 4 2 2 4 4 3 1 1 1 5 1 5 2 1 4 3 2 3 5 2 5 5
6 8 1 2 5 5 1 1 4 2 5 4 5 4 1 3 1 2 5 3 5 3 2 1 3 5 1 2 1 2 5 1 4 1 4 3 4 2 3 5 4 3
7 7 2 2 1 2 2 2 5 2 2 2 3 4 3 2 3 4 1 3 1 1 5 2 1 3 2 4 5 3 2 5 4 2 1 1 1 1 4 2 2 2
8 13 1 3 1 2 1 5 4 4 5 3 4 1 4 3 4 2 3 4 5 5 4 5 4 3 4 3 2 1 2 5 5 2 2 4 4 4 3 4 3 2
9 15 1 5 3 3 3 2 4 3 4 4 3 5 4 4 5 1 3 4 2 4 3 4 1 3 2 5 1 5 2 4 4 1 1 4 2 3 2 3 5 4
10 11 5 2 5 3 3 2 4 2 4 4 2 4 4 4 3 4 2 2 5 5 1 1 5 3 4 4 2 1 1 3 4 1 4 2 5 5 3 3 5 5
11 15 1 3 2 5 3 2 3 2 2 3 2 1 1 5 4 2 4 1 4 2 3 4 1 4 4 4 2 4 1 3 5 5 3 4 2 2 1 4 2 5
12 13 4 4 5 1 5 3 5 5 4 3 1 3 3 4 4 5 1 2 5 1 1 5 2 5 5 1 2 2 1 2 4 2 1 1 1 1 3 5 2 5
13 7 1 3 2 2 4 1 2 2 3 5 4 3 3 5 4 1 3 5 1 3 1 4 5 2 1 4 1 3 5 5 2 5 5 2 5 1 4 5 2 4
14 8 5 3 2 4 3 4 1 4 1 4 2 2 4 3 4 3 1 3 3 2 2 4 2 5 2 5 5 1 2 2 2 1 4 3 2 4 1 2 3 3
15 15 3 4 3 1 3 5 5 4 2 5 3 2 1 5 4 4 5 4 5 3 1 3 2 1 5 3 4 2 1 4 2 1 4 5 4 2 1 5 5 4
16 15 5 3 4 1 5 5 3 2 5 3 2 2 2 2 3 5 4 3 1 5 5 4 3 1 2 5 4 4 3 3 3 1 4 2 1 4 3 1 4 2
17 6 4 1 4 3 1 1 2 4 3 4 2 2 4 1 4 3 5 3 5 1 2 3 5 3 3 1 5 1 2 3 5 4 1 1 1 2 5 1 4 3
18 6 4 3 3 1 5 2 1 3 4 5 5 1 1 5 5 3 4 5 3 5 4 1 1 1 4 4 1 3 3 5 5 4 3 5 3 4 5 4 5 5
19 12 5 2 5 2 3 5 3 5 3 3 3 5 5 5 3 4 2 4 3 4 5 5 5 3 3 5 3 3 2 3 4 5 3 5 1 3 3 4 1 5
20 14 1 4 5 5 1 5 5 1 4 3 3 1 4 3 2 5 1 4 5 3 1 3 2 2 1 2 4 3 2 5 4 2 5 2 4 2 2 1 4 3
21 7 3 3 2 3 1 1 5 5 5 3 4 5 3 3 3 4 4 5 4 5 4 5 1 1 2 3 1 1 2 3 2 5 1 5 5 4 5 4 3 4
22 15 3 4 4 2 4 3 3 2 3 2 5 3 1 1 2 4 5 3 5 4 4 2 3 3 5 2 4 5 3 2 5 3 2 1 4 1 3 4 1 3
23 15 3 5 5 2 4 5 3 2 4 3 2 2 3 1 4 5 3 2 2 3 1 2 4 1 2 4 5 1 3 1 3 4 5 3 2 3 1 1 1 4
24 12 4 1 5 4 5 5 1 5 4 3 4 1 4 4 5 5 1 5 1 4 4 2 1 4 5 2 1 3 3 5 4 3 4 2 3 2 1 5 2 4
25 11 5 3 1 5 3 3 1 2 2 5 5 1 1 3 1 1 5 3 4 3 3 2 2 5 1 1 3 2 1 2 3 3 1 4 4 5 3 3 1 2
26 14 5 3 4 1 1 4 1 3 4 4 3 3 5 5 2 5 1 3 1 1 3 3 4 3 5 3 1 4 1 5 2 1 4 3 4 4 1 1 3 1
27 15 4 3 2 2 1 3 1 1 1 5 3 3 1 5 5 2 1 2 2 2 3 5 5 4 1 3 1 1 1 4 2 5 2 4 3 1 2 3 2 2
28 8 5 4 2 3 1 5 5 4 5 2 1 2 3 4 2 5 3 3 4 1 5 4 4 3 1 4 1 2 5 4 1 5 2 4 1 2 2 5 5 1
29 7 1 3 1 1 3 3 4 5 2 2 5 3 5 4 1 2 5 3 4 5 2 3 2 5 5 1 3 3 2 4 5 4 4 2 3 3 3 1 3 2
30 11 3 5 1 5 1 3 3 1 5 3 5 1 3 4 4 2 2 4 2 5 4 1 4 1 5 5 3 1 1 3 1 1 3 5 2 4 5 3 2 1
31 6 1 2 4 4 2 4 2 1 2 3 4 1 1 1 4 4 5 1 5 2 2 5 5 2 2 1 2 3 4 2 5 1 5 1 5 2 2 5 3 2
32 15 2 5 4 3 2 4 3 4 2 2 3 1 3 4 1 2 3 1 3 2 3 5 5 5 3 3 4 2 3 1 4 1 2 2 4 3 1 5 1 3
33 14 1 5 3 2 1 4 1 1 1 5 1 5 2 4 2 1 1 3 3 4 2 4 3 3 3 1 5 5 2 5 1 5 5 2 1 5 3 3 5 5
34 12 2 5 1 4 3 4 4 5 5 3 2 5 4 2 2 5 5 2 5 4 2 5 3 4 5 1 5 1 1 4 5 4 5 2 4 3 5 2 3 5
35 12 5 2 4 5 4 4 1 1 4 5 2 3 2 4 3 1 3 5 4 5 3 3 3 3 5 4 3 4 2 5 3 4 1 3 1 4 4 3 2 2
36 12 5 1 3 2 3 4 4 3 1 3 5 4 4 3 4 3 4 4 2 4 3 1 4 4 4 4 5 1 1 3 5 5 3 5 3 3 1 4 3 1
37 6 4 4 4 5 2 3 5 2 5 4 2 4 4 2 1 4 5 4 4 4 1 2 1 2 5 4 5 5 3 3 1 3 1 5 3 2 2 2 5 2
38 11 3 5 1 5 1 4 2 4 2 5 3 2 1 2 2 4 3 5 2 1 1 2 4 4 1 4 4 3 3 2 3 3 2 3 1 2 1 1 2 3
39 15 2 1 1 1 5 3 3 4 4 1 5 5 2 1 1 2 4 1 1 2 1 4 3 3 5 2 1 2 3 3 5 3 4 1 3 1 5 2 4 3
40 13 2 5 3 2 3 4 2 2 5 5 1 1 5 4 2 2 5 3 3 4 1 3 1 1 3 2 4 3 1 4 1 1 1 5 4 2 1 1 2 4
41 6 3 4 4 2 4 1 5 4 2 3 3 1 1 2 4 2 2 4 5 5 4 2 1 5 3 1 1 1 2 3 4 4 2 4 4 4 1 2 2 4
42 15 4 4 1 1 5 1 3 2 2 2 4 3 3 1 5 2 5 3 3 5 4 5 5 1 3 2 1 3 3 5 3 5 1 5 3 5 3 2 4 4
43 14 2 1 1 3 1 2 3 2 1 5 3 5 5 5 4 3 5 3 5 5 2 4 1 4 5 5 3 1 3 4 3 3 3 5 4 3 3 2 5 2
44 14 3 5 4 1 5 2 1 5 3 3 3 3 2 3 2 5 2 1 3 1 1 4 1 1 3 4 3 2 5 3 1 1 3 3 3 5 2 3 1 1
45 6 1 4 4 1 3 5 2 3 2 4 3 1 5 2 1 4 1 1 3 2 2 1 3 3 4 1 4 2 4 3 1 5 4 5 2 5 1 1 4 2
46 13 2 2 3 2 2 4 2 4 3 5 5 2 5 3 2 2 5 2 4 3 5 2 4 1 5 5 3 5 1 4 1 3 5 3 5 3 1 5 2 1
47 15 1 2 5 2 3 2 4 2 1 5 2 2 4 1 2 4 4 3 3 2 1 4 3 5 5 2 1 1 2 2 2 5 5 3 3 2 2 5 1 5
48 8 1 2 2 3 4 2 2 5 2 4 1 2 1 3 3 5 1 2 4 1 5 5 4 3 1 5 3 3 5 4 1 1 1 5 5 1 2 4 3 2
49 11 3 1 4 2 2 2 2 2 3 1 5 1 3 3 2 3 3 5 4 2 2 5 4 3 3 1 4 5 5 4 1 1 5 1 3 3 4 1 5 1
50 13 5 3 4 4 5 1 2 2 5 1 4 5 1 4 2 1 2 5 2 2 4 2 5 3 3 4 5 4 4 2 2 4 4 4 4 2 5 4 2 3
51 15 3 2 2 2 1 5 2 4 5 4 2 4 3 5 5 1 2 1 2 1 2 3 1 4 2 2 1 1 1 4 4 4 1 4 2 3 2 1 2 2
52 14 4 3 4 1 4 5 2 5 4 5 2 2 2 3 5 1 2 4 4 2 3 1 4 5 1 1 2 2 5 3 5 4 1 1 4 3 3 5 3 1
53 10 4 4 4 4 1 4 4 4 1 1 2 4 1 2 5 2 1 2 3 3 1 1 3 4 1 2 5 5 3 2 4 3 2 1 1 1 4 2 1 3
54 9 1 5 5 2 5 2 5 1 4 4 5 3 2 1 1 4 5 3 2 4 3 2 3 3 1 5 2 1 2 1 3 3 5 5 3 4 1 2 3 5
55 14 3 2 3 4 4 5 3 3 5 4 1 5 3 5 1 4 5 5 2 1 1 2 5 5 1 2 3 1 4 5 3 3 1 5 2 2 1 4 3 5
56 11 1 3 1 2 4 2 1 5 1 4 2 1 4 2 1 5 3 4 4 5 1 2 2 2 2 4 3 2 4 1 1 5 1 4 4 5 4 4 1 4
57 6 2 4 2 5 3 2 5 4 3 1 4 4 1 3 1 2 2 5 4 4 1 2 2 4 3 4 1 5 1 5 5 2 2 1 3 5 3 1 1 4
58 11 2 2 4 5 1 4 4 1 1 5 3 5 1 4 2 3 5 2 3 1 1 1 5 3 3 5 3 2 3 3 1 3 4 4 3 2 1 4 1 2
59 11 5 1 5 2 2 1 2 5 4 4 1 1 4 5 4 5 5 1 4 4 3 2 4 4 1 2 5 1 1 5 4 3 1 5 5 5 5 1 5 2
60 15 5 5 2 1 5 1 1 3 2 5 1 3 3 1 2 4 5 4 3 5 5 5 3 4 3 1 4 4 4 4 5 2 1 1 4 4 3 1 5 2
61 6 3 3 2 2 1 1 3 3 5 1 2 3 4 4 5 4 1 2 4 3 4 5 3 5 5 3 3 2 4 3 3 5 1 3 4 1 5 1 3 5
62 10 1 1 1 5 4 5 5 5 5 2 2 5 3 5 1 1 1 5 5 5 4 2 2 1 2 3 1 2 2 4 5 3 3 1 4 4 1 3 4 2
63 6 5 1 2 1 3 5 5 4 3 3 4 2 5 5 2 1 3 5 2 5 4 4 1 3 1 1 5 1 5 1 1 3 1 2 5 1 2 3 5 3
64 13 1 4 5 4 5 5 5 2 5 1 2 4 3 1 5 2 5 3 4 5 5 5 1 2 3 3 5 5 1 3 1 2 4 2 2 2 2 3 2 3
65 15 5 2 1 3 2 1 1 3 1 2 5 4 4 4 4 3 2 3 4 3 3 3 4 2 2 2 5 3 2 4 4 3 2 3 2 1 2 3 5 4
66 11 4 5 4 4 1 5 5 2 3 1 3 3 5 2 4 3 2 3 4 2 4 5 5 5 3 3 5 1 1 3 3 4 2 1 2 1 2 2 1 2
67 11 3 5 2 1 5 2 1 1 2 1 2 1 3 2 2 1 1 1 1 5 3 3 5 4 5 5 4 2 2 1 2 4 1 3 5 1 3 2 2 3
68 6 1 2 3 5 3 1 4 2 4 4 4 4 1 5 5 3 4 3 4 2 1 4 5 1 2 2 3 1 4 3 3 4 3 3 5 5 3 3 2 1
69 14 5 3 5 4 5 4 3 1 3 5 2 3 4 5 4 3 5 4 5 4 4 3 5 3 5 3 4 4 3 4 1 1 3 5 1 1 4 2 1 5
70 6 5 1 5 5 4 5 2 4 3 3 5 5 5 5 2 4 5 5 3 3 1 5 3 5 5 5 4 4 4 2 1 4 1 5 1 1 3 1 4 2
71 7 1 5 2 1 4 3 2 3 5 2 4 3 3 2 4 5 5 5 3 4 3 3 1 2 2 1 4 2 4 5 5 5 3 1 3 2 4 4 4 1
72 9 3 4 1 1 4 2 2 5 3 2 3 1 4 4 1 5 5 4 2 3 1 2 5 4 2 2 4 4 1 4 3 5 4 4 4 3 4 5 2 5
73 14 1 1 3 3 1 2 5 3 3 3 5 3 4 1 3 5 5 4 3 2 4 5 5 2 1 1 4 1 1 1 1 2 2 5 4 5 4 1 5 5
74 14 5 1 1 1 1 2 2 3 1 4 2 5 4 1 2 3 2 2 3 3 2 5 4 5 5 1 5 1 2 2 2 3 1 2 1 5 5 2 1 5
75 10 4 3 1 4 5 5 5 4 2 5 4 3 4 5 5 1 4 1 5 2 3 2 4 1 4 4 4 2 4 2 2 3 3 1 1 2 4 3 5 2
76 12 3 4 3 2 5 5 2 2 5 4 1 2 1 1 5 1 2 4 5 3 4 3 1 5 5 5 3 4 1 4 2 2 5 3 5 4 3 1 4 4
77 10 1 4 2 3 5 3 4 1 3 4 5 5 3 1 2 1 2 1 5 4 5 1 1 4 2 3 3 4 1 4 5 5 1 5 5 5 1 2 3 2
78 15 3 5 2 4 1 4 2 5 1 4 4 5 3 3 3 3 3 1 2 4 4 3 1 4 4 1 5 4 1 5 1 2 5 2 1 1 1 2 4 2
